placement,sample_scenario,metric_order,metric_id,manuscript_name,estimate_main,estimate_gap_timing_unaware,conf_low_main,conf_low_gap_timing_unaware,conf_high_main,conf_high_gap_timing_unaware,p_adjusted_main,p_adjusted_gap_timing_unaware,adjusted_significant_main,adjusted_significant_gap_timing_unaware,participants_main,participants_gap_timing_unaware,participant_days_main,participant_days_gap_timing_unaware,sites_main,sites_gap_timing_unaware,row_key_hash_main,row_key_hash_gap_timing_unaware,exact_common_keys,stability_classification,abbreviation,effect_scale,included_in_identity_plot,placement_label,primary_log_ratio,gap_log_ratio
chest,main_gap_common_sample,1,daily_geometric_mean_medi,Mean melEDI,-0.029499862865652874,-0.02928924547218869,-0.0763625750581191,-0.07636253038236712,0.01736284932681335,0.017784039437989736,,,FALSE,FALSE,154,154,894,894,8,8,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,TRUE,stable within model uncertainty,Mean,ratio,TRUE,Chest,-0.06792594447982092,-0.06744098000930503
chest,main_gap_common_sample,2,m10_mean_medi,Brightest 10 h mean,-0.05134899858639793,-0.05192753464598292,-0.11905963176394291,-0.11818964008459541,0.01636163459114704,0.014334570792629578,,,FALSE,FALSE,154,154,894,894,8,8,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,TRUE,stable within model uncertainty,M10mean,ratio,TRUE,Chest,-0.1182354386852122,-0.11956756719177211
chest,main_gap_common_sample,3,l10_mean_medi,Darkest 10 h mean,0.0059407247498145035,0.0016762601493106326,-0.030185301333722936,-0.03343931059149657,0.04206675083335194,0.03679183089011783,,,FALSE,FALSE,154,154,894,894,8,8,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,TRUE,stable within model uncertainty,L10mean,ratio,TRUE,Chest,0.01367902425050366,0.003859731631782636
chest,main_gap_common_sample,4,duration_above_1000,"Time above 1,000 lx melEDI",-0.13582164896873788,-0.13650910285605286,-0.2527875754910544,-0.25485921533236644,-0.018855722446421364,-0.018158990379739254,,,FALSE,FALSE,154,154,894,894,8,8,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,TRUE,stable within model uncertainty,TAT1000,ratio,TRUE,Chest,-0.13582164896873788,-0.13650910285605286
chest,main_gap_common_sample,5,duration_above_250_wake,Time above 250 lx melEDI during wake,-0.08465137467684501,-0.0840333858844802,-0.17536318139112061,-0.1753143701323713,0.006060432037430591,0.0072475983634109065,,,FALSE,FALSE,153,153,800,800,8,8,41fc6dc744f173fe8847f1de44c27e0a60cebd1a4a697932da5be93f0160494d,41fc6dc744f173fe8847f1de44c27e0a60cebd1a4a697932da5be93f0160494d,TRUE,stable within model uncertainty,TAT250,ratio,TRUE,Chest,-0.08465137467684501,-0.0840333858844802
chest,main_gap_common_sample,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,0.06671352640343457,0.06789515005612597,-0.037212117157040814,-0.035819477065428706,0.17063916996390996,0.17160977717768064,,,FALSE,FALSE,153,153,740,740,8,8,ba2d480b26573b4d58d04f198d396f2257e85c118ec7a67c9d93938c48d30da6,ba2d480b26573b4d58d04f198d396f2257e85c118ec7a67c9d93938c48d30da6,TRUE,stable within model uncertainty,TBT10,difference,FALSE,Chest,0.06671352640343457,0.06789515005612597
chest,main_gap_common_sample,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,-0.002123685057308198,-0.001871607219619943,-0.030263581816801895,-0.030001773060107678,0.0260162117021855,0.02625855862086779,,,FALSE,FALSE,154,154,853,853,8,8,75e4aafe14768c22016def3e25ff8de8b92aa0dc3a64376ad608d7d442ae9e31,75e4aafe14768c22016def3e25ff8de8b92aa0dc3a64376ad608d7d442ae9e31,TRUE,stable within model uncertainty,TBT1,ratio,TRUE,Chest,-0.002123685057308198,-0.001871607219619943
chest,main_gap_common_sample,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,-0.034285270838016586,-0.03501900311051959,-0.0694335723482642,-0.07127967046736008,8.630306722310285e-4,0.0012416642463209046,,,FALSE,FALSE,154,154,894,894,8,8,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,2cee4640c326c8cfbfdef4a671ab7297af3d83c19f9ef732773f6f7fbe9b6e8d,TRUE,stable within model uncertainty,PAT250,ratio,TRUE,Chest,-0.07894475354088047,-0.08063423453379454
chest,main_gap_common_sample,9,dose_time_sensitive_corrected_medi,melEDI dose,-0.06177283192604015,-0.06098876512384954,-0.12442782597676892,-0.1238809634121425,8.821621246886263e-4,0.0019034331644434133,,,FALSE,FALSE,154,154,847,847,8,8,4191db606baf26b4b445175f54d82b81dd6e1e140e4772dbe2673930533be54b,4191db606baf26b4b445175f54d82b81dd6e1e140e4772dbe2673930533be54b,TRUE,stable within model uncertainty,Dose,ratio,TRUE,Chest,-0.14223720194492673,-0.1404318214142911
glasses,main_gap_common_sample,1,daily_geometric_mean_medi,Mean melEDI,-0.03916915587093909,-0.03978243219764263,-0.09138018411465697,-0.09221068721105413,0.01304187237277879,0.012645822815768863,,,FALSE,FALSE,141,141,809,809,9,9,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,TRUE,stable within model uncertainty,Mean,ratio,TRUE,Near eye,-0.09019031441358456,-0.09160243534133829
glasses,main_gap_common_sample,2,m10_mean_medi,Brightest 10 h mean,-0.06988242614416762,-0.06963928550399885,-0.14563894489664864,-0.14216243661763495,0.005874092608313397,0.002883865609637243,,,FALSE,FALSE,141,141,809,809,9,9,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,TRUE,stable within model uncertainty,M10mean,ratio,TRUE,Near eye,-0.16091023270181776,-0.1603503806882641
glasses,main_gap_common_sample,3,l10_mean_medi,Darkest 10 h mean,0.008928954729880745,0.004504518693393994,-0.03160776487298017,-0.035104963457779324,0.04946567433274167,0.04411400084456731,,,FALSE,FALSE,141,141,809,809,9,9,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,TRUE,stable within model uncertainty,L10mean,ratio,TRUE,Near eye,0.02055967805704208,0.010372037594522028
glasses,main_gap_common_sample,4,duration_above_1000,"Time above 1,000 lx melEDI",-0.13358930743214717,-0.13535751919050362,-0.26838468750551336,-0.2714054374340784,0.0012060726412190526,6.903990530711945e-4,,,FALSE,FALSE,141,141,809,809,9,9,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,TRUE,stable within model uncertainty,TAT1000,ratio,TRUE,Near eye,-0.13358930743214717,-0.13535751919050362
glasses,main_gap_common_sample,5,duration_above_250_wake,Time above 250 lx melEDI during wake,-0.10674677397411698,-0.10920139815234277,-0.21809401574441578,-0.22129568581902526,0.004600467796181826,0.0028928895143397193,,,FALSE,FALSE,140,140,719,719,9,9,487838b79c56de5ec9d4018148d95f87ba7403db3c27dc53d7e093cb49ee6be5,487838b79c56de5ec9d4018148d95f87ba7403db3c27dc53d7e093cb49ee6be5,TRUE,stable within model uncertainty,TAT250,ratio,TRUE,Near eye,-0.10674677397411698,-0.10920139815234277
glasses,main_gap_common_sample,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,0.06108602959379059,0.0627027474733004,-0.06444345590538705,-0.06272070070276975,0.18661551509296823,0.18812619564937055,,,FALSE,FALSE,139,139,653,653,9,9,30860cb14cfa1a0380cd9f6e85ca6fb419e6e7047876156324d53ece69f8bbad,30860cb14cfa1a0380cd9f6e85ca6fb419e6e7047876156324d53ece69f8bbad,TRUE,stable within model uncertainty,TBT10,difference,FALSE,Near eye,0.06108602959379059,0.0627027474733004
glasses,main_gap_common_sample,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,-0.002423000850639856,-0.0017912491084281833,-0.03736096639186998,-0.036711646515306506,0.032514964690590266,0.03312914829845014,,,FALSE,FALSE,141,141,771,771,9,9,96bfe1b74f38a7947cfed2ff2764099d6039ddc4e5c0b7c317c18db5f0c4b230,96bfe1b74f38a7947cfed2ff2764099d6039ddc4e5c0b7c317c18db5f0c4b230,TRUE,stable within model uncertainty,TBT1,ratio,TRUE,Near eye,-0.002423000850639856,-0.0017912491084281833
glasses,main_gap_common_sample,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,-0.03736215756845239,-0.03701586187401143,-0.08147163811624197,-0.08200640190290365,0.006747322979337195,0.007974678154880795,,,FALSE,FALSE,141,141,809,809,9,9,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,61039a9159cf67f3ff487eb424ac12bc6635491c324a2ba837ea7cbc2f2c4f60,TRUE,stable within model uncertainty,PAT250,ratio,TRUE,Near eye,-0.08602954705921315,-0.08523217175542537
glasses,main_gap_common_sample,9,dose_time_sensitive_corrected_medi,melEDI dose,-0.07413480607460976,-0.07721372475150311,-0.1465698174697781,-0.14994162664507926,-0.0016997946794414243,-0.004485822857926952,,,FALSE,FALSE,141,141,757,757,9,9,6fd158f13e1ee47e142818f79c89ce27de5622ff4623af8484644e27825f9a2d,6fd158f13e1ee47e142818f79c89ce27de5622ff4623af8484644e27825f9a2d,TRUE,stable within model uncertainty,Dose,ratio,TRUE,Near eye,-0.17070169933940088,-0.17779117158735644
