"relative_path","role","sha256","bytes","modified_utc","is_symlink","symlink_target"
"audit/hypotheses/H09/H09_analysis_preparation_files/figure-html/fig-h09-prep-sample-support-1.png","historical_source_side_support","3116032e2bab0ad904a5cca5cb6353b5c0554e576cf076596671e31ed2caa775",129472,"2026-08-22T09:50:58.536065Z UTC",FALSE,""
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/bootstrap/bootstrap-138a6193a3bd40baf1e627da441a4734.min.css","historical_source_side_support","a20d3d44875fd0fbe2eadf1dc56573a7a052bd9bd9eddb1d4965d913189ad5ec",430952,"2026-08-10T15:09:02.801000Z UTC",FALSE,""
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/bootstrap/bootstrap-icons.css","historical_source_side_support","01253947f506e030589e4f33fc7ec7ccdfb9505e2e596dedf16445f12e243c0a",99464,"2026-04-09T10:01:33.000000Z UTC",FALSE,""
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/bootstrap/bootstrap-icons.woff","historical_source_side_support","f55513b7b591cb84a3b87ff0e34ea24d4831d6fedc22e54b911ca64b5b544a15",180288,"2026-04-09T09:56:20.000000Z UTC",FALSE,""
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/bootstrap/bootstrap.min.js","historical_source_side_support","d2ea6c1e0cabca20d18e924b25a1cd0187c38ba7c33f60ab06e1b0402b9bcdb5",80668,"2026-04-09T10:01:33.000000Z UTC",FALSE,""
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/clipboard/clipboard.min.js","historical_source_side_support","e17a1d816e13c0826e0ed7febfabc3277f45571234bde0bf9120829a7169edc9",9160,"2026-04-09T10:01:33.000000Z UTC",FALSE,""
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/quarto-diagram/mermaid-init.js","historical_source_side_support","a68a1b7deabddb8dafadefbeec74f61f0e0c549539547843a3189a2665f3ea7a",14113,"2026-04-09T10:01:33.000000Z UTC",FALSE,""
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/quarto-diagram/mermaid.css","historical_source_side_support","7cde9e49bfab3857c4bd590b86c15c2f46d4b4bdc4af4c9cc3e0480cbd249562",281,"2026-04-09T10:01:33.000000Z UTC",FALSE,""
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/quarto-diagram/mermaid.min.js","historical_source_side_support","07e37dfa97b337ccc85365d57eddf99b9706f09db3b59b260d0333b23b343c4b",2748992,"2026-04-09T09:56:20.000000Z UTC",FALSE,""
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/quarto-html/anchor.min.js","historical_source_side_support","69098e105d990f834cff1b7886d873444228ff63c590e5ff834d568f1115ed8b",5888,"2026-04-09T10:01:33.000000Z UTC",FALSE,""
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/quarto-html/popper.min.js","historical_source_side_support","4d50586b184724d39ddfe0f6582861664eddd5e806e5a79e0dbaa832361414d0",20084,"2026-04-09T10:01:33.000000Z UTC",FALSE,""
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/quarto-html/quarto-syntax-highlighting-7f8f88aac4f3542376d5c11b86a4c14d.css","historical_source_side_support","96d688dbd4c2de66404fd9b0e75d5b62573cbece9ee7011ca24d8bce1bbe044c",3678,"2026-04-17T08:27:22.227999Z UTC",FALSE,""
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/quarto-html/quarto.js","historical_source_side_support","4ecb60f215d96b2af0fe9d985c71e32863b1c993a64725a416ac18b5991c59c6",26830,"2026-04-09T10:01:33.000000Z UTC",FALSE,""
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/quarto-html/tabsets/tabsets.js","historical_source_side_support","a9c226bf70e82eaf5476f619cecfb70b4446b87ce4d1634d6404b0b2ba006d15",2882,"2026-04-09T10:01:33.000000Z UTC",FALSE,""
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/quarto-html/tippy.css","historical_source_side_support","5969f497d9158d7682f8219c6f13fa67269cdf5bf50a3931d95327151dee5678",1409,"2026-04-09T10:01:33.000000Z UTC",FALSE,""
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/quarto-html/tippy.umd.min.js","historical_source_side_support","41181eeec6d7ba64cb9165f0e95563e34e026bde79e7c13aeec83270429b6fae",24033,"2026-04-09T10:01:33.000000Z UTC",FALSE,""
