"path","expected_sha256","observed_sha256","bytes","status"
"artifacts/12_manifests/H09/H09_stage3_artifacts.csv","0103aad8bf3b2424358fc139b85b95564054745b180a80d1e12c27ff72e1bef2","0103aad8bf3b2424358fc139b85b95564054745b180a80d1e12c27ff72e1bef2",24678,"PASS"
"artifacts/12_manifests/H09/H09_preparation_report_manifest.csv","8e1d633262b33df64e45f0fc3fd677f4bb1e8a69120cb76a9b152509b94f0aaf","8e1d633262b33df64e45f0fc3fd677f4bb1e8a69120cb76a9b152509b94f0aaf",35323,"PASS"
"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","c7a320367e0115aee221a3a6ba5228a9a27ba55f734bd07881455b3159cebf56","c7a320367e0115aee221a3a6ba5228a9a27ba55f734bd07881455b3159cebf56",9753,"PASS"
"tests/hypotheses/H09/test_h09_preparation_report.R","9a243e391de7069179fcd0ccb7cc6813a5e779b1ae1bf7fcb52706349553dfe7","9a243e391de7069179fcd0ccb7cc6813a5e779b1ae1bf7fcb52706349553dfe7",12824,"PASS"
"tests/hypotheses/H09/test_h09_stage3_reader_report.R","a0309e55d305b13be7571e404eb9650154f0ffc494c44b4512c833aa579d2bd1","a0309e55d305b13be7571e404eb9650154f0ffc494c44b4512c833aa579d2bd1",17786,"PASS"
"_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html","4054dfc668365fdcb0d8cdedcb73900cbd3c471a1443fdcf37dfb4a1c9379d05","4054dfc668365fdcb0d8cdedcb73900cbd3c471a1443fdcf37dfb4a1c9379d05",593181,"PASS"
"_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.qmd","4640129c38a5aabd874549ff8d5ebc74b736a16fe6f900f4654b1573b2b69f5c","4640129c38a5aabd874549ff8d5ebc74b736a16fe6f900f4654b1573b2b69f5c",43562,"PASS"
"audit/hypotheses/H09/H09_analysis_preparation.html","4054dfc668365fdcb0d8cdedcb73900cbd3c471a1443fdcf37dfb4a1c9379d05","4054dfc668365fdcb0d8cdedcb73900cbd3c471a1443fdcf37dfb4a1c9379d05",593181,"PASS"
"notebooks/hypotheses/H09.qmd","c738a4365d01497030a260691ceff35fd5c2dab478148fd28676e27981e203c6","c738a4365d01497030a260691ceff35fd5c2dab478148fd28676e27981e203c6",36970,"PASS"
"_build/nathealth/notebooks/hypotheses/H09.html","901fd63b45182be70ef77166c418633220a7226d86f52e14d1c79afbfc7cdd16","901fd63b45182be70ef77166c418633220a7226d86f52e14d1c79afbfc7cdd16",244127,"PASS"
"_quarto-nathealth.yml","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,"PASS"
"scripts/report_harmonization/post_render_gt_html_semantics.R","28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205","28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205",21453,"PASS"
"scripts/report_harmonization/repair_gt_html_semantics.R","7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1","7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1",17747,"PASS"
"audit/report_harmonization/phase4_corpus_manifest.csv","73f1a371f8352f1baf69d38f1613de1a662112642370b0cc89798b4d6d469334","73f1a371f8352f1baf69d38f1613de1a662112642370b0cc89798b4d6d469334",11937,"PASS"
"audit/handoffs/H09_worker_handoff.md","f6a596f9c2ac8ad295e13d2283026c5068da57af36914cccb662620da861fcf4","f6a596f9c2ac8ad295e13d2283026c5068da57af36914cccb662620da861fcf4",20162,"PASS"
"renv.lock","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493,"PASS"
"artifacts/06_model_data/H09/H09_METRIC-011_excluded_shared_drift.csv","91d9781466273385338432c7d86c68f35ae65ba828e547659d0cf69720b5b5b9","91d9781466273385338432c7d86c68f35ae65ba828e547659d0cf69720b5b5b9",1266,"PASS"
