"path","status"
"_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html","PROSPECTIVE_MEMBER"
"_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.qmd","PROSPECTIVE_MEMBER"
"_build/nathealth/notebooks/hypotheses/H09.html","PROSPECTIVE_MEMBER"
"_quarto-nathealth.yml","PROSPECTIVE_MEMBER"
"_quarto.yml","PROSPECTIVE_MEMBER"
"artifacts/06_model_data/H09/H09_author_approvals.csv","PROSPECTIVE_MEMBER"
"artifacts/06_model_data/H09/H09_base_bundle_audit.csv","PROSPECTIVE_MEMBER"
"artifacts/06_model_data/H09/H09_family_registry.csv","PROSPECTIVE_MEMBER"
"artifacts/06_model_data/H09/H09_formula_registry.csv","PROSPECTIVE_MEMBER"
"artifacts/06_model_data/H09/H09_gap_common_sample_audit.csv","PROSPECTIVE_MEMBER"
"artifacts/06_model_data/H09/H09_input_audit.csv","PROSPECTIVE_MEMBER"
"artifacts/06_model_data/H09/H09_metric_display_audit.csv","PROSPECTIVE_MEMBER"
"artifacts/06_model_data/H09/H09_metric_registry.csv","PROSPECTIVE_MEMBER"
"artifacts/06_model_data/H09/H09_METRIC-011_excluded_shared_drift.csv","PROSPECTIVE_MEMBER"
"artifacts/06_model_data/H09/H09_METRIC-011_input_transition.csv","PROSPECTIVE_MEMBER"
"artifacts/06_model_data/H09/H09_METRIC-011_l10_frame_identity.csv","PROSPECTIVE_MEMBER"
"artifacts/06_model_data/H09/H09_model_frame_by_site.csv","PROSPECTIVE_MEMBER"
"artifacts/06_model_data/H09/H09_model_frame_index.csv","PROSPECTIVE_MEMBER"
"artifacts/06_model_data/H09/H09_model_frames.rds","PROSPECTIVE_MEMBER"
"artifacts/06_model_data/H09/H09_non_estimable_targets.csv","PROSPECTIVE_MEMBER"
"artifacts/06_model_data/H09/H09_paired_sample_audit.csv","PROSPECTIVE_MEMBER"
"artifacts/06_model_data/H09/H09_predictor_registry.csv","PROSPECTIVE_MEMBER"
"artifacts/06_model_data/H09/H09_run_registry.csv","PROSPECTIVE_MEMBER"
"artifacts/07_models/H09/H09_model_bundles.rds","PROSPECTIVE_MEMBER"
"artifacts/07_models/H09/H09_model_fit_index.csv","PROSPECTIVE_MEMBER"
"artifacts/07_models/H09/H09_v0_model_objects.rds","PROSPECTIVE_MEMBER"
"artifacts/08_diagnostics/H09/H09_chronotype_score_audit.csv","PROSPECTIVE_MEMBER"
