"path","artifact_class","artifact_type","sha256","bytes","producer","r_version","written_utc","current_sha256","current_bytes","path_exists","sha256_match","bytes_match","status"
"audit/hypotheses/H09/H09_stage1_gate_and_stage2_transition.md","H09_audit_report","md","616ea14964da0b2e80210bd124750c75664e81568b7d6db1ddd83d3639a8270d",4639,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","f13862886a47dbb7bbbfe62b4292bc567b14bc4b5e9427e7c285315e7d9acaff",4635,TRUE,FALSE,FALSE,"FAIL"
"scripts/hypotheses/H09/h09_contract.R","H09_code","r","13cd364b9136488d117f48a9cf3c65ab79e2408568cf0f8e600c1ef9214708ae",16293,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","866b0f8736c8a25f50a3f1ce6e38c5d33d4666d4bf06031f0021ee1cb6d0b701",16374,TRUE,FALSE,FALSE,"FAIL"
"scripts/hypotheses/H09/run_h09_stage2.R","H09_code","r","49a7b9e76775b5bf91f9468481755732a79c205c37411ccf6997676e6a4f2cfb",90288,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","4711057eacebdfc7ee9295d9f895e8ab73f60c0f7a51d0b03ea61459b7ac611c",92080,TRUE,FALSE,FALSE,"FAIL"
"artifacts/10_figures/H09/H09_diagnostics_chest.pdf","H09_figure","pdf","614b46f3cb2026ea1f6c7350959482ce4473c114b0c90ec066a176f73c635596",695820,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","1f8dd115d2e249f23acaa7560c8df432418f129c97f733cea5177f675997f09c",696614,TRUE,FALSE,FALSE,"FAIL"
"artifacts/10_figures/H09/H09_diagnostics_chest.png","H09_figure","png","e82b32d5d69a73e45a7d93e8b1bb8357dc3104e67c5f128eba4f3f5538961a75",2626860,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","dcced15b55b9f4abd912f1fbad0ccd3eaddcbabe820b41591350601df29f0f1a",2874977,TRUE,FALSE,FALSE,"FAIL"
"artifacts/10_figures/H09/H09_diagnostics_near_eye.pdf","H09_figure","pdf","a01d7184d3fc68bf33375f950c9ba422ac7f86f803cd214064ddf86d003ca5ac",627893,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","e63794d0eaad64d0fe8fd65f31e9e4a8162a6dbf50f047a1af2caf18f78f3db5",628572,TRUE,FALSE,FALSE,"FAIL"
"artifacts/10_figures/H09/H09_diagnostics_near_eye.png","H09_figure","png","df6a267517ea08635a00fcfa153a1e3a7f6dbbbe764745860c16bd3b53165e96",2557336,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","cfb7136446dabf79334933f0677ba0db89b4a3052f1871ced3e90dbc3ed7d5b5",2795403,TRUE,FALSE,FALSE,"FAIL"
"artifacts/10_figures/H09/H09_paired_placement_effects.pdf","H09_figure","pdf","5d8f8e95c4642ca29391941f63852776ee6d4ee3cb0cbdedfe74d24ec645ff7c",16857,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","e3371426b6a2c7a3d2db32ce5641697fad1aec6592b86a80d316ec81d54a7ea2",16853,TRUE,FALSE,FALSE,"FAIL"
"artifacts/10_figures/H09/H09_paired_placement_effects.png","H09_figure","png","4cffc5339801d25e817639064b6f40e0b0a6bbe69a735e5f245d97cee898e185",129869,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","ae6fc387a28a840d57ad5088dc446f3ab902136cb9038a7f119ace2db7a6a4be",131504,TRUE,FALSE,FALSE,"FAIL"
"artifacts/10_figures/H09/H09_primary_effects.pdf","H09_figure","pdf","b354077d2c1225104ecef7af1d879acd2037a7b740940392092b2d09f2f833e0",17970,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","69275a6a3fbfa7bd0b47efa4f53cb61ccbe3c7a776f146148f58026f4329357f",17941,TRUE,FALSE,FALSE,"FAIL"
