run_id,placement,family_id,metric_order,metric_id,manuscript_name,analysis_unit,response_family,response_transform,effect_scale,factor_order,factor_id,factor_label,estimate_model_per_point,conf_low_model_per_point,conf_high_model_per_point,estimate_model_per_sd,conf_low_model_per_sd,conf_high_model_per_sd,effect_type,estimate_practical_per_point,conf_low_practical_per_point,conf_high_practical_per_point,estimate_practical_per_sd,conf_low_practical_per_sd,conf_high_practical_per_sd,interval_method,p_raw,p_adjusted,family_rank,family_observed_tests,model_adequacy,specified_limitations,reader_inference_status,observations,participants,participant_days,represented_days,sites,leba_participant_mean,leba_participant_sd
main__chest__all_available,chest,H05-F2-complementary-chest,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,1,leba_f2,Spending time outdoors,5.022305227256318e-4,-0.01764491512748392,0.01864937617293518,0.002001560652942,-0.07032103037466497,0.074324151680549,odds_ratio,1.0005023566615907,0.9825098448086133,1.018824361887576,1.0020035651125918,0.9320945412099548,1.0771559108103284,wald_normal,0.9554119016586298,0.984363777466467,66,68,acceptable,,retained_for_inference,153,153,,900,8,15.516339869281044,3.985342511800022
main__chest__all_available,chest,H05-F2-complementary-chest,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.0108051835331566,-0.03282250236121455,0.01121213529490134,-0.03363246721486504,-0.10216408922495064,0.03489915479522054,odds_ratio,0.9892529827747216,0.9677103106410452,1.0112752268604128,0.9669268166450444,0.90288138640613,1.0355152767838385,wald_normal,0.3222305381813993,0.7609605482613212,27,68,acceptable,,retained_for_inference,153,153,,900,8,13.875816993464053,3.1126234100199235
main__chest__all_available,chest,H05-F2-complementary-chest,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,-1.313516020632476e-4,-0.01684916594441638,0.01658646274028989,-5.476466043113599e-4,-0.07024953156258519,0.06915423835396246,odds_ratio,0.9998686570241808,0.9832919873683548,1.0167247817965015,0.9994525033267192,0.9321611872449252,1.071601478450726,wald_normal,0.9873354406973228,0.9989360590861132,67,68,acceptable,,retained_for_inference,153,153,,900,8,12.61437908496732,4.169318041874058
main__chest__all_available,chest,H05-F2-complementary-chest,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,0.01704003572451818,-0.002157564437017,0.03623763588605337,0.06300627031670109,-0.00797768797801263,0.1339902286114148,odds_ratio,1.0171860452903416,0.9978447614320948,1.0369022223942557,1.0650335173078194,0.9920540493218882,1.143381647163686,wald_normal,0.07443764340863275,0.5726074326129581,8,68,acceptable,,retained_for_inference,153,153,,900,8,12.137254901960784,3.697543322989872
main__chest__all_available,chest,H05-F2-complementary-chest,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,-0.01042630959061688,-0.02714504616617353,0.00629242698493976,-0.04155241485267376,-0.1081823064708256,0.02507747676547807,difference,-0.01042630959061688,-0.02714504616617353,0.00629242698493976,-0.04155241485267376,-0.1081823064708256,0.02507747676547807,wald_normal,0.2088764442304859,0.6645697178158566,19,68,acceptable,,retained_for_inference,153,153,,900,8,15.516339869281044,3.985342511800022
main__chest__all_available,chest,H05-F2-complementary-chest,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.012617957357694441,-0.03296828671244278,0.00773237199705388,-0.03927494945819287,-0.1026178610093982,0.02406796209301244,difference,-0.012617957357694441,-0.03296828671244278,0.00773237199705388,-0.03927494945819287,-0.1026178610093982,0.02406796209301244,wald_normal,0.2114978870059779,0.6645697178158566,20,68,acceptable,,retained_for_inference,153,153,,900,8,13.875816993464053,3.1126234100199235
main__chest__all_available,chest,H05-F2-complementary-chest,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,0.0055865998661748,-0.00986794445231555,0.02104114418466515,0.02329231161477379,-0.04114259884125025,0.08772722207079785,difference,0.0055865998661748,-0.00986794445231555,0.02104114418466515,0.02329231161477379,-0.04114259884125025,0.08772722207079785,wald_normal,0.4655924341574976,0.7609605482613212,39,68,acceptable,,retained_for_inference,153,153,,900,8,12.61437908496732,4.169318041874058
main__chest__all_available,chest,H05-F2-complementary-chest,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,0.01099599489860676,-0.00687768884390045,0.02886967864111397,0.04065816751697412,-0.02543055246236605,0.1067468874963143,difference,0.01099599489860676,-0.00687768884390045,0.02886967864111397,0.04065816751697412,-0.02543055246236605,0.1067468874963143,wald_normal,0.2150602042279517,0.6645697178158566,21,68,acceptable,,retained_for_inference,153,153,,900,8,12.137254901960784,3.697543322989872
main__chest__all_available,chest,H05-F2-complementary-chest,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,0.00438294197417644,-0.00824442209447353,0.01701030604282641,0.01751774122402308,-0.03295130386017558,0.06798678630822175,ratio,1.0101431938097958,0.9811955681088912,1.0399448439895662,1.041160638872589,0.926933751858674,1.1694638087823706,wald_normal,0.4811956408123061,0.7609605482613212,43,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,902,154,902,902,8,15.551948051948052,3.996799712894827
main__chest__all_available,chest,H05-F2-complementary-chest,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.0128931785367844,-0.02793790092133351,0.00215154384776471,-0.04110819789571875,-0.08907630935137853,0.00685991355994102,ratio,0.970748708583254,0.9376960770141828,1.004966404697673,0.909686609750832,0.8145611459048354,1.0159209435907002,wald_normal,0.08560896682509629,0.5726074326129581,10,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,902,154,902,902,8,13.935064935064934,3.188368002384869
