path,sha256,bytes,producer,r_version,written_utc,artifact_type,run_label,placement,coverage_sha256,coverage_settings_sha256,state_interval_manifest_sha256,reference_profiles_sha256,timing_exceedance_distributions_sha256,relevance_maps_sha256,profile_variant,state_support_status,mder_support_cutoff,mder_support_decision_id,mder_support_status,mder_support_candidates,mder_support_sensitivity_cutoffs,mder_support_rule,mder_failure_scope,mder_ratio_definition,mder_ratio_scaled_or_weighted,rolling_window_minutes,rolling_window_candidate_step_minutes,rolling_window_profile_bin_minutes,m10_wraps_midnight,l10_wraps_midnight,excluded_darkest_window,longest_bout_primary,longest_bout_missing_rule,longest_bout_possible_bound,longest_bout_exact_only_sensitivity,longest_bout_failure_scope,longest_bout_winner_selection_rule,longest_bout_day_boundary_contact_scope,rows,columns,status
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_chest_30_minute.csv,559408cafb714fd7bea9c9146142a8610e5e4a66b1efc68dc4be789c7c66be79,7779824,scripts/pipeline/build_metric_derivation.R,4.6.1,2026-07-31 07:05:24 UTC,complete_30_minute_arithmetic_medi_grid_csv,full,chest,07f2be7b58839b384eda76c6bf21ca736791fc81e22c07bd4615e35bbb0ff1ce,727a11c1491bbe11e0a58a11315a8714b5a0621657ddea073777be42ce6dd49e,216392d001ac92a3f7313200bae0354b21315a70d7017309d022fb4d1fc6903a,abe26753f456e42ee6239e9a4577b1765529bbfc9bf9b37e7e3da577a31f9152,19a6661cbc76552a5e839a0e351caddfacfa4cde6e91ddd0ca6b53beacd286b5,d22817448312dc92100d0c1287cb4fb423571a9852f558e5e478ea985dbf873d,pooled,author_approved,0.8,METRIC-003,author_approved,0.7|0.8|0.9,0.7|0.9,ordinary_and_both_fixed_signal_profile_supports_gte_cutoff,metric_specific_only_day_retained,ratio_of_observed_paired_integrals,FALSE,600,1,30,FALSE,TRUE,five_hour_window_not_produced,longest_observed_uninterrupted_above_250_lower_bound,missing_or_invalid_minutes_break_observed_runs,upper_bound_if_all_missing_or_invalid_minutes_qualified,TRUE,metric_specific_only_day_retained,earliest_onset_then_earliest_offset,selected_winner_with_any_winning_run_diagnostic,43296,27,
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_glasses_30_minute.csv,4e4a3bc56e8442fc7788c508dd665208ea663d87e25ef3f85180fa1cef3b06ee,7219230,scripts/pipeline/build_metric_derivation.R,4.6.1,2026-07-31 07:12:49 UTC,complete_30_minute_arithmetic_medi_grid_csv,full,glasses,00085dc32ae370f059da9bfb6dfbf560eda4c4376fdb0727d2ef3c0b4fec34ee,727a11c1491bbe11e0a58a11315a8714b5a0621657ddea073777be42ce6dd49e,216392d001ac92a3f7313200bae0354b21315a70d7017309d022fb4d1fc6903a,abe26753f456e42ee6239e9a4577b1765529bbfc9bf9b37e7e3da577a31f9152,19a6661cbc76552a5e839a0e351caddfacfa4cde6e91ddd0ca6b53beacd286b5,d22817448312dc92100d0c1287cb4fb423571a9852f558e5e478ea985dbf873d,pooled,author_approved,0.8,METRIC-003,author_approved,0.7|0.8|0.9,0.7|0.9,ordinary_and_both_fixed_signal_profile_supports_gte_cutoff,metric_specific_only_day_retained,ratio_of_observed_paired_integrals,FALSE,600,1,30,FALSE,TRUE,five_hour_window_not_produced,longest_observed_uninterrupted_above_250_lower_bound,missing_or_invalid_minutes_break_observed_runs,upper_bound_if_all_missing_or_invalid_minutes_qualified,TRUE,metric_specific_only_day_retained,earliest_onset_then_earliest_offset,selected_winner_with_any_winning_run_diagnostic,39168,27,
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_chest_30_minute.rds,3c762936558099a904b9b8dbe1489cd912ec623b5d14490e2053c5af1fd766e6,386488,scripts/pipeline/build_metric_derivation.R,4.6.1,2026-07-31 07:05:24 UTC,complete_30_minute_arithmetic_medi_grid_rds,full,chest,07f2be7b58839b384eda76c6bf21ca736791fc81e22c07bd4615e35bbb0ff1ce,727a11c1491bbe11e0a58a11315a8714b5a0621657ddea073777be42ce6dd49e,216392d001ac92a3f7313200bae0354b21315a70d7017309d022fb4d1fc6903a,abe26753f456e42ee6239e9a4577b1765529bbfc9bf9b37e7e3da577a31f9152,19a6661cbc76552a5e839a0e351caddfacfa4cde6e91ddd0ca6b53beacd286b5,d22817448312dc92100d0c1287cb4fb423571a9852f558e5e478ea985dbf873d,pooled,author_approved,0.8,METRIC-003,author_approved,0.7|0.8|0.9,0.7|0.9,ordinary_and_both_fixed_signal_profile_supports_gte_cutoff,metric_specific_only_day_retained,ratio_of_observed_paired_integrals,FALSE,600,1,30,FALSE,TRUE,five_hour_window_not_produced,longest_observed_uninterrupted_above_250_lower_bound,missing_or_invalid_minutes_break_observed_runs,upper_bound_if_all_missing_or_invalid_minutes_qualified,TRUE,metric_specific_only_day_retained,earliest_onset_then_earliest_offset,selected_winner_with_any_winning_run_diagnostic,,,
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_glasses_30_minute.rds,039031c1b8f362a911d750007504f01b943b91d7c7089ee8fb985b6a6871104a,351756,scripts/pipeline/build_metric_derivation.R,4.6.1,2026-07-31 07:12:49 UTC,complete_30_minute_arithmetic_medi_grid_rds,full,glasses,00085dc32ae370f059da9bfb6dfbf560eda4c4376fdb0727d2ef3c0b4fec34ee,727a11c1491bbe11e0a58a11315a8714b5a0621657ddea073777be42ce6dd49e,216392d001ac92a3f7313200bae0354b21315a70d7017309d022fb4d1fc6903a,abe26753f456e42ee6239e9a4577b1765529bbfc9bf9b37e7e3da577a31f9152,19a6661cbc76552a5e839a0e351caddfacfa4cde6e91ddd0ca6b53beacd286b5,d22817448312dc92100d0c1287cb4fb423571a9852f558e5e478ea985dbf873d,pooled,author_approved,0.8,METRIC-003,author_approved,0.7|0.8|0.9,0.7|0.9,ordinary_and_both_fixed_signal_profile_supports_gte_cutoff,metric_specific_only_day_retained,ratio_of_observed_paired_integrals,FALSE,600,1,30,FALSE,TRUE,five_hour_window_not_produced,longest_observed_uninterrupted_above_250_lower_bound,missing_or_invalid_minutes_break_observed_runs,upper_bound_if_all_missing_or_invalid_minutes_qualified,TRUE,metric_specific_only_day_retained,earliest_onset_then_earliest_offset,selected_winner_with_any_winning_run_diagnostic,,,
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_chest_one_hour.csv,0c334acd9d4fe855bd0f7e9216e6cf9179fd4f4fce41f9269403fa89f9d8b432,4228294,scripts/pipeline/build_metric_derivation.R,4.6.1,2026-07-31 07:05:24 UTC,complete_one_hour_geometric_medi_grid_csv,full,chest,07f2be7b58839b384eda76c6bf21ca736791fc81e22c07bd4615e35bbb0ff1ce,727a11c1491bbe11e0a58a11315a8714b5a0621657ddea073777be42ce6dd49e,216392d001ac92a3f7313200bae0354b21315a70d7017309d022fb4d1fc6903a,abe26753f456e42ee6239e9a4577b1765529bbfc9bf9b37e7e3da577a31f9152,19a6661cbc76552a5e839a0e351caddfacfa4cde6e91ddd0ca6b53beacd286b5,d22817448312dc92100d0c1287cb4fb423571a9852f558e5e478ea985dbf873d,pooled,author_approved,0.8,METRIC-003,author_approved,0.7|0.8|0.9,0.7|0.9,ordinary_and_both_fixed_signal_profile_supports_gte_cutoff,metric_specific_only_day_retained,ratio_of_observed_paired_integrals,FALSE,600,1,30,FALSE,TRUE,five_hour_window_not_produced,longest_observed_uninterrupted_above_250_lower_bound,missing_or_invalid_minutes_break_observed_runs,upper_bound_if_all_missing_or_invalid_minutes_qualified,TRUE,metric_specific_only_day_retained,earliest_onset_then_earliest_offset,selected_winner_with_any_winning_run_diagnostic,21648,28,
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_glasses_one_hour.csv,7d4e5b73f0e1f2317dc79ee0020f3513468cfd39ec546fb03aadab89ba677829,3915774,scripts/pipeline/build_metric_derivation.R,4.6.1,2026-07-31 07:12:49 UTC,complete_one_hour_geometric_medi_grid_csv,full,glasses,00085dc32ae370f059da9bfb6dfbf560eda4c4376fdb0727d2ef3c0b4fec34ee,727a11c1491bbe11e0a58a11315a8714b5a0621657ddea073777be42ce6dd49e,216392d001ac92a3f7313200bae0354b21315a70d7017309d022fb4d1fc6903a,abe26753f456e42ee6239e9a4577b1765529bbfc9bf9b37e7e3da577a31f9152,19a6661cbc76552a5e839a0e351caddfacfa4cde6e91ddd0ca6b53beacd286b5,d22817448312dc92100d0c1287cb4fb423571a9852f558e5e478ea985dbf873d,pooled,author_approved,0.8,METRIC-003,author_approved,0.7|0.8|0.9,0.7|0.9,ordinary_and_both_fixed_signal_profile_supports_gte_cutoff,metric_specific_only_day_retained,ratio_of_observed_paired_integrals,FALSE,600,1,30,FALSE,TRUE,five_hour_window_not_produced,longest_observed_uninterrupted_above_250_lower_bound,missing_or_invalid_minutes_break_observed_runs,upper_bound_if_all_missing_or_invalid_minutes_qualified,TRUE,metric_specific_only_day_retained,earliest_onset_then_earliest_offset,selected_winner_with_any_winning_run_diagnostic,19584,28,
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_chest_one_hour.rds,de79d67c401ccd40d5784b44e9616bc3fb8a2af06c4fbcebe28d0045bb62e9d5,224024,scripts/pipeline/build_metric_derivation.R,4.6.1,2026-07-31 07:05:24 UTC,complete_one_hour_geometric_medi_grid_rds,full,chest,07f2be7b58839b384eda76c6bf21ca736791fc81e22c07bd4615e35bbb0ff1ce,727a11c1491bbe11e0a58a11315a8714b5a0621657ddea073777be42ce6dd49e,216392d001ac92a3f7313200bae0354b21315a70d7017309d022fb4d1fc6903a,abe26753f456e42ee6239e9a4577b1765529bbfc9bf9b37e7e3da577a31f9152,19a6661cbc76552a5e839a0e351caddfacfa4cde6e91ddd0ca6b53beacd286b5,d22817448312dc92100d0c1287cb4fb423571a9852f558e5e478ea985dbf873d,pooled,author_approved,0.8,METRIC-003,author_approved,0.7|0.8|0.9,0.7|0.9,ordinary_and_both_fixed_signal_profile_supports_gte_cutoff,metric_specific_only_day_retained,ratio_of_observed_paired_integrals,FALSE,600,1,30,FALSE,TRUE,five_hour_window_not_produced,longest_observed_uninterrupted_above_250_lower_bound,missing_or_invalid_minutes_break_observed_runs,upper_bound_if_all_missing_or_invalid_minutes_qualified,TRUE,metric_specific_only_day_retained,earliest_onset_then_earliest_offset,selected_winner_with_any_winning_run_diagnostic,,,
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_glasses_one_hour.rds,d13d6f894f6b31c0bb1a0b8a9b0a1363d755201a6f67b667bbc0485680ab1a31,203804,scripts/pipeline/build_metric_derivation.R,4.6.1,2026-07-31 07:12:49 UTC,complete_one_hour_geometric_medi_grid_rds,full,glasses,00085dc32ae370f059da9bfb6dfbf560eda4c4376fdb0727d2ef3c0b4fec34ee,727a11c1491bbe11e0a58a11315a8714b5a0621657ddea073777be42ce6dd49e,216392d001ac92a3f7313200bae0354b21315a70d7017309d022fb4d1fc6903a,abe26753f456e42ee6239e9a4577b1765529bbfc9bf9b37e7e3da577a31f9152,19a6661cbc76552a5e839a0e351caddfacfa4cde6e91ddd0ca6b53beacd286b5,d22817448312dc92100d0c1287cb4fb423571a9852f558e5e478ea985dbf873d,pooled,author_approved,0.8,METRIC-003,author_approved,0.7|0.8|0.9,0.7|0.9,ordinary_and_both_fixed_signal_profile_supports_gte_cutoff,metric_specific_only_day_retained,ratio_of_observed_paired_integrals,FALSE,600,1,30,FALSE,TRUE,five_hour_window_not_produced,longest_observed_uninterrupted_above_250_lower_bound,missing_or_invalid_minutes_break_observed_runs,upper_bound_if_all_missing_or_invalid_minutes_qualified,TRUE,metric_specific_only_day_retained,earliest_onset_then_earliest_offset,selected_winner_with_any_winning_run_diagnostic,,,
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_chest_values_long.csv,dade5986cbb9f731c4b58b6f1ba109a6d03b13eef8659d1445f5bcac5da7b33c,3770125,scripts/pipeline/build_metric_derivation.R,4.6.1,2026-07-31 07:05:24 UTC,long_metric_values,full,chest,07f2be7b58839b384eda76c6bf21ca736791fc81e22c07bd4615e35bbb0ff1ce,727a11c1491bbe11e0a58a11315a8714b5a0621657ddea073777be42ce6dd49e,216392d001ac92a3f7313200bae0354b21315a70d7017309d022fb4d1fc6903a,abe26753f456e42ee6239e9a4577b1765529bbfc9bf9b37e7e3da577a31f9152,19a6661cbc76552a5e839a0e351caddfacfa4cde6e91ddd0ca6b53beacd286b5,d22817448312dc92100d0c1287cb4fb423571a9852f558e5e478ea985dbf873d,pooled,author_approved,0.8,METRIC-003,author_approved,0.7|0.8|0.9,0.7|0.9,ordinary_and_both_fixed_signal_profile_supports_gte_cutoff,metric_specific_only_day_retained,ratio_of_observed_paired_integrals,FALSE,600,1,30,FALSE,TRUE,five_hour_window_not_produced,longest_observed_uninterrupted_above_250_lower_bound,missing_or_invalid_minutes_break_observed_runs,upper_bound_if_all_missing_or_invalid_minutes_qualified,TRUE,metric_specific_only_day_retained,earliest_onset_then_earliest_offset,selected_winner_with_any_winning_run_diagnostic,20152,32,
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/metrics_glasses_values_long.csv,5cfce31f4002fa709d055f963529892afa606dc3cd909f103742b0f7e2759126,3450103,scripts/pipeline/build_metric_derivation.R,4.6.1,2026-07-31 07:12:49 UTC,long_metric_values,full,glasses,00085dc32ae370f059da9bfb6dfbf560eda4c4376fdb0727d2ef3c0b4fec34ee,727a11c1491bbe11e0a58a11315a8714b5a0621657ddea073777be42ce6dd49e,216392d001ac92a3f7313200bae0354b21315a70d7017309d022fb4d1fc6903a,abe26753f456e42ee6239e9a4577b1765529bbfc9bf9b37e7e3da577a31f9152,19a6661cbc76552a5e839a0e351caddfacfa4cde6e91ddd0ca6b53beacd286b5,d22817448312dc92100d0c1287cb4fb423571a9852f558e5e478ea985dbf873d,pooled,author_approved,0.8,METRIC-003,author_approved,0.7|0.8|0.9,0.7|0.9,ordinary_and_both_fixed_signal_profile_supports_gte_cutoff,metric_specific_only_day_retained,ratio_of_observed_paired_integrals,FALSE,600,1,30,FALSE,TRUE,five_hour_window_not_produced,longest_observed_uninterrupted_above_250_lower_bound,missing_or_invalid_minutes_break_observed_runs,upper_bound_if_all_missing_or_invalid_minutes_qualified,TRUE,metric_specific_only_day_retained,earliest_onset_then_earliest_offset,selected_winner_with_any_winning_run_diagnostic,18234,32,
