run_order,run_id,data_scenario_id,reader_scenario,placement,placement_label,sample_scenario,inferential_run,metric_order,metric_id,manuscript_name,participants,participant_days,sites,metric_support_valid_hours,metric_support_expected_hours,metric_support_missing_rows,site_levels,site_contrasts,score_center,score_participant_sd,row_key_hash,model_frame_hash,analytical_role,response_family,response_transform,effect_scale,estimate_model_per_point,std_error_model_per_point,conf_low_model_per_point,conf_high_model_per_point,estimate_practical_per_point,conf_low_practical_per_point,conf_high_practical_per_point,estimate_model_per_sd,std_error_model_per_sd,conf_low_model_per_sd,conf_high_model_per_sd,estimate_practical_per_sd,conf_low_practical_per_sd,conf_high_practical_per_sd,effect_type,interval_method,effect_status,average_lrt_statistic,average_lrt_df,average_p_raw,average_p_adjusted,average_adjusted_significant,average_comparison_status,interaction_lrt_statistic,interaction_lrt_df,interaction_p_raw,interaction_p_adjusted,interaction_adjusted_significant,interaction_comparison_status,diagnostic_status,diagnostic_issues,average_effect_status,interaction_effect_status
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,TRUE,1,daily_geometric_mean_medi,Mean melEDI,141,816,9,18851,19586,0,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,013a3ecb44680383ebda59fbc003a112490eac25bf39423b6400099f1acbe8e6,primary_near_eye,gaussian,log10_offset_0.1,ratio,-0.006979104685627461,0.004795252930896169,-0.016377627726944087,0.0024194183556891635,0.9840584508619793,0.9629913192887796,1.005586463051476,-0.038663125876821074,0.0265649357660789,-0.09072944322995566,0.013403191476313504,0.9148225771226934,0.8114664277632386,1.031343157252081,ratio,wald_normal,PASS,2.1002714814100045,1,0.14727298765293728,0.22090948147940592,FALSE,PASS,6.6560613001813635,8,0.5741540030886528,0.8127974320298277,FALSE,PASS,PASS,,ESTIMABLE,ESTIMABLE
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,TRUE,2,m10_mean_medi,Brightest 10 h mean,141,816,9,,,816,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,5e4410c0c01642ebf86765e7e6e02589bf590430ec0a6f54b484f0c9924eddfd,primary_near_eye,gaussian,log10_offset_0.1,ratio,-0.012609982638297703,0.006937958094653157,-0.026208130630066023,9.881653534706148e-4,0.971381923409524,0.9414383149228425,1.002277925350977,-0.06985729087185912,0.038435180331095456,-0.14518886006010845,0.005474278316390219,0.8514177680431396,0.7158320512402105,1.0126847694003351,ratio,wald_normal,PASS,3.2567840379067547,1,0.07112849616555236,0.16003911637249282,FALSE,PASS,9.742988632393462,8,0.28353015300938633,0.8127974320298277,FALSE,PASS,PASS,,ESTIMABLE,ESTIMABLE
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,TRUE,3,l10_mean_medi,Darkest 10 h mean,141,816,9,,,816,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,5e6776ee9f677607643e3d4273629f59fd1623a13f377d4dbe253760d21b133c,primary_near_eye,gaussian,log10_offset_0.1,ratio,0.0018744910562067596,0.0036943218013067883,-0.005366246621655681,0.0091152287340692,1.0043255032627334,0.9877197854012894,1.0212103993585,0.010384381224478142,0.02046595305090586,-0.029728149664584973,0.05049691211354126,1.0241990796144909,0.9338386621610056,1.1233029828254337,ratio,wald_normal,PASS,0.25722719621197143,1,0.6120315397417553,0.6885354822094747,FALSE,PASS,8.275517232637227,8,0.40703011294102914,0.8127974320298277,FALSE,PASS,REVIEW_WITH_LIMITATIONS,RESIDUAL_SPREAD_REVIEW,ESTIMABLE,ESTIMABLE
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",141,816,9,18851,19586,0,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,7d88561fbe13c025f6af472a5f14c5041b38fe4c24cff46359243259710e5ab9,primary_near_eye,tweedie_log,identity,ratio,-0.023975194826646076,0.012443829279692084,-0.048364652044607555,4.1426239131540227e-4,0.976309926994538,0.9527862882551911,1.0004143482098298,-0.13281875215496758,0.06893682778841304,-0.26793245182869707,0.002294947518761914,0.875623782650842,0.7649594509697758,1.002297582926474,ratio,wald_normal,PASS,3.665061163485916,1,0.0555646038967069,0.16003911637249282,FALSE,PASS,8.964682040299977,8,0.34528410452711034,0.8127974320298277,FALSE,PASS,PASS,,ESTIMABLE,ESTIMABLE
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,141,737,9,9174.283333333333,9586.383333333333,0,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,3097ca37533a81a8009274f251ec65fb2fbc09044f8f796d9f0f42e1443c7c80,ed54c6aa119f6743144bcf601e9681a60963c18474ddda2b19ec02a630a1bec9,primary_near_eye,tweedie_log,identity,ratio,-0.019020350941544643,0.010183488026214582,-0.0389796207099201,9.389188268308125e-4,0.9811593945221418,0.9617703091427693,1.0009393597490985,-0.1053697079782573,0.05641489806471307,-0.2159408763765933,0.005201460420078685,0.8999917269496365,0.8057829412723262,1.0052150115002776,ratio,wald_normal,PASS,3.448003903616609,1,0.06332820679186438,0.16003911637249282,FALSE,PASS,4.060612261300321,8,0.8516137954894298,0.8516137954894298,FALSE,PASS,PASS,,ESTIMABLE,ESTIMABLE
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,139,655,9,1925.5333333333333,1954.25,0,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,6d2f283781ab3130ba2caacbcbde035f8a0d2b1c8818f4b45ad57fb46943af14,e1bf1acedc85e68a7f6d7d790cb733422b1355c1fe06e04331e21072f34496d5,primary_near_eye,gaussian,identity,difference,0.011326253326393152,0.0115297875465271,-0.011271715014198389,0.033924221666984694,0.011326253326393152,-0.011271715014198389,0.033924221666984694,0.06274563540691916,0.06387318249608737,-0.062443501863366224,0.18793477267720454,0.06274563540691916,-0.062443501863366224,0.18793477267720454,difference,wald_normal,PASS,0.9572401223749694,1,0.3278832078638515,0.4215641243963805,FALSE,PASS,14.07789021122926,8,0.0797576913280484,0.7178192219524356,FALSE,PASS,PASS,,ESTIMABLE,ESTIMABLE
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,141,778,9,6282.516666666666,6286.533333333334,0,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,d596e734fdd69bd06887b1be05ef2592538649b4853eaac2d68646c80660f820,c6a11d14be3468c99d00396b923ad885f01139dd30b3339763dc391cc004239f,primary_near_eye,tweedie_log,identity,ratio,-3.941113551621408e-4,0.0032174865488124255,-0.0067002691115765674,0.0059120464012522855,0.9996059662965165,0.9933221276421642,1.0059295570384699,-0.00218331399520316,0.017824361869781775,-0.03711842130738444,0.03275179331697812,0.997819067701152,0.9635620223180508,1.0332940369243364,ratio,wald_normal,PASS,0.015004887341092399,1,0.902507450654676,0.902507450654676,FALSE,PASS,6.1344378193443845,8,0.6321757804676437,0.8127974320298277,FALSE,PASS,REVIEW_WITH_LIMITATIONS,ZERO_MASS_REVIEW,ESTIMABLE,ESTIMABLE
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,TRUE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,141,816,9,18851,19586,0,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,701a4f7290c04445a9d838339800f7ed36a58abc0d1600cb5939cd9a852aa056,primary_near_eye,gaussian,log10_offset_0.1,ratio,-0.006833500737131058,0.00404311373252044,-0.014757858038270427,0.0010908565640083126,0.9843884270038381,0.9665896532284539,1.0025149472503843,-0.037856503245056884,0.022398204671819976,-0.0817561777201808,0.006043171230067035,0.9165232717494862,0.8284071187882756,1.0140121790443883,ratio,wald_normal,PASS,2.823540523432598,1,0.09289129794450554,0.16720433630010997,FALSE,PASS,5.0887652131555114,8,0.7480480326179234,0.8415540366951638,FALSE,PASS,PASS,,ESTIMABLE,ESTIMABLE
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,TRUE,9,dose_time_sensitive_corrected_medi,melEDI dose,141,761,9,17678.816666666666,18265,0,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,b1ce4b966797511254650262b1a4d5dad4a0c83dca0f90c108e8de32f19e1a8b,21674572ecdd236b21ad720fe89bdbde5c2157376ce01210d492784b0534bfe6,primary_near_eye,gaussian,log10_offset_0.1,ratio,-0.013132617629322085,0.006663866329441216,-0.02619355563281599,-7.167962582817905e-5,0.9702136542889798,0.9414699102842221,0.9998349651818408,-0.07275260529338083,0.0369167557053676,-0.14510811690196485,-3.9709368479680374e-4,0.8457604931976402,0.7159651496703161,0.999086075884138,ratio,wald_normal,PASS,3.8069242547676367,1,0.05104109636931947,0.16003911637249282,FALSE,PASS,7.229755745941702,8,0.5120589625640536,0.8127974320298277,FALSE,PASS,PASS,,ESTIMABLE,ESTIMABLE
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,TRUE,1,daily_geometric_mean_medi,Mean melEDI,154,902,8,20891.75,21648,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,2e372026e28b6820637d72e6870ee38576bcb1f2bc840a503a7418f630e1c266,complementary_chest,gaussian,log10_offset_0.1,ratio,-0.005256024744554187,0.004297673698911302,-0.013679310411725373,0.0031672609226169983,0.9879704958054862,0.9689931112628786,1.0073195456570543,-0.029117538060272664,0.02380842624995989,-0.07578119603877205,0.017546119918226726,0.935152548914576,0.8398830253914134,1.041228675069219,ratio,wald_normal,PASS,1.4881666215693485,1,0.2225011368629159,0.28607289025232047,FALSE,PASS,15.21091980170354,7,0.03338878664802797,0.1001663599440839,FALSE,PASS,PASS,,ESTIMABLE,ESTIMABLE
