path,artifact_type,sha256,bytes,producer,r_version,main_input_manifest_sha256,manuscript_prepared_input_manifest_sha256,model_implementation_id
artifacts/07_models/H01/H01_fit_results.rds,rds,cf3885b87b5023d28602d2a4c1de30748559714779d67e195891f2d6b6dba64d,18328,scripts/hypotheses/H01/run_h01_models.R,4.6.1,9908f695a90c117e0787ab450e9a2531c9db6e9d7ee750797c6a1291c5f1b07b,b5b368619f073bd9b31bd44f7f76bbf5d41856b4a90889d7da1aa4a0ea4ec56e,new_h01_h11
artifacts/07_models/H01/main/chest/all_available/mder_mean_of_viable_ratios_model_frame.rds,rds,12cf24f427feab75783024ff9038085bc616b06ee5761ef642209dc0f3607b06,20140,scripts/hypotheses/H01/run_h01_models.R,4.6.1,9908f695a90c117e0787ab450e9a2531c9db6e9d7ee750797c6a1291c5f1b07b,b5b368619f073bd9b31bd44f7f76bbf5d41856b4a90889d7da1aa4a0ea4ec56e,new_h01_h11
artifacts/07_models/H01/main/chest/all_available/mder_mean_of_viable_ratios_models.rds,rds,d30ad1e7e85ce99f8f6c2c351aa3794e0492afac6eb5d569d439f3f7459c77f5,227012,scripts/hypotheses/H01/run_h01_models.R,4.6.1,9908f695a90c117e0787ab450e9a2531c9db6e9d7ee750797c6a1291c5f1b07b,b5b368619f073bd9b31bd44f7f76bbf5d41856b4a90889d7da1aa4a0ea4ec56e,new_h01_h11
artifacts/07_models/H01/main/chest/paired_common_sample/mder_mean_of_viable_ratios_model_frame.rds,rds,37ce1761efee329412f2e7f2f9d5aaea57f9eb2c6c4e06f10ad506756384fba6,15768,scripts/hypotheses/H01/run_h01_models.R,4.6.1,9908f695a90c117e0787ab450e9a2531c9db6e9d7ee750797c6a1291c5f1b07b,b5b368619f073bd9b31bd44f7f76bbf5d41856b4a90889d7da1aa4a0ea4ec56e,new_h01_h11
artifacts/07_models/H01/main/chest/paired_common_sample/mder_mean_of_viable_ratios_models.rds,rds,e2c66d98010979bc9bff7e892050b97e6df4e60cde49ed052b3fa0bb5697f676,197280,scripts/hypotheses/H01/run_h01_models.R,4.6.1,9908f695a90c117e0787ab450e9a2531c9db6e9d7ee750797c6a1291c5f1b07b,b5b368619f073bd9b31bd44f7f76bbf5d41856b4a90889d7da1aa4a0ea4ec56e,new_h01_h11
artifacts/07_models/H01/main/glasses/all_available/mder_mean_of_viable_ratios_model_frame.rds,rds,68d5eeeec97488ac7ed2a88882f1939e42b611b67b2e0f6b8f7f7fcef43955d7,19620,scripts/hypotheses/H01/run_h01_models.R,4.6.1,9908f695a90c117e0787ab450e9a2531c9db6e9d7ee750797c6a1291c5f1b07b,b5b368619f073bd9b31bd44f7f76bbf5d41856b4a90889d7da1aa4a0ea4ec56e,new_h01_h11
artifacts/07_models/H01/main/glasses/all_available/mder_mean_of_viable_ratios_models.rds,rds,5df6d48b81b19ef8d9601e21cf5398e9dd8d61233e72ecfcd54a014dc82c8769,228456,scripts/hypotheses/H01/run_h01_models.R,4.6.1,9908f695a90c117e0787ab450e9a2531c9db6e9d7ee750797c6a1291c5f1b07b,b5b368619f073bd9b31bd44f7f76bbf5d41856b4a90889d7da1aa4a0ea4ec56e,new_h01_h11
artifacts/07_models/H01/main/glasses/paired_common_sample/mder_mean_of_viable_ratios_model_frame.rds,rds,e9e711046f1a11294bafd96e0fe89325d6c184f454b86d2cb45ade4e5a399591,15672,scripts/hypotheses/H01/run_h01_models.R,4.6.1,9908f695a90c117e0787ab450e9a2531c9db6e9d7ee750797c6a1291c5f1b07b,b5b368619f073bd9b31bd44f7f76bbf5d41856b4a90889d7da1aa4a0ea4ec56e,new_h01_h11
artifacts/07_models/H01/main/glasses/paired_common_sample/mder_mean_of_viable_ratios_models.rds,rds,7d3d9b4b8f272709bd30a8c2f662f42465e8015a7ebfbd2fc912f0306e55f032,197220,scripts/hypotheses/H01/run_h01_models.R,4.6.1,9908f695a90c117e0787ab450e9a2531c9db6e9d7ee750797c6a1291c5f1b07b,b5b368619f073bd9b31bd44f7f76bbf5d41856b4a90889d7da1aa4a0ea4ec56e,new_h01_h11
artifacts/07_models/H01/manuscript_prepared_data/chest/all_available/mder_mean_of_viable_ratios_model_frame.rds,rds,b957c27d25f09039f29612896de086aa00d9b4b8406f46786c29c8d424399f18,16692,scripts/hypotheses/H01/run_h01_models.R,4.6.1,9908f695a90c117e0787ab450e9a2531c9db6e9d7ee750797c6a1291c5f1b07b,b5b368619f073bd9b31bd44f7f76bbf5d41856b4a90889d7da1aa4a0ea4ec56e,new_h01_h11
artifacts/07_models/H01/manuscript_prepared_data/chest/all_available/mder_mean_of_viable_ratios_models.rds,rds,1baa63df907c30600ec42b0ac86283dea5715ce2499e5548906d084566be0b60,235780,scripts/hypotheses/H01/run_h01_models.R,4.6.1,9908f695a90c117e0787ab450e9a2531c9db6e9d7ee750797c6a1291c5f1b07b,b5b368619f073bd9b31bd44f7f76bbf5d41856b4a90889d7da1aa4a0ea4ec56e,new_h01_h11
artifacts/07_models/H01/manuscript_prepared_data/chest/paired_common_sample/mder_mean_of_viable_ratios_model_frame.rds,rds,a1a9b6fe7b18750d62be0f66297c404fa4d17ebb6233c507baae52d49b04be94,12588,scripts/hypotheses/H01/run_h01_models.R,4.6.1,9908f695a90c117e0787ab450e9a2531c9db6e9d7ee750797c6a1291c5f1b07b,b5b368619f073bd9b31bd44f7f76bbf5d41856b4a90889d7da1aa4a0ea4ec56e,new_h01_h11
artifacts/07_models/H01/manuscript_prepared_data/chest/paired_common_sample/mder_mean_of_viable_ratios_models.rds,rds,af5b8546e94f5888df4c30f7fa47286c84416575ed8d86ed911b3b4f308e536a,197152,scripts/hypotheses/H01/run_h01_models.R,4.6.1,9908f695a90c117e0787ab450e9a2531c9db6e9d7ee750797c6a1291c5f1b07b,b5b368619f073bd9b31bd44f7f76bbf5d41856b4a90889d7da1aa4a0ea4ec56e,new_h01_h11
artifacts/07_models/H01/manuscript_prepared_data/glasses/all_available/mder_mean_of_viable_ratios_model_frame.rds,rds,403f7915b07ee712c7157ff79ad37b4e0c77851274d790694eb255561fc0be95,16240,scripts/hypotheses/H01/run_h01_models.R,4.6.1,9908f695a90c117e0787ab450e9a2531c9db6e9d7ee750797c6a1291c5f1b07b,b5b368619f073bd9b31bd44f7f76bbf5d41856b4a90889d7da1aa4a0ea4ec56e,new_h01_h11
artifacts/07_models/H01/manuscript_prepared_data/glasses/all_available/mder_mean_of_viable_ratios_models.rds,rds,0619a8e2d68afc1b2f53a3b8ca338ab2810f752fe4635331fbb491da4577af6c,232132,scripts/hypotheses/H01/run_h01_models.R,4.6.1,9908f695a90c117e0787ab450e9a2531c9db6e9d7ee750797c6a1291c5f1b07b,b5b368619f073bd9b31bd44f7f76bbf5d41856b4a90889d7da1aa4a0ea4ec56e,new_h01_h11
artifacts/07_models/H01/manuscript_prepared_data/glasses/paired_common_sample/mder_mean_of_viable_ratios_model_frame.rds,rds,7dc408702e4285d929b54fa8d07a0327f9b2af88057a082c90893b709d835552,12568,scripts/hypotheses/H01/run_h01_models.R,4.6.1,9908f695a90c117e0787ab450e9a2531c9db6e9d7ee750797c6a1291c5f1b07b,b5b368619f073bd9b31bd44f7f76bbf5d41856b4a90889d7da1aa4a0ea4ec56e,new_h01_h11
artifacts/07_models/H01/manuscript_prepared_data/glasses/paired_common_sample/mder_mean_of_viable_ratios_models.rds,rds,e32b1c528332f108b240a5602f6cbc5a8243e13f98aa6c0ec0582a625932cfa6,195796,scripts/hypotheses/H01/run_h01_models.R,4.6.1,9908f695a90c117e0787ab450e9a2531c9db6e9d7ee750797c6a1291c5f1b07b,b5b368619f073bd9b31bd44f7f76bbf5d41856b4a90889d7da1aa4a0ea4ec56e,new_h01_h11
artifacts/08_diagnostics/H01/H01_l10_noon_conversion_diagnostics.csv,csv,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,scripts/hypotheses/H01/run_h01_models.R,4.6.1,9908f695a90c117e0787ab450e9a2531c9db6e9d7ee750797c6a1291c5f1b07b,b5b368619f073bd9b31bd44f7f76bbf5d41856b4a90889d7da1aa4a0ea4ec56e,new_h01_h11
artifacts/08_diagnostics/H01/H01_latitude_leave_one_site_out.csv,csv,7adc5eba98844025cd93611ae78e06243fbc5496b7b974232e4500a4a749a70a,30187,scripts/hypotheses/H01/run_h01_models.R,4.6.1,9908f695a90c117e0787ab450e9a2531c9db6e9d7ee750797c6a1291c5f1b07b,b5b368619f073bd9b31bd44f7f76bbf5d41856b4a90889d7da1aa4a0ea4ec56e,new_h01_h11
artifacts/08_diagnostics/H01/H01_model_diagnostics.csv,csv,0c5f14e616b80d0fbc91e201558905d22e0aa1ea691b466cd38b90188a7d6817,4200,scripts/hypotheses/H01/run_h01_models.R,4.6.1,9908f695a90c117e0787ab450e9a2531c9db6e9d7ee750797c6a1291c5f1b07b,b5b368619f073bd9b31bd44f7f76bbf5d41856b4a90889d7da1aa4a0ea4ec56e,new_h01_h11
