"id","pass","detail"
"SCREENSHOT_HASH_table2_desktop",TRUE,""
"PAGE_MATCH_table2_desktop",TRUE,""
"DOCUMENT_CONTAINED_table2_desktop",TRUE,""
"NO_CELL_OVERFLOW_table2_desktop",TRUE,""
"STABLE_GEOMETRY_table2_desktop",TRUE,""
"BODY_FONT_RETAINED_table2_desktop",TRUE,""
"SCREENSHOT_HASH_table2_narrow_left",TRUE,""
"PAGE_MATCH_table2_narrow_left",TRUE,""
"DOCUMENT_CONTAINED_table2_narrow_left",TRUE,""
"NO_CELL_OVERFLOW_table2_narrow_left",TRUE,""
"STABLE_GEOMETRY_table2_narrow_left",TRUE,""
"BODY_FONT_RETAINED_table2_narrow_left",TRUE,""
"LEFT_EDGE_REACHED_table2_narrow_left",TRUE,""
"SCREENSHOT_HASH_table2_narrow_right",TRUE,""
"PAGE_MATCH_table2_narrow_right",TRUE,""
"DOCUMENT_CONTAINED_table2_narrow_right",TRUE,""
"NO_CELL_OVERFLOW_table2_narrow_right",TRUE,""
"STABLE_GEOMETRY_table2_narrow_right",TRUE,""
"BODY_FONT_RETAINED_table2_narrow_right",TRUE,""
"RIGHT_EDGE_REACHED_table2_narrow_right",TRUE,""
"SCREENSHOT_HASH_table2_physical_width_proof",TRUE,""
"PAGE_MATCH_table2_physical_width_proof",TRUE,""
"DOCUMENT_CONTAINED_table2_physical_width_proof",TRUE,""
"NO_CELL_OVERFLOW_table2_physical_width_proof",TRUE,""
"STABLE_GEOMETRY_table2_physical_width_proof",TRUE,""
"BODY_FONT_RETAINED_table2_physical_width_proof",TRUE,""
"SCREENSHOT_HASH_s2_01_desktop_left",TRUE,""
"PAGE_MATCH_s2_01_desktop_left",TRUE,""
"DOCUMENT_CONTAINED_s2_01_desktop_left",TRUE,""
"NO_CELL_OVERFLOW_s2_01_desktop_left",TRUE,""
"STABLE_GEOMETRY_s2_01_desktop_left",TRUE,""
"BODY_FONT_RETAINED_s2_01_desktop_left",TRUE,""
"LEFT_EDGE_REACHED_s2_01_desktop_left",TRUE,""
"COMPLETE_MEAN_SD_s2_01_desktop_left",TRUE,""
"COMPLETE_IMAGES_s2_01_desktop_left",TRUE,""
"IMAGE_ASPECT_RATIO_s2_01_desktop_left",TRUE,""
"SCREENSHOT_HASH_s2_01_desktop_right",TRUE,""
"PAGE_MATCH_s2_01_desktop_right",TRUE,""
"DOCUMENT_CONTAINED_s2_01_desktop_right",TRUE,""
"NO_CELL_OVERFLOW_s2_01_desktop_right",TRUE,""
"STABLE_GEOMETRY_s2_01_desktop_right",TRUE,""
"BODY_FONT_RETAINED_s2_01_desktop_right",TRUE,""
"RIGHT_EDGE_REACHED_s2_01_desktop_right",TRUE,""
"COMPLETE_MEAN_SD_s2_01_desktop_right",TRUE,""
"COMPLETE_IMAGES_s2_01_desktop_right",TRUE,""
"IMAGE_ASPECT_RATIO_s2_01_desktop_right",TRUE,""
"SCREENSHOT_HASH_s2_01_narrow_left",TRUE,""
"PAGE_MATCH_s2_01_narrow_left",TRUE,""
"DOCUMENT_CONTAINED_s2_01_narrow_left",TRUE,""
"NO_CELL_OVERFLOW_s2_01_narrow_left",TRUE,""
"STABLE_GEOMETRY_s2_01_narrow_left",TRUE,""
"BODY_FONT_RETAINED_s2_01_narrow_left",TRUE,""
"LEFT_EDGE_REACHED_s2_01_narrow_left",TRUE,""
"COMPLETE_MEAN_SD_s2_01_narrow_left",TRUE,""
"COMPLETE_IMAGES_s2_01_narrow_left",TRUE,""
"IMAGE_ASPECT_RATIO_s2_01_narrow_left",TRUE,""
"SCREENSHOT_HASH_s2_01_narrow_right",TRUE,""
"PAGE_MATCH_s2_01_narrow_right",TRUE,""
"DOCUMENT_CONTAINED_s2_01_narrow_right",TRUE,""
"NO_CELL_OVERFLOW_s2_01_narrow_right",TRUE,""
"STABLE_GEOMETRY_s2_01_narrow_right",TRUE,""
"BODY_FONT_RETAINED_s2_01_narrow_right",TRUE,""
"RIGHT_EDGE_REACHED_s2_01_narrow_right",TRUE,""
"COMPLETE_MEAN_SD_s2_01_narrow_right",TRUE,""
"COMPLETE_IMAGES_s2_01_narrow_right",TRUE,""
"IMAGE_ASPECT_RATIO_s2_01_narrow_right",TRUE,""
"SCREENSHOT_HASH_s2_01_physical_width_proof_final",TRUE,""
"PAGE_MATCH_s2_01_physical_width_proof_final",TRUE,""
"DOCUMENT_CONTAINED_s2_01_physical_width_proof_final",TRUE,""
"NO_CELL_OVERFLOW_s2_01_physical_width_proof_final",TRUE,""
"STABLE_GEOMETRY_s2_01_physical_width_proof_final",TRUE,""
"BODY_FONT_RETAINED_s2_01_physical_width_proof_final",TRUE,""
"COMPLETE_MEAN_SD_s2_01_physical_width_proof_final",TRUE,""
"COMPLETE_IMAGES_s2_01_physical_width_proof_final",TRUE,""
"IMAGE_ASPECT_RATIO_s2_01_physical_width_proof_final",TRUE,""
"SCREENSHOT_HASH_s2_02_desktop_left",TRUE,""
"PAGE_MATCH_s2_02_desktop_left",TRUE,""
"DOCUMENT_CONTAINED_s2_02_desktop_left",TRUE,""
"NO_CELL_OVERFLOW_s2_02_desktop_left",TRUE,""
"STABLE_GEOMETRY_s2_02_desktop_left",TRUE,""
"BODY_FONT_RETAINED_s2_02_desktop_left",TRUE,""
"LEFT_EDGE_REACHED_s2_02_desktop_left",TRUE,""
"COMPLETE_MEAN_SD_s2_02_desktop_left",TRUE,""
"COMPLETE_IMAGES_s2_02_desktop_left",TRUE,""
"IMAGE_ASPECT_RATIO_s2_02_desktop_left",TRUE,""
"SCREENSHOT_HASH_s2_02_desktop_right",TRUE,""
"PAGE_MATCH_s2_02_desktop_right",TRUE,""
"DOCUMENT_CONTAINED_s2_02_desktop_right",TRUE,""
"NO_CELL_OVERFLOW_s2_02_desktop_right",TRUE,""
"STABLE_GEOMETRY_s2_02_desktop_right",TRUE,""
"BODY_FONT_RETAINED_s2_02_desktop_right",TRUE,""
"RIGHT_EDGE_REACHED_s2_02_desktop_right",TRUE,""
"COMPLETE_MEAN_SD_s2_02_desktop_right",TRUE,""
"COMPLETE_IMAGES_s2_02_desktop_right",TRUE,""
"IMAGE_ASPECT_RATIO_s2_02_desktop_right",TRUE,""
"SCREENSHOT_HASH_s2_02_narrow_left",TRUE,""
"PAGE_MATCH_s2_02_narrow_left",TRUE,""
"DOCUMENT_CONTAINED_s2_02_narrow_left",TRUE,""
"NO_CELL_OVERFLOW_s2_02_narrow_left",TRUE,""
"STABLE_GEOMETRY_s2_02_narrow_left",TRUE,""
"BODY_FONT_RETAINED_s2_02_narrow_left",TRUE,""
"LEFT_EDGE_REACHED_s2_02_narrow_left",TRUE,""
"COMPLETE_MEAN_SD_s2_02_narrow_left",TRUE,""
"COMPLETE_IMAGES_s2_02_narrow_left",TRUE,""
"IMAGE_ASPECT_RATIO_s2_02_narrow_left",TRUE,""
"SCREENSHOT_HASH_s2_02_narrow_right_final",TRUE,""
"PAGE_MATCH_s2_02_narrow_right_final",TRUE,""
"DOCUMENT_CONTAINED_s2_02_narrow_right_final",TRUE,""
"NO_CELL_OVERFLOW_s2_02_narrow_right_final",TRUE,""
"STABLE_GEOMETRY_s2_02_narrow_right_final",TRUE,""
"BODY_FONT_RETAINED_s2_02_narrow_right_final",TRUE,""
"RIGHT_EDGE_REACHED_s2_02_narrow_right_final",TRUE,""
"COMPLETE_MEAN_SD_s2_02_narrow_right_final",TRUE,""
"COMPLETE_IMAGES_s2_02_narrow_right_final",TRUE,""
"IMAGE_ASPECT_RATIO_s2_02_narrow_right_final",TRUE,""
"SCREENSHOT_HASH_s2_02_physical_width_proof",TRUE,""
"PAGE_MATCH_s2_02_physical_width_proof",TRUE,""
"DOCUMENT_CONTAINED_s2_02_physical_width_proof",TRUE,""
"NO_CELL_OVERFLOW_s2_02_physical_width_proof",TRUE,""
"STABLE_GEOMETRY_s2_02_physical_width_proof",TRUE,""
"BODY_FONT_RETAINED_s2_02_physical_width_proof",TRUE,""
"COMPLETE_MEAN_SD_s2_02_physical_width_proof",TRUE,""
"COMPLETE_IMAGES_s2_02_physical_width_proof",TRUE,""
"IMAGE_ASPECT_RATIO_s2_02_physical_width_proof",TRUE,""
"SCREENSHOT_HASH_s2_03_desktop_left",TRUE,""
"PAGE_MATCH_s2_03_desktop_left",TRUE,""
"DOCUMENT_CONTAINED_s2_03_desktop_left",TRUE,""
"NO_CELL_OVERFLOW_s2_03_desktop_left",TRUE,""
"STABLE_GEOMETRY_s2_03_desktop_left",TRUE,""
"BODY_FONT_RETAINED_s2_03_desktop_left",TRUE,""
"LEFT_EDGE_REACHED_s2_03_desktop_left",TRUE,""
"COMPLETE_MEAN_SD_s2_03_desktop_left",TRUE,""
"COMPLETE_IMAGES_s2_03_desktop_left",TRUE,""
"IMAGE_ASPECT_RATIO_s2_03_desktop_left",TRUE,""
"SCREENSHOT_HASH_s2_03_desktop_right",TRUE,""
"PAGE_MATCH_s2_03_desktop_right",TRUE,""
"DOCUMENT_CONTAINED_s2_03_desktop_right",TRUE,""
"NO_CELL_OVERFLOW_s2_03_desktop_right",TRUE,""
"STABLE_GEOMETRY_s2_03_desktop_right",TRUE,""
"BODY_FONT_RETAINED_s2_03_desktop_right",TRUE,""
"RIGHT_EDGE_REACHED_s2_03_desktop_right",TRUE,""
"COMPLETE_MEAN_SD_s2_03_desktop_right",TRUE,""
"COMPLETE_IMAGES_s2_03_desktop_right",TRUE,""
"IMAGE_ASPECT_RATIO_s2_03_desktop_right",TRUE,""
"SCREENSHOT_HASH_s2_03_narrow_left",TRUE,""
"PAGE_MATCH_s2_03_narrow_left",TRUE,""
