path,role,sha256,bytes,producer,r_version,recorded_utc,live_exists,live_sha256,live_bytes,exact
_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,preparation_website_render,f9a4f51db555454a2e7cd0ea70895978b71016e6bd2c7310ae5033ad3c7ed378,851041,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,f9a4f51db555454a2e7cd0ea70895978b71016e6bd2c7310ae5033ad3c7ed378,851041,TRUE
_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.qmd,preparation_website_source,f952d5ec72066ee86fded4888aaa815bdf763c11f466806ebc7391c79e22918b,59613,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,f952d5ec72066ee86fded4888aaa815bdf763c11f466806ebc7391c79e22918b,59613,TRUE
_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation_files/figure-html/fig-h06-prep-clock-support-1.png,preparation_website_page_asset,d138e26e6075273c91265ecd058926bfba97ad31c99d12febfc5896d4528922e,215489,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,d138e26e6075273c91265ecd058926bfba97ad31c99d12febfc5896d4528922e,215489,TRUE
_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation_files/figure-html/fig-h06-prep-response-distribution-1.png,preparation_website_page_asset,ab51417026d3b3edd9c0af7a455961b9e018cd0d4396bc6ba2f615ac98e7f7a1,105561,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,ab51417026d3b3edd9c0af7a455961b9e018cd0d4396bc6ba2f615ac98e7f7a1,105561,TRUE
_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation_files/figure-html/fig-h06-prep-site-day-activity-support-1.png,preparation_website_page_asset,e184e5b7b172c83ac7a780141216c0f1dff28a39aa3587ae48254c8dc4b7d0dc,256511,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,e184e5b7b172c83ac7a780141216c0f1dff28a39aa3587ae48254c8dc4b7d0dc,256511,TRUE
_build/nathealth/notebooks/hypotheses/H06.html,result_report_render,8b5f1b0ada997290ec5324de35e0c874fd25e2e9ef052281acaab07d0a3dccaa,4874263,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,8b5f1b0ada997290ec5324de35e0c874fd25e2e9ef052281acaab07d0a3dccaa,4874263,TRUE
_quarto-nathealth.yml,shared_quarto_profile,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480,TRUE
artifacts/06_model_data/H06/H06_KNUST_S005_exploratory_adapter.csv,stored_model_data_or_contract,58d60b80f31e1aa1317d7499e7e9545ebd169cd9dffdbec4bf6281bee2cce38c,397,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,58d60b80f31e1aa1317d7499e7e9545ebd169cd9dffdbec4bf6281bee2cce38c,397,TRUE
artifacts/06_model_data/H06/H06_TUM_S001_assertion.csv,stored_model_data_or_contract,80b346a7f5c9e6a4efe4d1724486148bf457c06042bd84f1280f0c1ad56ab1a3,173,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,80b346a7f5c9e6a4efe4d1724486148bf457c06042bd84f1280f0c1ad56ab1a3,173,TRUE
artifacts/06_model_data/H06/H06_TUM_identity_summary.csv,stored_model_data_or_contract,63aec691d5f61d654fe5a78442db4ae21cd020ef0e91b5058bb15750a5b7403c,134,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,63aec691d5f61d654fe5a78442db4ae21cd020ef0e91b5058bb15750a5b7403c,134,TRUE
artifacts/06_model_data/H06/H06_candidate_flow.csv,stored_model_data_or_contract,c2042afcbc09a9794ec8bf8e778f5561013721f45b53f21b3096e20c2381b4cc,1136,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,c2042afcbc09a9794ec8bf8e778f5561013721f45b53f21b3096e20c2381b4cc,1136,TRUE
artifacts/06_model_data/H06/H06_candidate_missingness.csv,stored_model_data_or_contract,6f6fdcbc96a3dbb459bae3dc9da6edef38cb83e8720106e95fb7c2e20c6f184c,336,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,6f6fdcbc96a3dbb459bae3dc9da6edef38cb83e8720106e95fb7c2e20c6f184c,336,TRUE
artifacts/06_model_data/H06/H06_category_cells.csv,stored_model_data_or_contract,2285e77afc2b24709de5936e29517b0f85a1945c81a6d7af4763eb9a56bfb36c,17784,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,2285e77afc2b24709de5936e29517b0f85a1945c81a6d7af4763eb9a56bfb36c,17784,TRUE
artifacts/06_model_data/H06/H06_clock_composition.csv,stored_model_data_or_contract,3477f0c40b4eaafec2bc3aa97d43167aeacae8c95f1d58e751c44e86a80b42c0,475205,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,3477f0c40b4eaafec2bc3aa97d43167aeacae8c95f1d58e751c44e86a80b42c0,475205,TRUE
artifacts/06_model_data/H06/H06_current_pin_V0_method_frames.rds,stored_model_data_or_contract,c4d06f6c429f028ec6d54f0a88f1300292004c97df81412adc228b91e06a1cdb,510012,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,c4d06f6c429f028ec6d54f0a88f1300292004c97df81412adc228b91e06a1cdb,510012,TRUE
artifacts/06_model_data/H06/H06_design_diagnostics.csv,stored_model_data_or_contract,e8c26586f63eebe1ec710bdb0af41bb697404a0060a83178829bb7707b1501a6,823,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,e8c26586f63eebe1ec710bdb0af41bb697404a0060a83178829bb7707b1501a6,823,TRUE
artifacts/06_model_data/H06/H06_exact_samples.csv,stored_model_data_or_contract,98dcf8c8228eae31c1d077152918469176bc8206cbc233f8821cd0e590e45f32,1392,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,98dcf8c8228eae31c1d077152918469176bc8206cbc233f8821cd0e590e45f32,1392,TRUE
artifacts/06_model_data/H06/H06_exploratory_predictor_samples.csv,stored_model_data_or_contract,09b6a8bd4abfdda9972b5506300eef7ca82613167d4822716470d06df22addb6,1002,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,09b6a8bd4abfdda9972b5506300eef7ca82613167d4822716470d06df22addb6,1002,TRUE
artifacts/06_model_data/H06/H06_exploratory_two_part_formula_registry.csv,stored_model_data_or_contract,0d55a1320de4539953922165cbe1abd9587cd8b60af3ad715b3ad4bec4d09567,1882,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,0d55a1320de4539953922165cbe1abd9587cd8b60af3ad715b3ad4bec4d09567,1882,TRUE
artifacts/06_model_data/H06/H06_exploratory_two_part_package_versions.csv,stored_model_data_or_contract,5d309cdd8c5365f364c03326a770228266c8f213936f6e899fdb49b524382002,126,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,5d309cdd8c5365f364c03326a770228266c8f213936f6e899fdb49b524382002,126,TRUE
artifacts/06_model_data/H06/H06_exploratory_two_part_support.csv,stored_model_data_or_contract,f354c3b5981bc8493a2bc8aa26be3048239e903aa0b0c7b13859de0e55360771,68719,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,f354c3b5981bc8493a2bc8aa26be3048239e903aa0b0c7b13859de0e55360771,68719,TRUE
artifacts/06_model_data/H06/H06_gap_exact_common_samples.csv,stored_model_data_or_contract,62c086f8a9e80bdad8b9792a273ecbf7b1f459aeed1f3bf82eed37aad25f7441,282,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,62c086f8a9e80bdad8b9792a273ecbf7b1f459aeed1f3bf82eed37aad25f7441,282,TRUE
artifacts/06_model_data/H06/H06_h03_robust_route_pilot_registry.csv,stored_model_data_or_contract,4bdaa4af4f4590e9134121cc5fd353cb2ce3d2167455a00e57008eb06726e13e,1954,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,4bdaa4af4f4590e9134121cc5fd353cb2ce3d2167455a00e57008eb06726e13e,1954,TRUE
artifacts/06_model_data/H06/H06_input_audit.csv,stored_model_data_or_contract,2a3f49aee32ccccd0f5e8416d783128f4ef91dfc1d85eb2204c282081dfb4711,3129,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,2a3f49aee32ccccd0f5e8416d783128f4ef91dfc1d85eb2204c282081dfb4711,3129,TRUE
artifacts/06_model_data/H06/H06_multiplicity_registry.csv,stored_model_data_or_contract,cb1719e0c3b2e030be530380d01406fb99be85679f897df424c0a3d676b61050,376,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,cb1719e0c3b2e030be530380d01406fb99be85679f897df424c0a3d676b61050,376,TRUE
artifacts/06_model_data/H06/H06_package_versions.csv,stored_model_data_or_contract,705bc5e127e24943548b42a89f90cbab72a2f766b55dc2278987252e7a36693f,207,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,705bc5e127e24943548b42a89f90cbab72a2f766b55dc2278987252e7a36693f,207,TRUE
artifacts/06_model_data/H06/H06_predictor_registry.csv,stored_model_data_or_contract,c1700f4d4559cf3b0119dc79643079e41ec4714ad830ae7698342412f707ae0a,538,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,c1700f4d4559cf3b0119dc79643079e41ec4714ad830ae7698342412f707ae0a,538,TRUE
artifacts/06_model_data/H06/H06_previous_night_linkage_audit.csv,stored_model_data_or_contract,3bb51cbbabad6e8e9d45063b5c60c209f12434e3080c1e8336534eba254ef79a,175,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,3bb51cbbabad6e8e9d45063b5c60c209f12434e3080c1e8336534eba254ef79a,175,TRUE
artifacts/06_model_data/H06/H06_run_registry.csv,stored_model_data_or_contract,4bec44c977c099e5ae8c8aca2c4400b155c14bed068a9afcbf319608d5dfc909,638,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,4bec44c977c099e5ae8c8aca2c4400b155c14bed068a9afcbf319608d5dfc909,638,TRUE
artifacts/06_model_data/H06/H06_true_time_sequences.csv,stored_model_data_or_contract,6e92d4a4767c51f0abb13004d1fa92db033df75aae0ca5ca303f61ea82b8679c,537,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,6e92d4a4767c51f0abb13004d1fa92db033df75aae0ca5ca303f61ea82b8679c,537,TRUE
artifacts/06_model_data/H06/H06_v0_scaffold_pilot_registry.csv,stored_model_data_or_contract,827050037531a957c849d09985c0b9b44457a624ff22ed703f0566b38044d6bb,3535,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,827050037531a957c849d09985c0b9b44457a624ff22ed703f0566b38044d6bb,3535,TRUE
artifacts/06_model_data/H06/H06_v0_scaffold_pilot_samples.csv,stored_model_data_or_contract,eaac19ff286d14c9f3fe17c4e240f1b95c509875d66b287dc6dfc6361b39d216,413,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,eaac19ff286d14c9f3fe17c4e240f1b95c509875d66b287dc6dfc6361b39d216,413,TRUE
artifacts/06_model_data/H06/gap_timing_unaware__chest__all_available__frame.rds,stored_model_data_or_contract,7322cc840f997b69cf8e37ab0913af56d44295bd37ac9b18ffa4b2bd53192de7,282996,scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,4.6.1,2026-08-21 02:20:46 UTC,TRUE,7322cc840f997b69cf8e37ab0913af56d44295bd37ac9b18ffa4b2bd53192de7,282996,TRUE
