placement,fitted_mean_decile,observations,fitted_mean_minimum_lx,fitted_mean_median_lx,fitted_mean_maximum_lx,observed_zero_fraction,working_expected_zero_fraction,observed_minus_working_fraction
Chest,1,1952,2.406158549671368,2.7577284379444906,3.020507033784772,0.8073770491803278,0.9901200516725913,-0.1827430024922635
Chest,2,1952,3.020507033784772,3.2673530133989326,5.167047098575459,0.7894467213114754,0.9889071114311255,-0.1994603901196501
Chest,3,1951,5.167047098575459,6.75245491069483,27.75628948913149,0.7601230138390569,0.9839471633235265,-0.2238241494844696
Chest,4,1951,27.75628948913149,52.29502828347705,63.37535926767353,0.15991799077396207,0.9638355070539418,-0.8039175162799798
Chest,5,1951,63.37535926767353,69.41427437261609,75.08704201230749,0.07790876473603281,0.957179550906043,-0.8792707861700102
Chest,6,1951,75.08704201230749,75.08704201230749,118.74391318577005,0.044079958995386984,0.9528973930341066,-0.9088174340387196
Chest,7,1951,118.74391318577005,143.93687635828277,164.96785602775432,0.03946694003075346,0.9406581460143255,-0.901191205983572
Chest,8,1951,164.96785602775432,195.45369808348545,235.11365982969303,0.032803690415171706,0.932247725048653,-0.8994440346334813
Chest,9,1951,235.11365982969303,309.09377084342907,403.93317710851034,0.028190671450538187,0.9179430571097662,-0.889752385659228
Chest,10,1951,403.93317710851034,1113.7840655257717,2301.7949550818516,0.03229113275243465,0.8524200712344528,-0.8201289384820182
Near-eye,1,1794,1.3204256557281537,2.1079720741690977,2.2383189632904226,0.7915273132664437,0.9743687118265736,-0.18284139856012993
Near-eye,2,1794,2.2383189632904226,2.765803114120104,3.95946104774888,0.798216276477146,0.9683014281757133,-0.1700851516985673
Near-eye,3,1794,3.95946104774888,4.246688455694659,30.676975805825382,0.729654403567447,0.9577983637163857,-0.22814396014893867
Near-eye,4,1794,30.676975805825382,42.76073546166811,62.664276610414724,0.20234113712374582,0.8931237124425387,-0.690782575318793
Near-eye,5,1794,62.664276610414724,72.4858417078515,78.20516345023391,0.0713489409141583,0.8689503596094341,-0.7976014186952758
Near-eye,6,1793,78.20516345023391,89.56791682204056,128.22339955232297,0.08421639709983268,0.8500504511827208,-0.7658340540828882
Near-eye,7,1793,128.22339955232297,137.52498738139093,157.50887525497902,0.022308979364194088,0.822921382406615,-0.800612403042421
Near-eye,8,1793,157.50887525497902,167.24846912819388,295.8531869985289,0.020078081427774678,0.802486032471372,-0.7824079510435973
Near-eye,9,1793,295.8531869985289,301.80881745410437,352.00194112143015,0.02063580591187953,0.7571440533584896,-0.73650824744661
Near-eye,10,1793,352.00194112143015,1041.6158362204444,1774.1535071365502,0.03402119353039598,0.627217409010711,-0.593196215480315
