run_id,placement,participant,observations,score_energy,score_share,leverage,leverage_share,score_rank,leverage_rank
main__near_eye,Near-eye,BAUA.BAUA_S012,130,8298.001989585882,0.3341299016682974,0.11045933560145028,0.007363955706763628,1,60
main__near_eye,Near-eye,KNUST.KNUST_S013,142,1128.5213213698016,0.04544138680770393,0.11841876837655856,0.007894584558437532,2,49
main__near_eye,Near-eye,TUM.TUM_S008,132,1053.6530873656932,0.04242671945798927,0.19707777452538708,0.013138518301692964,3,6
main__near_eye,Near-eye,RISE.RISE_S012,168,1051.0644704137856,0.042322485411205084,0.19802200185989297,0.013201466790660026,4,5
main__near_eye,Near-eye,MPI.MPI_S204,117,1023.5797491848381,0.041215777168288996,0.08283166890345647,0.005522111260230638,5,99
main__near_eye,Near-eye,MPI.MPI_S210,144,940.3598173013861,0.03786481778168515,0.0659155822462217,0.004394372149748278,6,120
main__near_eye,Near-eye,FUSPCEU.FUSPCEU_S014,113,719.5286654896394,0.028972762666157496,0.06171099310858418,0.0041140662072391,7,129
main__near_eye,Near-eye,TUM.TUM_S001,140,681.4737440852085,0.02744043149019307,0.13292004001061936,0.008861336000708289,8,34
main__near_eye,Near-eye,RISE.RISE_S008,142,580.2646179718512,0.023365113672888228,0.15960778358250438,0.01064051890550069,9,13
main__near_eye,Near-eye,MPI.MPI_S201,90,576.0998566928308,0.023197414113599442,0.06591082440774801,0.004394054960516698,10,121
main__near_eye,Near-eye,BAUA.BAUA_S009,140,383.6508134262831,0.0154482017148183,0.1361286355827196,0.009075242372181646,11,27
main__near_eye,Near-eye,BAUA.BAUA_S011,144,332.33679875632737,0.013381975809185136,0.08611297241410439,0.005740864827607174,12,91
main__near_eye,Near-eye,KNUST.KNUST_S004,65,249.79945900055338,0.010058501887249391,0.05076253447300001,0.003384168964866794,13,138
main__near_eye,Near-eye,BAUA.BAUA_S014,120,233.31670162749828,0.009394802106604224,0.11216001872471006,0.007477334581647617,14,56
main__near_eye,Near-eye,TUM.TUM_S004,144,226.7847693265641,0.009131785310494245,0.18702491423498332,0.012468327615666021,15,9
main__near_eye,Near-eye,THUAS.THUAS_S006,117,209.41555865839814,0.008432391328678646,0.09412848389899442,0.006275232259933196,16,77
main__near_eye,Near-eye,THUAS.THUAS_S014,77,186.34411324539425,0.007503389407870815,0.11058722679026499,0.007372481786017942,17,59
main__near_eye,Near-eye,THUAS.THUAS_S018,108,184.99887249142535,0.007449221529698705,0.11444894630825918,0.007629929753884231,18,54
main__near_eye,Near-eye,TUM.TUM_S007,140,183.29208037072468,0.007380495312933071,0.13003246046734934,0.008668830697823614,19,35
main__near_eye,Near-eye,THUAS.THUAS_S001,161,174.2367126673733,0.007015869090369093,0.14345753449154305,0.009563835632769895,20,19
main__near_eye,Near-eye,RISE.RISE_S016,134,168.80038883441577,0.006796968401983771,0.12240088455335792,0.008160058970224166,21,41
