placement,light_source,observations,observed_zeros,observed_zero_fraction,working_expected_zeros,working_expected_zero_fraction,observed_minus_working_fraction,observed_to_working_ratio,zero_brier_score,working_power,dispersion,scope,diagnostic_role
Chest,,19512,5409,0.2772140221402214,18497.76294775233,0.9480198312707856,-0.6708058091305642,0.29241373755718403,0.6333787685908004,1.539919,347.705854221572,overall,working compound-Poisson Tweedie zero-mass check; quasi-likelihood fit does not estimate a zero-mass likelihood
Chest,Darkness during sleep,5540,4440,0.8014440433212996,5476.1927460653005,0.9884824451381397,-0.18703840181684006,0.8107822726273084,0.19415590885818465,1.539919,347.705854221572,light_source,working compound-Poisson Tweedie zero-mass check; quasi-likelihood fit does not estimate a zero-mass likelihood
Chest,Daylight indoors,4979,171,0.034344245832496484,4612.503129120274,0.9263914699980332,-0.8920472241655367,0.03707314558128368,0.8288230920155879,1.539919,347.705854221572,light_source,working compound-Poisson Tweedie zero-mass check; quasi-likelihood fit does not estimate a zero-mass likelihood
Chest,Daylight outdoors (including shade),1686,59,0.03499406880189798,1423.018681706169,0.8440205704069765,-0.8090265016050786,0.041461156314027116,0.6883598660938162,1.539919,347.705854221572,light_source,working compound-Poisson Tweedie zero-mass check; quasi-likelihood fit does not estimate a zero-mass likelihood
Chest,Electric light source indoors,5468,265,0.048463789319678124,5211.635346907293,0.9531154621263869,-0.9046516728067088,0.050847763199178525,0.8643677369077839,1.539919,347.705854221572,light_source,working compound-Poisson Tweedie zero-mass check; quasi-likelihood fit does not estimate a zero-mass likelihood
Chest,Electric light source outdoors,219,13,0.0593607305936073,211.22479445525414,0.964496778334494,-0.9051360477408867,0.06154580494930446,0.8749503223047777,1.539919,347.705854221572,light_source,working compound-Poisson Tweedie zero-mass check; quasi-likelihood fit does not estimate a zero-mass likelihood
Chest,Emissive display light,861,84,0.0975609756097561,827.9019882361856,0.961558639066411,-0.863997663456655,0.10146128550670527,0.8344075473690353,1.539919,347.705854221572,light_source,working compound-Poisson Tweedie zero-mass check; quasi-likelihood fit does not estimate a zero-mass likelihood
Chest,Light entering from outside during sleep,759,377,0.49670619235836627,735.2862612653992,0.968756602457693,-0.47205041009932674,0.5127254783071872,0.4732227720794785,1.539919,347.705854221572,light_source,working compound-Poisson Tweedie zero-mass check; quasi-likelihood fit does not estimate a zero-mass likelihood
Near-eye,,17935,4977,0.2775020908837469,15285.25743680536,0.8522585690999358,-0.5747564782161889,0.32560786238478645,0.4886823048642092,1.539919,109.69436558928138,overall,working compound-Poisson Tweedie zero-mass check; quasi-likelihood fit does not estimate a zero-mass likelihood
Near-eye,Darkness during sleep,5225,4100,0.784688995215311,5059.9293982962245,0.9684075403438204,-0.18371854512850938,0.8102879857138633,0.20251792336784544,1.539919,109.69436558928138,light_source,working compound-Poisson Tweedie zero-mass check; quasi-likelihood fit does not estimate a zero-mass likelihood
Near-eye,Daylight indoors,4804,130,0.027060782681099085,3786.439706620832,0.7881847848919629,-0.7611240022108637,0.03433304372249247,0.605856384111416,1.539919,109.69436558928138,light_source,working compound-Poisson Tweedie zero-mass check; quasi-likelihood fit does not estimate a zero-mass likelihood
Near-eye,Daylight outdoors (including shade),1557,57,0.036608863198458574,948.7454599944416,0.609341978159557,-0.5727331149610985,0.06007933887803228,0.36718761556894275,1.539919,109.69436558928138,light_source,working compound-Poisson Tweedie zero-mass check; quasi-likelihood fit does not estimate a zero-mass likelihood
Near-eye,Electric light source indoors,4629,229,0.04947072801901058,3968.2819450794877,0.8572654882436357,-0.8077947602246252,0.057707593152228884,0.6992913957999844,1.539919,109.69436558928138,light_source,working compound-Poisson Tweedie zero-mass check; quasi-likelihood fit does not estimate a zero-mass likelihood
Near-eye,Electric light source outdoors,203,25,0.12315270935960591,177.2478450848082,0.8731420940138365,-0.7499893846542306,0.14104543831287825,0.6716449555981662,1.539919,109.69436558928138,light_source,working compound-Poisson Tweedie zero-mass check; quasi-likelihood fit does not estimate a zero-mass likelihood
Near-eye,Emissive display light,664,73,0.10993975903614457,582.4941765815939,0.8772502659361326,-0.767310506899988,0.12532314130315536,0.6847401313704397,1.539919,109.69436558928138,light_source,working compound-Poisson Tweedie zero-mass check; quasi-likelihood fit does not estimate a zero-mass likelihood
Near-eye,Light entering from outside during sleep,853,363,0.42555685814771393,762.1189051493045,0.8934570986509912,-0.4679002405032773,0.4763036286691904,0.46434297427432,1.539919,109.69436558928138,light_source,working compound-Poisson Tweedie zero-mass check; quasi-likelihood fit does not estimate a zero-mass likelihood
