data_scenario,placement,site,Id,local_date,abs_latitude_deg,photoperiod_hours,metric_order,metric_id,source_column,original_value,site_participant,response_value,row_key,run_id
primary,near_eye,RISE,RISE_S001,2025-03-04,57.715675,12.179657288326158,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,4799.065337867942,RISE.RISE_S001,3.6811657122343147,RISE__RISE_S001__2025-03-04,primary__near_eye
primary,near_eye,RISE,RISE_S001,2025-03-05,57.715675,12.261009983155462,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,848.1523172697399,RISE.RISE_S001,2.9285250547316397,RISE__RISE_S001__2025-03-05,primary__near_eye
primary,near_eye,RISE,RISE_S001,2025-03-06,57.715675,12.34262978831927,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,4267.4956985345,RISE.RISE_S001,3.6301832687157605,RISE__RISE_S001__2025-03-06,primary__near_eye
primary,near_eye,RISE,RISE_S001,2025-03-07,57.715675,12.424510966539383,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,16304.413221945724,RISE.RISE_S001,4.21230783729232,RISE__RISE_S001__2025-03-07,primary__near_eye
primary,near_eye,RISE,RISE_S001,2025-03-09,57.715675,12.58903662721316,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,21703.154777777785,RISE.RISE_S001,4.336524868688698,RISE__RISE_S001__2025-03-09,primary__near_eye
primary,near_eye,RISE,RISE_S002,2025-03-18,57.715675,13.341199753284455,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,4455.271812474807,RISE.RISE_S002,3.6488839528999693,RISE__RISE_S002__2025-03-18,primary__near_eye
primary,near_eye,RISE,RISE_S002,2025-03-19,57.715675,13.42590415040652,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,4485.287177515793,RISE.RISE_S002,3.651799937190841,RISE__RISE_S002__2025-03-19,primary__near_eye
primary,near_eye,RISE,RISE_S002,2025-03-20,57.715675,13.510826363431082,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,5796.878448055628,RISE.RISE_S002,3.7632016857584007,RISE__RISE_S002__2025-03-20,primary__near_eye
primary,near_eye,RISE,RISE_S002,2025-03-21,57.715675,13.595964657399389,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,7503.509388888891,RISE.RISE_S002,3.8752702181394674,RISE__RISE_S002__2025-03-21,primary__near_eye
primary,near_eye,RISE,RISE_S002,2025-03-22,57.715675,13.68131742046939,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,1186.5988888888887,RISE.RISE_S002,3.0743405357335356,RISE__RISE_S002__2025-03-22,primary__near_eye
primary,near_eye,RISE,RISE_S002,2025-03-23,57.715675,13.766883142524295,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,1036.7308562573417,RISE.RISE_S002,3.015707913394275,RISE__RISE_S002__2025-03-23,primary__near_eye
primary,near_eye,RISE,RISE_S003,2025-03-18,57.715675,13.341199753284455,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,3848.747581506799,RISE.RISE_S003,3.5853307129077354,RISE__RISE_S003__2025-03-18,primary__near_eye
primary,near_eye,RISE,RISE_S003,2025-03-19,57.715675,13.42590415040652,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,8407.664444444454,RISE.RISE_S003,3.924680535809079,RISE__RISE_S003__2025-03-19,primary__near_eye
primary,near_eye,RISE,RISE_S003,2025-03-20,57.715675,13.510826363431082,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,7309.718718880274,RISE.RISE_S003,3.863906606729927,RISE__RISE_S003__2025-03-20,primary__near_eye
primary,near_eye,RISE,RISE_S003,2025-03-21,57.715675,13.595964657399389,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,11668.22530555556,RISE.RISE_S003,4.067008528474919,RISE__RISE_S003__2025-03-21,primary__near_eye
primary,near_eye,RISE,RISE_S003,2025-03-23,57.715675,13.766883142524295,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,750.3990555555546,RISE.RISE_S003,2.875350150053947,RISE__RISE_S003__2025-03-23,primary__near_eye
primary,near_eye,RISE,RISE_S004,2025-03-25,57.715675,13.938647803200615,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,1947.452861111111,RISE.RISE_S004,3.2894892542661953,RISE__RISE_S004__2025-03-25,primary__near_eye
primary,near_eye,RISE,RISE_S004,2025-03-26,57.715675,14.024844036764568,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,22086.361856795294,RISE.RISE_S004,4.3441261495907195,RISE__RISE_S004__2025-03-26,primary__near_eye
primary,near_eye,RISE,RISE_S004,2025-03-27,57.715675,14.111247775289748,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,1930.612694444443,RISE.RISE_S004,3.2857176520804225,RISE__RISE_S004__2025-03-27,primary__near_eye
primary,near_eye,RISE,RISE_S004,2025-03-28,57.715675,14.19785769297017,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,3590.0981775027117,RISE.RISE_S004,3.5551184221216,RISE__RISE_S004__2025-03-28,primary__near_eye
primary,near_eye,RISE,RISE_S004,2025-03-29,57.715675,14.284672434462442,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,20229.482000000065,RISE.RISE_S004,4.305986909119351,RISE__RISE_S004__2025-03-29,primary__near_eye
primary,near_eye,RISE,RISE_S004,2025-03-30,57.715675,14.371690592434671,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,2323.4599444444457,RISE.RISE_S004,3.366153881121161,RISE__RISE_S004__2025-03-30,primary__near_eye
primary,near_eye,RISE,RISE_S005,2025-04-01,57.715675,14.54633112874296,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,14763.163241995575,RISE.RISE_S005,4.169182363676173,RISE__RISE_S005__2025-04-01,primary__near_eye
primary,near_eye,RISE,RISE_S005,2025-04-02,57.715675,14.633950222267044,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,14289.752367002302,RISE.RISE_S005,4.155027741980092,RISE__RISE_S005__2025-04-02,primary__near_eye
primary,near_eye,RISE,RISE_S005,2025-04-03,57.715675,14.721766114168696,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,28345.57830283294,RISE.RISE_S005,4.452486853976582,RISE__RISE_S005__2025-04-03,primary__near_eye
primary,near_eye,RISE,RISE_S005,2025-04-04,57.715675,14.809776781466272,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,12793.917171106246,RISE.RISE_S005,4.107006929257242,RISE__RISE_S005__2025-04-04,primary__near_eye
primary,near_eye,RISE,RISE_S005,2025-04-05,57.715675,14.897980003555615,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,17083.174638888893,RISE.RISE_S005,4.23257112286859,RISE__RISE_S005__2025-04-05,primary__near_eye
primary,near_eye,RISE,RISE_S005,2025-04-06,57.715675,14.986373335785336,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,3374.797821500395,RISE.RISE_S005,3.5282606286543627,RISE__RISE_S005__2025-04-06,primary__near_eye
primary,near_eye,RISE,RISE_S006,2025-04-15,57.715675,15.78991743306319,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,17004.64430270515,RISE.RISE_S006,4.2305701059094885,RISE__RISE_S006__2025-04-15,primary__near_eye
primary,near_eye,RISE,RISE_S006,2025-04-16,57.715675,15.880007472435633,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,9334.773777777771,RISE.RISE_S006,3.9701084499781647,RISE__RISE_S006__2025-04-16,primary__near_eye
primary,near_eye,RISE,RISE_S006,2025-04-17,57.715675,15.970237473911709,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,18048.665674252137,RISE.RISE_S006,4.25644750656351,RISE__RISE_S006__2025-04-17,primary__near_eye
primary,near_eye,RISE,RISE_S006,2025-04-18,57.715675,16.060599889622793,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,32504.450472222215,RISE.RISE_S006,4.51194416426003,RISE__RISE_S006__2025-04-18,primary__near_eye
primary,near_eye,RISE,RISE_S006,2025-04-20,57.715675,16.241688398917518,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,1904.6885277777787,RISE.RISE_S006,3.279846766721787,RISE__RISE_S006__2025-04-20,primary__near_eye
primary,near_eye,RISE,RISE_S007,2025-04-15,57.715675,15.78991743306319,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,16020.9573888889,RISE.RISE_S007,4.2046911761055945,RISE__RISE_S007__2025-04-15,primary__near_eye
primary,near_eye,RISE,RISE_S007,2025-04-16,57.715675,15.880007472435633,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,7755.408983757203,RISE.RISE_S007,3.889610305255156,RISE__RISE_S007__2025-04-16,primary__near_eye
primary,near_eye,RISE,RISE_S007,2025-04-17,57.715675,15.970237473911709,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,10748.664144774239,RISE.RISE_S007,4.031358533464723,RISE__RISE_S007__2025-04-17,primary__near_eye
