data_scenario,placement,site,Id,local_date,abs_latitude_deg,photoperiod_hours,metric_order,metric_id,source_column,original_value,site_participant,response_value,row_key,run_id
primary,near_eye,RISE,RISE_S001,2025-03-04,57.715675,12.179657288326158,4,duration_above_1000,duration_above_1000_h,1.1,RISE.RISE_S001,1.1,RISE__RISE_S001__2025-03-04,primary__near_eye
primary,near_eye,RISE,RISE_S001,2025-03-05,57.715675,12.261009983155462,4,duration_above_1000,duration_above_1000_h,0,RISE.RISE_S001,0,RISE__RISE_S001__2025-03-05,primary__near_eye
primary,near_eye,RISE,RISE_S001,2025-03-06,57.715675,12.34262978831927,4,duration_above_1000,duration_above_1000_h,0.7,RISE.RISE_S001,0.7,RISE__RISE_S001__2025-03-06,primary__near_eye
primary,near_eye,RISE,RISE_S001,2025-03-07,57.715675,12.424510966539383,4,duration_above_1000,duration_above_1000_h,2.4166666666666665,RISE.RISE_S001,2.4166666666666665,RISE__RISE_S001__2025-03-07,primary__near_eye
primary,near_eye,RISE,RISE_S001,2025-03-08,57.715675,12.506648212075234,4,duration_above_1000,duration_above_1000_h,0.7833333333333333,RISE.RISE_S001,0.7833333333333333,RISE__RISE_S001__2025-03-08,primary__near_eye
primary,near_eye,RISE,RISE_S001,2025-03-09,57.715675,12.58903662721316,4,duration_above_1000,duration_above_1000_h,2.5833333333333335,RISE.RISE_S001,2.5833333333333335,RISE__RISE_S001__2025-03-09,primary__near_eye
primary,near_eye,RISE,RISE_S002,2025-03-18,57.715675,13.341199753284455,4,duration_above_1000,duration_above_1000_h,0.5833333333333334,RISE.RISE_S002,0.5833333333333334,RISE__RISE_S002__2025-03-18,primary__near_eye
primary,near_eye,RISE,RISE_S002,2025-03-19,57.715675,13.42590415040652,4,duration_above_1000,duration_above_1000_h,0.7333333333333333,RISE.RISE_S002,0.7333333333333333,RISE__RISE_S002__2025-03-19,primary__near_eye
primary,near_eye,RISE,RISE_S002,2025-03-20,57.715675,13.510826363431082,4,duration_above_1000,duration_above_1000_h,1.05,RISE.RISE_S002,1.05,RISE__RISE_S002__2025-03-20,primary__near_eye
primary,near_eye,RISE,RISE_S002,2025-03-21,57.715675,13.595964657399389,4,duration_above_1000,duration_above_1000_h,1.35,RISE.RISE_S002,1.35,RISE__RISE_S002__2025-03-21,primary__near_eye
primary,near_eye,RISE,RISE_S002,2025-03-22,57.715675,13.68131742046939,4,duration_above_1000,duration_above_1000_h,0,RISE.RISE_S002,0,RISE__RISE_S002__2025-03-22,primary__near_eye
primary,near_eye,RISE,RISE_S002,2025-03-23,57.715675,13.766883142524295,4,duration_above_1000,duration_above_1000_h,0.06666666666666667,RISE.RISE_S002,0.06666666666666667,RISE__RISE_S002__2025-03-23,primary__near_eye
primary,near_eye,RISE,RISE_S003,2025-03-18,57.715675,13.341199753284455,4,duration_above_1000,duration_above_1000_h,0.31666666666666665,RISE.RISE_S003,0.31666666666666665,RISE__RISE_S003__2025-03-18,primary__near_eye
primary,near_eye,RISE,RISE_S003,2025-03-19,57.715675,13.42590415040652,4,duration_above_1000,duration_above_1000_h,0.7,RISE.RISE_S003,0.7,RISE__RISE_S003__2025-03-19,primary__near_eye
primary,near_eye,RISE,RISE_S003,2025-03-20,57.715675,13.510826363431082,4,duration_above_1000,duration_above_1000_h,1.2333333333333334,RISE.RISE_S003,1.2333333333333334,RISE__RISE_S003__2025-03-20,primary__near_eye
primary,near_eye,RISE,RISE_S003,2025-03-21,57.715675,13.595964657399389,4,duration_above_1000,duration_above_1000_h,1.8666666666666667,RISE.RISE_S003,1.8666666666666667,RISE__RISE_S003__2025-03-21,primary__near_eye
primary,near_eye,RISE,RISE_S003,2025-03-22,57.715675,13.68131742046939,4,duration_above_1000,duration_above_1000_h,1.2666666666666666,RISE.RISE_S003,1.2666666666666666,RISE__RISE_S003__2025-03-22,primary__near_eye
primary,near_eye,RISE,RISE_S003,2025-03-23,57.715675,13.766883142524295,4,duration_above_1000,duration_above_1000_h,0.18333333333333332,RISE.RISE_S003,0.18333333333333332,RISE__RISE_S003__2025-03-23,primary__near_eye
primary,near_eye,RISE,RISE_S004,2025-03-25,57.715675,13.938647803200615,4,duration_above_1000,duration_above_1000_h,0.2,RISE.RISE_S004,0.2,RISE__RISE_S004__2025-03-25,primary__near_eye
primary,near_eye,RISE,RISE_S004,2025-03-26,57.715675,14.024844036764568,4,duration_above_1000,duration_above_1000_h,4.816666666666666,RISE.RISE_S004,4.816666666666666,RISE__RISE_S004__2025-03-26,primary__near_eye
