run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,omitted_site,observations,participants,sites,refit_error,refit_warnings,term,term_label,estimate_model,std_error,conf_low_model,conf_high_model,p_raw,effect_type,estimate_practical,conf_low_practical,conf_high_practical,interval_method,status
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,BAUA,788,134,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03075493188239648,0.0114972691303238,-0.05328916529839528,-0.00822069846639768,0.00747343500461552,ratio,0.9316334387830169,0.8845264714893231,0.981249168040468,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,FUSPCEU,779,132,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.0287550795493784,0.01217615723689881,-0.05261990920379681,-0.00489024989496,0.01819680126712531,ratio,0.935933345120608,0.8858905944822193,0.9888029424453192,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,IZTECH,800,137,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03842093461059788,0.00963749036544548,-0.05731006862822278,-0.01953180059297297,6.702350025836465e-5,ratio,0.9153328848467176,0.8763749016297108,0.956022689061238,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,KNUST,818,139,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.047710708435352,0.01178592356675439,-0.07081069415073246,-0.02461072271997153,5.1633004390948256e-5,ratio,0.8959613832212485,0.8495507073987734,0.944907459004597,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,RISE,806,138,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03518794136645081,0.01196255912729452,-0.05863412641887897,-0.01174175631402265,0.00326620345969632,ratio,0.9221722698315652,0.8737071174034642,0.97332581858046,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,THUAS,809,139,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03853150770997227,0.01120476306909434,-0.06049243978070166,-0.01657057563924289,5.841892453556778e-4,ratio,0.9150998671249616,0.8699765775276929,0.9625635775067356,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,TUM,842,144,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03719379405551715,0.01038850811600698,-0.05755489581599288,-0.01683269229504141,3.43222903602412e-4,ratio,0.917922902820526,0.8758809972739142,0.9619828014820602,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,UCR,672,115,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.02304444502253392,0.01660090893953317,-0.05558162865464796,0.00949273860958011,0.1650933310903572,ratio,0.9483214085951772,0.8798697185391675,1.0220984710021113,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,BAUA,549,96,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.02641682760218659,0.01679144684777349,-0.05932745867214124,0.00649380346776806,0.11566529989905051,ratio,0.9409860224481904,0.8723133947920868,1.0150648834802218,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,FUSPCEU,520,90,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.02281788875538278,0.01797470605667466,-0.05804766525915908,0.01241188774839352,0.2042826325625932,ratio,0.9488162438198527,0.8748877481271071,1.0289917380413722,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,IZTECH,542,95,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.02790401016755868,0.01332085483197701,-0.05401240588151997,-0.00179561445359739,0.03619222372098329,ratio,0.937769254243426,0.8830546750735453,0.9958739804316528,wald_normal,PASS
