path,sha256,bytes,producer,r_version
artifacts/06_model_data/H01.rds,0328fe1a698bc13965feb0b68b03ccf0fd20f32b55d6148635811b0d674e0a00,253472,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/H01.rds,3c70363fc0468202a431904aa9d9444f2858af2e3add3475a56c872b49a18bd6,192816,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
artifacts/12_manifests/H01_manuscript_prepared_data_artifacts.csv,e0d98178ede61b74353e3a654e7f1b53d7e1c915833a2cda74eea45ed02f383b,6949,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
artifacts/12_manifests/H01_model_data_artifacts.csv,25978c5d6903e6e835c1aff6a9bc2e7552b85295e8d840d3dd65bbf9b1eb6b72,3646,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/decisions/l10_numerical_zero_normalization.md,23b9f70d1d16f7fd3ebbdbc57aaf78c0a701fe1f9d22bd667d926cd320d40797,5435,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_changed_model_rows.csv,587ab8f28eb5fea0508f4f314b2c06d420b08e6532b25ed80c58b066b66e6f6b,2854,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_complete_BH_impact.csv,31d7aff142edb81d01ce3ec2502b1df2865a475fdbb66c90b6a10c6072eb11d6,64358,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_complete_model_level_tests.csv,4ffe7c873d8bbd90b9f8d24dbf438747d138f255163b1561dec59fb1154c8282,106308,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_diagnostic_comparison.csv,6f229e0b6133644f72d11a156d2ba4b384d3f0cca97b0edd09a6dfd50f124ccc,2183,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_distribution_summary.csv,2eecae096ec26b706ab2b335d4ddb2c42dec9d75348c626d94fd093b5b5f0bf2,1974,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_exact_samples_by_site.csv,5a272b875b0264fb1a5d34dfeec2d203c219362bad0261ac91c9601c2b8295c5,5348,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_exact_samples.csv,3a8a2f15d630f5ba7ddfea39b14d0a1ee1236dee5b36175f3a48d24ab29e6862,1201,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_gap_timing_unaware_comparison.csv,9811c5b6fb319589c9ddcd44439a3b864d37be283f5d5ac8a5532bc7a3153c69,2666,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_gate_summary.csv,688d25bfc084db0649e1266a73d42c3ecb0745de2cc0b05fc92e7359eb79f299,1225,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_influence_comparison.csv,3a4a8ceacf16d651246932c59d8174bfe964ee8b62c70be24d78d943316f5793,788,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_input_pins.csv,1e4610e9d61cb57022ae8298fa766c8c0c98c4598bb38276bdd90001a96aace3,1314,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_latitude_leave_one_site_out.csv,dce94583874a9e7ea2245c693e3c4e4b7529e0ea95c3fb69df3939adaf53cdbb,13680,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_marginalization_comparison.csv,dd5cb5a2056d95365bd201efafcb034e8d169c693814ae8e4d70f2fafc3bbfc6,1819,scripts/hypotheses/H01/audit_h01_l10_METRIC011.R,4.6.1
