run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,estimand,site,estimate_model,std_error,conf_low_model,conf_high_model,estimate_practical,conf_low_practical,conf_high_practical,interval_method
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,site_mean,BAUA,-0.8350983305401742,0.05650713128077001,-0.94585027272016,-0.7243463883601884,0.04618461539117732,0.01327908366671247,0.08864861089396406,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,site_mean,FUSPCEU,-0.7761391980084564,0.05608501725525128,-0.8860638119010564,-0.6662145841158564,0.06744061173005814,0.02999785551190925,0.11566785348984188,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,site_mean,IZTECH,-0.49838269731016627,0.05447478565246246,-0.6051513152545319,-0.3916140793658006,0.21740758641320215,0.1482268092073275,0.30586903660557707,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,site_mean,KNUST,-0.6989982045646477,0.05928000355440838,-0.8151848765346944,-0.582811532594601,0.09998701373641387,0.05304358257169209,0.1613295179787975,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,site_mean,RISE,-0.8097984014249148,0.05764918486164881,-0.922788727491838,-0.6968080753579915,0.05495357431888917,0.01945690886583569,0.1009980872782024,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,site_mean,THUAS,-0.721570508950122,0.05773013519156077,-0.8347194947482094,-0.6084215231520346,0.08985825767716732,0.04631218810484358,0.14636469780890649,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,site_mean,TUM,-0.6402521539716435,0.07796646593645605,-0.7930636192089662,-0.4874406887343207,0.1289537947372592,0.0610409711166634,0.22550623460048788,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,site_mean,UCR,-0.5724267027663338,0.0360654248493319,-0.6431136365581602,-0.5017397689745073,0.1676537282623298,0.12745022115568208,0.2149635022939411,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,overall_equal_site_mean,,-0.6940832746920574,0.0193984782325592,-0.7321035933827577,-0.6560629560013572,0.10226313078769532,0.08530895484633952,0.12076846804280852,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,overall_observed_sample_mean,,-0.681970277260971,0.01788233493847331,-0.717019009699861,-0.6469215448220811,0.10798390246183828,0.09185847595925203,0.12546464766270057,emmeans_wald_normal
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,site_mean,BAUA,-0.8211263478162484,0.06429199945038457,-0.947136351233071,-0.6951163443994257,0.05096408955809498,0.01294412592664175,0.1017825730123135,emmeans_wald_normal
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,site_mean,FUSPCEU,-0.753123494521555,0.06175857139440481,-0.874168070191234,-0.6320789188518761,0.07655357074905872,0.03360783596142408,0.13330340709389815,emmeans_wald_normal
