run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,site,reference,estimate_model,std_error,conf_low_model,conf_high_model,z_value,p_raw,effect_type,estimate_practical,conf_low_practical,conf_high_practical,p_adjusted_within_metric,contrast_family_n,contrast_adjustment_method,interval_method,overall_site_p_adjusted,inferential_followup_supported
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,BAUA,equally_weighted_overall_site_mean,-0.1410150558481169,0.05264435581202537,-0.2441960972289985,-0.03783401446723535,-2.67863579434104,0.0073922750909684,ratio,0.7227447475072428,0.5699068838034739,0.9165707326838296,0.01971273357591575,8,BH,emmeans_wald_normal,1.2239811542753574e-5,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,FUSPCEU,equally_weighted_overall_site_mean,-0.08205592331639912,0.05617539734370634,-0.19215767892729052,0.0280458322944923,-1.4607092641346902,0.144095245594753,ratio,0.8278355579584666,0.6424544195895776,1.0667086880003205,0.2305523929516048,8,BH,emmeans_wald_normal,1.2239811542753574e-5,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,IZTECH,equally_weighted_overall_site_mean,0.19570057738189103,0.05184447808969335,0.09408726752881616,0.29731388723496593,3.7747622233426665,1.601603569149394e-4,ratio,1.569280497029227,1.2419018314071193,1.982959696231413,0.00128128285531951,8,BH,emmeans_wald_normal,1.2239811542753574e-5,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,KNUST,equally_weighted_overall_site_mean,-0.00491492987259035,0.056197525486309,-0.11506005584602774,0.10523019610084702,-0.087458119019631,0.9303073740043756,ratio,0.98874675259689,0.7672553831155983,1.2741782752974218,0.9303073740043756,8,BH,emmeans_wald_normal,1.2239811542753574e-5,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,RISE,equally_weighted_overall_site_mean,-0.11571512673285746,0.05317043541282422,-0.21992726518430597,-0.01150298828140894,-2.17630579539975,0.02953240248897332,ratio,0.7660989608706072,0.6026605100614346,0.9738610843892782,0.05906480497794664,8,BH,emmeans_wald_normal,1.2239811542753574e-5,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,THUAS,equally_weighted_overall_site_mean,-0.02748723425806466,0.05325226742780253,-0.13185976051165302,0.07688529199552369,-0.5161702136971134,0.6057355319726281,ratio,0.9386696277160428,0.7381425477358526,1.193672784070266,0.6922691793972892,8,BH,emmeans_wald_normal,1.2239811542753574e-5,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,TUM,equally_weighted_overall_site_mean,0.05383112072041389,0.07073806755684578,-0.08481294402696503,0.1924751854677928,0.7609922433512153,0.4466617002342354,ratio,1.131960104867454,0.8225968762452657,1.557669030862566,0.5955489336456472,8,BH,emmeans_wald_normal,1.2239811542753574e-5,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,UCR,equally_weighted_overall_site_mean,0.1216565719257236,0.03749121960517927,0.04817513176309028,0.19513801208835696,3.244935032972819,0.00117477422308695,ratio,1.3232946964677976,1.1173137201702124,1.5672490385538589,0.00469909689234781,8,BH,emmeans_wald_normal,1.2239811542753574e-5,TRUE
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,BAUA,equally_weighted_overall_site_mean,-0.13513022008735917,0.0607114239451924,-0.2541224244700789,-0.01613801570463946,-2.225779125347954,0.02602897971087751,ratio,0.7326048338948246,0.557028704439323,0.9635227742640096,0.10200805695896072,8,BH,emmeans_wald_normal,0.0016209144707654516,TRUE
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,FUSPCEU,equally_weighted_overall_site_mean,-0.06712736679266587,0.0631585234492922,-0.190915798070007,0.05666106448467525,-1.0628393940615175,0.28785479119372287,ratio,0.8567865361277015,0.6442941705188331,1.1393602520081276,0.3903640270869316,8,BH,emmeans_wald_normal,0.0016209144707654516,TRUE
