"path","bytes","sha256","observed_sha256","observed_bytes","pass"
"artifacts/11_source_data/H09/H09_observed_timing_patterns_data.csv",3028981,"34640aba210181b973902e00cd6924f79f6ae76faf01fa3c5b66078e2e2e7cee","34640aba210181b973902e00cd6924f79f6ae76faf01fa3c5b66078e2e2e7cee",3028981,TRUE
"audit/hypotheses/H09/report018_order72j_split_svg_export/candidate/H09_observed_timing_patterns.svg",1245097,"c937252509c5de9448944358a9846842c973bac26b0f0fb4640728fcf8a908b3","c937252509c5de9448944358a9846842c973bac26b0f0fb4640728fcf8a908b3",1245097,TRUE
"audit/hypotheses/H09/report018_order72j_split_svg_export/candidate/H09_primary_effects.svg",20707,"a3f9bdb969c075d33adf9a0e6e751a1f967d5111856fcd0db07cbc36575a745a","a3f9bdb969c075d33adf9a0e6e751a1f967d5111856fcd0db07cbc36575a745a",20707,TRUE
"audit/hypotheses/H09/report018_order72j_split_svg_export/code/build_h09_order72j_svg_exports.R",22172,"3b8a0d3f071a21b264970bf864f2efdf987f30046e24f913a41f8c56832e739c","3b8a0d3f071a21b264970bf864f2efdf987f30046e24f913a41f8c56832e739c",22172,TRUE
"audit/hypotheses/H09/report018_order72j_split_svg_export/code/check_h09_order72j_svg_exports.R",31411,"15a677cf1e74b4b21820fcb113e641edfa0f8be03f2706fd6fcc6f1e51cce1ff","15a677cf1e74b4b21820fcb113e641edfa0f8be03f2706fd6fcc6f1e51cce1ff",31411,TRUE
"audit/hypotheses/H09/report018_order72j_split_svg_export/non_circular_manifest.csv",2759,"a501adbbd6f7b013e3acac347460dc3c86543caab6f6a8525e7f2126ce40d76c","a501adbbd6f7b013e3acac347460dc3c86543caab6f6a8525e7f2126ce40d76c",2759,TRUE
"audit/hypotheses/H09/report018_order72j_split_svg_export/REPORT018-ORDER72J-COMPONENT-REVIEW.md",5527,"985931f8db78c20bb2a480fc578ffcc296dc41a7f0083f7e8ed65213bd4dc725","985931f8db78c20bb2a480fc578ffcc296dc41a7f0083f7e8ed65213bd4dc725",5527,TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/candidate_package_manifest.csv",53474,"624753fabeb69a47cc9fe7262cba25849963e8ab8aca201512f47fbb5ec65b32","624753fabeb69a47cc9fe7262cba25849963e8ab8aca201512f47fbb5ec65b32",53474,TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/candidate_package_seal.json",2506,"84b015e5051c6875c3ac29c0dec32d8265a526eb1d8500d84fe3957abd4bece2","84b015e5051c6875c3ac29c0dec32d8265a526eb1d8500d84fe3957abd4bece2",2506,TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/candidate_production_review.md",6426,"9460ad9a316331a8500e261565da3ef405b1510bf2f4d81110a7152422a39161","9460ad9a316331a8500e261565da3ef405b1510bf2f4d81110a7152422a39161",6426,TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/deliverables/Nature_Health_manuscript_round2.docx",14167130,"3f33431ed4e85b042f8a98e232b25b9617d8dae16bc8eff8df9595c05a80d611","3f33431ed4e85b042f8a98e232b25b9617d8dae16bc8eff8df9595c05a80d611",14167130,TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/evidence/main_round2_full_page_review.json",7619,"56316affaf4f0d874a2b2e5481fbecf2715ee33d498fd5668628202b61d4fd4c","56316affaf4f0d874a2b2e5481fbecf2715ee33d498fd5668628202b61d4fd4c",7619,TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/evidence/svg_browser_adjudication/teardown.json",95,"8a6f63dd1d0d8154a8a856120d94ab3c89bd7ec33da252542aa70cbf40e9ae03","8a6f63dd1d0d8154a8a856120d94ab3c89bd7ec33da252542aa70cbf40e9ae03",95,TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/evidence/visual_adjudication_round2.md",7075,"ff2c2dd82842c347f684cbe4fbbc3c5f1c4c085eecffbd425fb0f9d61e206e7d","ff2c2dd82842c347f684cbe4fbbc3c5f1c4c085eecffbd425fb0f9d61e206e7d",7075,TRUE
"audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/render_html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html",27221655,"0488130aba3ef7b043c743ee879d6e88f9c2ece8ae3c0c2eba89d90e116ea510","0488130aba3ef7b043c743ee879d6e88f9c2ece8ae3c0c2eba89d90e116ea510",27221655,TRUE
"audit/report_harmonization/final_documents_2026_09_13/candidate_format_recovery_010/audit_final_session.txt",701,"c7238f184d06b66f48d8dd3b60df2620aabf16e48d0028f70c6a9a1c63b9bba0","c7238f184d06b66f48d8dd3b60df2620aabf16e48d0028f70c6a9a1c63b9bba0",701,TRUE
"audit/report_harmonization/final_documents_2026_09_13/candidate_format_recovery_010/audit_final.R",2826,"f282a2c727db4e811ec2162b9a81b4ac6514f1738905b4b7522d8579dd73049e","f282a2c727db4e811ec2162b9a81b4ac6514f1738905b4b7522d8579dd73049e",2826,TRUE
"audit/report_harmonization/final_documents_2026_09_13/candidate_format_recovery_010/h09_order010a_preflight.csv",281,"ba39dc7087b07b9b018faf11e3f97523e70b82d47a438384e4257125c0c1c2fc","ba39dc7087b07b9b018faf11e3f97523e70b82d47a438384e4257125c0c1c2fc",281,TRUE
"audit/report_harmonization/final_documents_2026_09_13/candidate_format_recovery_010/h09_order010a_session.txt",626,"274268fd071aeafa57c092f35b7bc5d7846b5c1ebdcdcb4e45fb49259a82a513","274268fd071aeafa57c092f35b7bc5d7846b5c1ebdcdcb4e45fb49259a82a513",626,TRUE
"audit/report_harmonization/final_documents_2026_09_13/candidate_format_recovery_010/h09_s15b_exact_rectangle_preflight.csv",464,"c9a3fe645dcc6572063119bab780daf824e65e5076d8275f9c3079f2483e0d86","c9a3fe645dcc6572063119bab780daf824e65e5076d8275f9c3079f2483e0d86",464,TRUE
"audit/report_harmonization/final_documents_2026_09_13/candidate_format_recovery_010/H09_S15B_strip_geometry.csv",459,"5dd98de6c96204e5bc75ac3aea5ecb5b69b985d3b6813d5bf2ae164519a391b5","5dd98de6c96204e5bc75ac3aea5ecb5b69b985d3b6813d5bf2ae164519a391b5",459,TRUE
"audit/report_harmonization/final_documents_2026_09_13/candidate_format_recovery_010/inspect.R",4029,"5ead6f79803e14e904998a3adccfc7515c58184e6f1c7c9ecbe7d531c7843441","5ead6f79803e14e904998a3adccfc7515c58184e6f1c7c9ecbe7d531c7843441",4029,TRUE
"audit/report_harmonization/final_documents_2026_09_13/candidate_format_recovery_010/observations.md",2534,"f9d75bbdb72433183ea96e5cd5e670c523aba4e36305a67ef435d76dde3437ec","f9d75bbdb72433183ea96e5cd5e670c523aba4e36305a67ef435d76dde3437ec",2534,TRUE
"audit/report_harmonization/final_documents_2026_09_13/candidate_format_recovery_010/review_provenance.txt",249,"22a1a11567f69153d3a9b59b3702b9563f3bf67b1a2b80f59becfe5b8a6af6c1","22a1a11567f69153d3a9b59b3702b9563f3bf67b1a2b80f59becfe5b8a6af6c1",249,TRUE
"audit/report_harmonization/final_documents_2026_09_13/candidate_format_recovery_010/reviewed_input_pins.csv",1701,"e568e1d8e2e0a9abf622943fd1d8dd36cabbe7b3579e354000c8944afd8b74b8","e568e1d8e2e0a9abf622943fd1d8dd36cabbe7b3579e354000c8944afd8b74b8",1701,TRUE
"audit/report_harmonization/final_documents_2026_09_13/candidate_format_recovery_010/S3_owner_route.csv",1254,"aaa228e163d5488061286ef4693fdeaeee62cf7ef25e60a683833e4fe9ef3438","aaa228e163d5488061286ef4693fdeaeee62cf7ef25e60a683833e4fe9ef3438",1254,TRUE
"audit/report_harmonization/final_documents_2026_09_13/candidate_format_recovery_010/session.txt",761,"1bc58ce5698ac29b7149f8ea2c1e0f75425f40f4e7ddb3f987c1e894449cde40","1bc58ce5698ac29b7149f8ea2c1e0f75425f40f4e7ddb3f987c1e894449cde40",761,TRUE
"audit/report_harmonization/final_documents_2026_09_13/candidate_format_recovery_010/table_source_and_HTML_preservation.csv",1443,"abef000c3303525356ab18448ecceed00dfdf7f18ce900bf0184a2108aafc63f","abef000c3303525356ab18448ecceed00dfdf7f18ce900bf0184a2108aafc63f",1443,TRUE
"audit/report_harmonization/final_documents_2026_09_13/candidate_format_recovery_010/writer009_439_member_audit.csv",87770,"e95e62c1475616c578d7c1b898f8fee5b1553dd70a287fdf8651fd0b95c6d461","e95e62c1475616c578d7c1b898f8fee5b1553dd70a287fdf8651fd0b95c6d461",87770,TRUE
"audit/report_harmonization/final_documents_2026_09_13/h09_s15b_strip_candidate_order_010a.md",6407,"d57812fe4cfb8242a51ff8e716aa02e30889ff22d7fe9e8ef806100bab4ff68d","d57812fe4cfb8242a51ff8e716aa02e30889ff22d7fe9e8ef806100bab4ff68d",6407,TRUE
"audit/report_harmonization/final_documents_2026_09_13/seal_h09_s15b_strip_order_010a.R",6231,"f1c1cc396abfc5fdb8f93931774a548d13103900b1c531daa5b094aaf54eb672","f1c1cc396abfc5fdb8f93931774a548d13103900b1c531daa5b094aaf54eb672",6231,TRUE
