"original_path","preserved_path","bytes","sha256"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/ledgers/decision_register.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/baseline/decision_register.csv",147325,"7424b0ada651534f6108ce90b96343c27f47cefb7c0fbe7cb4c5b2eeb19911e6"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/ledgers/change_log.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/baseline/change_log.csv",212363,"734d313e41171d280ce97d1ce7ff74c3ea68bd7c604a51409feb0ecd5d968a42"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_adherence_main_linkage_b_stage1_reopening.md","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/baseline/brown_adherence_main_linkage_b_stage1_reopening.md",14779,"e2a9311edc439086a19876ad64a34c23be41956f4a3bf8c0899c5f8cac7f79d8"
"/private/tmp/brown-linkage-b-audit.zheXiZ/audit_checks.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/completed_owner_audit/audit_checks.csv",492,"827a200c1c173940496bc702112a9b29fb57958427b7c219a5ac88806d2e4af0"
"/private/tmp/brown-linkage-b-audit.zheXiZ/audit_linkage_b.R","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/completed_owner_audit/audit_linkage_b.R",14878,"2d867c04ade7ed97aaa0e4c040c1d0ae1a2ff56bfb9a81720fb454d6cad67018"
"/private/tmp/brown-linkage-b-audit.zheXiZ/audit_output.txt","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/completed_owner_audit/audit_output.txt",7693,"7651429d0811854c6cab4258e753061ac9ba78a46660d12e0ab26170b83ae0f1"
"/private/tmp/brown-linkage-b-audit.zheXiZ/command.txt","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/completed_owner_audit/command.txt",431,"43f6071f7f984704ba13e75281e9f26dbf41209485ef5a5ad32eb72d45bf96d1"
"/private/tmp/brown-linkage-b-audit.zheXiZ/existing_linkage_b_coverage.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/completed_owner_audit/existing_linkage_b_coverage.csv",229,"875591a1ae97b2b76e821627e41b3e41dfc2e0c1b292d9e0232734ce0c8d54e4"
"/private/tmp/brown-linkage-b-audit.zheXiZ/input_identities.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/completed_owner_audit/input_identities.csv",1367,"bc5ef477ba9dafd04f570c7f778169c92f0c3ea92502726db316f83b306d8c88"
"/private/tmp/brown-linkage-b-audit.zheXiZ/presleep_comparison.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/completed_owner_audit/presleep_comparison.csv",215,"9d16caf8f252f4d51d8278531c8a8fcfcba03c5febbfca04016ac14eaa3f9d7a"
"/private/tmp/brown-linkage-b-audit.zheXiZ/sample_summary.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/completed_owner_audit/sample_summary.csv",421,"6c9199c549cd991db2299058629a481daefefc575b740695da5cae7eaa637409"
"/private/tmp/brown-linkage-b-audit.zheXiZ/session_info.txt","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/completed_owner_audit/session_info.txt",582,"fa0e6fe0a7212b05895a83d171a1216d7a2bac383d5b0e0999848cca9ecf51f4"
"/private/tmp/brown-linkage-b-audit.zheXiZ/manifest.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/completed_owner_audit/manifest.csv",1442,"89886c2ce89085cec346729717bd787807d31231f6d7879ec93f41dd0a008c24"
"/private/tmp/brown-main-linkage-b-central.t3x4Kv/audit_checks.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/completed_central_replay/audit_checks.csv",492,"827a200c1c173940496bc702112a9b29fb57958427b7c219a5ac88806d2e4af0"
"/private/tmp/brown-main-linkage-b-central.t3x4Kv/audit_output.txt","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/completed_central_replay/audit_output.txt",7693,"7651429d0811854c6cab4258e753061ac9ba78a46660d12e0ab26170b83ae0f1"
"/private/tmp/brown-main-linkage-b-central.t3x4Kv/baseline_change_log.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/completed_central_replay/baseline_change_log.csv",212363,"734d313e41171d280ce97d1ce7ff74c3ea68bd7c604a51409feb0ecd5d968a42"
"/private/tmp/brown-main-linkage-b-central.t3x4Kv/baseline_decision_register.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/completed_central_replay/baseline_decision_register.csv",147325,"7424b0ada651534f6108ce90b96343c27f47cefb7c0fbe7cb4c5b2eeb19911e6"
"/private/tmp/brown-main-linkage-b-central.t3x4Kv/command.txt","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/completed_central_replay/command.txt",438,"7833bc8478c7332f937cb70aa0027136c0fc835c1b6eff882a95795a536cbe6a"
"/private/tmp/brown-main-linkage-b-central.t3x4Kv/endpoint_model_metadata_inventory.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/completed_central_replay/endpoint_model_metadata_inventory.csv",5906,"613026e0b576ae30be391677e40e7aef5c5bff34ceb4bd8a4807521fe4193650"
"/private/tmp/brown-main-linkage-b-central.t3x4Kv/existing_linkage_b_coverage.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/completed_central_replay/existing_linkage_b_coverage.csv",229,"875591a1ae97b2b76e821627e41b3e41dfc2e0c1b292d9e0232734ce0c8d54e4"
"/private/tmp/brown-main-linkage-b-central.t3x4Kv/input_identities.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/completed_central_replay/input_identities.csv",1367,"bc5ef477ba9dafd04f570c7f778169c92f0c3ea92502726db316f83b306d8c88"
"/private/tmp/brown-main-linkage-b-central.t3x4Kv/presleep_comparison.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/completed_central_replay/presleep_comparison.csv",215,"9d16caf8f252f4d51d8278531c8a8fcfcba03c5febbfca04016ac14eaa3f9d7a"
"/private/tmp/brown-main-linkage-b-central.t3x4Kv/sample_summary.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/completed_central_replay/sample_summary.csv",421,"6c9199c549cd991db2299058629a481daefefc575b740695da5cae7eaa637409"
"/private/tmp/brown-main-linkage-b-central.t3x4Kv/session_info.txt","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/completed_central_replay/session_info.txt",582,"fa0e6fe0a7212b05895a83d171a1216d7a2bac383d5b0e0999848cca9ecf51f4"
"/private/tmp/brown-main-linkage-b-central.t3x4Kv/verify_reopening.R","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage1_release/completed_central_replay/verify_reopening.R",3380,"0df78a50e990625986c86b53742a28635c9c0bc8bb0e37da8be330b8390cba32"
