"sample_id","decomposition","metric","value_15","value_30","difference_percentage_points","defined","passed"
"primary_any_valid","global","marginal_r2",0.579578362591209,0.579578362591207,2.77555756156289e-13,TRUE,TRUE
"primary_any_valid","global","conditional_r2",0.602281368482708,0.602281368482709,1.4432899320127e-13,TRUE,TRUE
"primary_any_valid","global","random_effect_increment",0.0227030058914986,0.0227030058915029,4.23272528138341e-13,TRUE,TRUE
"primary_any_valid","global","observation_distribution_share",0.397718631517292,0.397718631517291,1.49880108324396e-13,TRUE,TRUE
"primary_any_valid","global","analysis_state::absolute_r2_contribution",0.546130142266444,0.546130142266442,2.55351295663786e-13,TRUE,TRUE
"primary_any_valid","global","analysis_state::relative_weight_percent",94.2288700745792,94.2288700745792,2.8421709430404e-14,TRUE,TRUE
"primary_any_valid","global","site::absolute_r2_contribution",0.027568245504127,0.0275682455041269,6.24500451351651e-15,TRUE,TRUE
"primary_any_valid","global","site::relative_weight_percent",4.75660364215003,4.75660364215005,1.24344978758018e-14,TRUE,TRUE
"primary_any_valid","global","day_type::absolute_r2_contribution",0.00587997482063792,0.00587997482063787,4.85722573273506e-15,TRUE,TRUE
"primary_any_valid","global","day_type::relative_weight_percent",1.01452628327072,1.01452628327072,3.33066907387547e-15,TRUE,TRUE
"primary_any_valid","Wake outside the three hours before sleep","marginal_r2",0.139593370319894,0.139593370319894,4.44089209850063e-14,TRUE,TRUE
"primary_any_valid","Wake outside the three hours before sleep","conditional_r2",0.216534504368556,0.216534504368557,1.4432899320127e-13,TRUE,TRUE
"primary_any_valid","Wake outside the three hours before sleep","random_effect_increment",0.0769411340486611,0.0769411340486629,1.87350135405495e-13,TRUE,TRUE
"primary_any_valid","Wake outside the three hours before sleep","observation_distribution_share",0.783465495631445,0.783465495631443,1.4432899320127e-13,TRUE,TRUE
"primary_any_valid","Wake outside the three hours before sleep","site::absolute_r2_contribution",0.109832161601015,0.109832161601014,3.33066907387547e-14,TRUE,TRUE
"primary_any_valid","Wake outside the three hours before sleep","site::relative_weight_percent",78.6800700845044,78.6800700845045,1.4210854715202e-14,TRUE,TRUE
"primary_any_valid","Wake outside the three hours before sleep","day_type::absolute_r2_contribution",0.0297612087188797,0.0297612087188796,6.59194920871187e-15,TRUE,TRUE
"primary_any_valid","Wake outside the three hours before sleep","day_type::relative_weight_percent",21.3199299154956,21.3199299154956,1.77635683940025e-14,TRUE,TRUE
"primary_any_valid","Pre-sleep","marginal_r2",0.0533777741109466,0.0533777741109462,3.81639164714898e-14,TRUE,TRUE
"primary_any_valid","Pre-sleep","conditional_r2",0.0984583241395739,0.0984583241395795,5.60662627435704e-13,TRUE,TRUE
"primary_any_valid","Pre-sleep","random_effect_increment",0.0450805500286273,0.0450805500286333,5.98132654516803e-13,TRUE,TRUE
"primary_any_valid","Pre-sleep","observation_distribution_share",0.901541675860426,0.901541675860421,5.55111512312578e-13,TRUE,TRUE
"primary_any_valid","Pre-sleep","site::absolute_r2_contribution",0.041054961810404,0.0410549618104037,2.91433543964104e-14,TRUE,TRUE
"primary_any_valid","Pre-sleep","site::relative_weight_percent",76.9139637128192,76.9139637128192,0,TRUE,TRUE
"primary_any_valid","Pre-sleep","day_type::absolute_r2_contribution",0.0123228123005425,0.0123228123005425,9.0205620750794e-15,TRUE,TRUE
"primary_any_valid","Pre-sleep","day_type::relative_weight_percent",23.0860362871808,23.0860362871808,3.5527136788005e-15,TRUE,TRUE
"primary_any_valid","Sleep environment","marginal_r2",0.16966751015732,0.169667510157316,4.05231403988182e-13,TRUE,TRUE
"primary_any_valid","Sleep environment","conditional_r2",0.198029510222759,0.198029510222778,1.89848137210902e-12,TRUE,TRUE
"primary_any_valid","Sleep environment","random_effect_increment",0.0283620000654397,0.0283620000654627,2.30267194201161e-12,TRUE,TRUE
"primary_any_valid","Sleep environment","observation_distribution_share",0.801970489777241,0.801970489777222,1.88737914186277e-12,TRUE,TRUE
"primary_any_valid","Sleep environment","site::absolute_r2_contribution",0.140896133499729,0.140896133499726,3.46944695195361e-13,TRUE,TRUE
"primary_any_valid","Sleep environment","site::relative_weight_percent",83.0424949179057,83.0424949179056,5.6843418860808e-14,TRUE,TRUE
"primary_any_valid","Sleep environment","day_type::absolute_r2_contribution",0.0287713766575904,0.0287713766575898,5.96744875736022e-14,TRUE,TRUE
