"sample_id","quadrature_nodes","analysis_state","site","day_type","cell_key","state_display","cell_weight","denominator_rows","mean_inverse_valid_minutes","pi_zero","pi_one","pi_beta","population_average_mean","random_mean_variance","observation_variance","beta_binomial_precision"
"primary_any_valid",30,"Wake outside the three hours before sleep","RISE","Work day","Wake outside the three hours before sleep||RISE||Work day","Daytime",0.0185185185185185,45,0.00131116600535005,0.0198502805470564,0,0.980149719452944,0.352016403728632,0.00497372158151294,0.0421647885770008,4.60870310746166
"primary_any_valid",30,"Pre-sleep","RISE","Work day","Pre-sleep||RISE||Work day","Pre-sleep",0.0185185185185185,45,0.00692458558648622,0.00895503259267225,0.0348449189096321,0.956200048497696,0.688540675750941,0.00420107898689526,0.0815950806685708,1.77818938696735
"primary_any_valid",30,"Sleep environment","RISE","Work day","Sleep environment||RISE||Work day","Sleep",0.0185185185185185,45,0.00237614794622207,0.00724224051539381,0.135755306131383,0.857002453353223,0.961751593435164,9.43141253791913e-05,0.0138160095084058,3.34998665926625
"primary_any_valid",30,"Wake outside the three hours before sleep","THUAS","Work day","Wake outside the three hours before sleep||THUAS||Work day","Daytime",0.0185185185185185,41,0.00140637798309056,0.0198502805470564,0,0.980149719452944,0.305205152111875,0.00434185494745475,0.0388942355557508,4.60870310746166
"primary_any_valid",30,"Pre-sleep","THUAS","Work day","Pre-sleep||THUAS||Work day","Pre-sleep",0.0185185185185185,38,0.0325084044349694,0.00895503259267225,0.0348449189096321,0.956200048497696,0.648328345707575,0.00472550195815263,0.0901725284920717,1.77818938696735
"primary_any_valid",30,"Sleep environment","THUAS","Work day","Sleep environment||THUAS||Work day","Sleep",0.0185185185185185,41,0.00210220706535445,0.00724224051539381,0.135755306131383,0.857002453353223,0.904492611536571,0.000646110376247067,0.0254737948064664,3.34998665926625
"primary_any_valid",30,"Wake outside the three hours before sleep","BAUA","Work day","Wake outside the three hours before sleep||BAUA||Work day","Daytime",0.0185185185185185,57,0.00136265429342299,0.0198502805470564,0,0.980149719452944,0.287608045686391,0.00406994421211726,0.0374721890488116,4.60870310746166
"primary_any_valid",30,"Pre-sleep","BAUA","Work day","Pre-sleep||BAUA||Work day","Pre-sleep",0.0185185185185185,58,0.00820422941040723,0.00895503259267225,0.0348449189096321,0.956200048497696,0.58455942659557,0.00530965999656524,0.0927203475381473,1.77818938696735
"primary_any_valid",30,"Sleep environment","BAUA","Work day","Sleep environment||BAUA||Work day","Sleep",0.0185185185185185,57,0.00227312827529652,0.00724224051539381,0.135755306131383,0.857002453353223,0.904904410294301,0.000640882021621603,0.0254027363312274,3.34998665926625
"primary_any_valid",30,"Wake outside the three hours before sleep","MPI","Work day","Wake outside the three hours before sleep||MPI||Work day","Daytime",0.0185185185185185,87,0.00134916221287214,0.0198502805470564,0,0.980149719452944,0.23978488451212,0.00326056624057015,0.0331277915814794,4.60870310746166
"primary_any_valid",30,"Pre-sleep","MPI","Work day","Pre-sleep||MPI||Work day","Pre-sleep",0.0185185185185185,89,0.00677745260282778,0.00895503259267225,0.0348449189096321,0.956200048497696,0.613774716392086,0.00508302582108194,0.0901430287138864,1.77818938696735
"primary_any_valid",30,"Sleep environment","MPI","Work day","Sleep environment||MPI||Work day","Sleep",0.0185185185185185,90,0.00307176044261195,0.00724224051539381,0.135755306131383,0.857002453353223,0.909840277567089,0.000579340859531929,0.0244700966452545,3.34998665926625
"primary_any_valid",30,"Wake outside the three hours before sleep","TUM","Work day","Wake outside the three hours before sleep||TUM||Work day","Daytime",0.0185185185185185,30,0.00138775038286484,0.0198502805470564,0,0.980149719452944,0.311945415724944,0.00444143996439328,0.0394070328273411,4.60870310746166
"primary_any_valid",30,"Pre-sleep","TUM","Work day","Pre-sleep||TUM||Work day","Pre-sleep",0.0185185185185185,30,0.00612415196114652,0.00895503259267225,0.0348449189096321,0.956200048497696,0.581348113668459,0.00533010681475149,0.092643422975335,1.77818938696735
"primary_any_valid",30,"Sleep environment","TUM","Work day","Sleep environment||TUM||Work day","Sleep",0.0185185185185185,30,0.00209749061489946,0.00724224051539381,0.135755306131383,0.857002453353223,0.765840423481139,0.00275611974109846,0.0508324116276851,3.34998665926625
"primary_any_valid",30,"Wake outside the three hours before sleep","FUSPCEU","Work day","Wake outside the three hours before sleep||FUSPCEU||Work day","Daytime",0.0185185185185185,69,0.00141133395911211,0.0198502805470564,0,0.980149719452944,0.305311046305746,0.00434343988426898,0.0389032910786318,4.60870310746166
"primary_any_valid",30,"Pre-sleep","FUSPCEU","Work day","Pre-sleep||FUSPCEU||Work day","Pre-sleep",0.0185185185185185,71,0.00748151115399892,0.00895503259267225,0.0348449189096321,0.956200048497696,0.609612651181465,0.00511969405263496,0.09061490643676,1.77818938696735
"primary_any_valid",30,"Sleep environment","FUSPCEU","Work day","Sleep environment||FUSPCEU||Work day","Sleep",0.0185185185185185,73,0.017188340724095,0.00724224051539381,0.135755306131383,0.857002453353223,0.975583984979942,3.01119611058054e-05,0.0110783962569434,3.34998665926625
"primary_any_valid",30,"Wake outside the three hours before sleep","IZTECH","Work day","Wake outside the three hours before sleep||IZTECH||Work day","Daytime",0.0185185185185185,66,0.00194176469958471,0.0198502805470564,0,0.980149719452944,0.191936471232205,0.00239273404864014,0.0281215440404543,4.60870310746166
