run_id,data_scenario_id,placement,sample_scenario,analytical_role,family_id,inferential_family,family_n,metric_order,metric_id,manuscript_name,analysis_unit,response_family,response_transform,effect_scale,factor_order,factor_id,factor_label,estimate_model_per_point,std_error_model_per_point,conf_low_model_per_point,conf_high_model_per_point,wald_p_raw,effect_type,estimate_practical_per_point,conf_low_practical_per_point,conf_high_practical_per_point,estimate_model_per_sd,std_error_model_per_sd,conf_low_model_per_sd,conf_high_model_per_sd,estimate_practical_per_sd,conf_low_practical_per_sd,conf_high_practical_per_sd,interval_method,effect_status,statistic,df,p_raw,p_adjusted,family_rank,family_observed_tests,comparison_status,diagnostic_status,model_adequacy,specified_limitations,observations,participants,participant_days,represented_days,sites,leba_participant_mean,leba_participant_sd
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,1,leba_f2,Spending time outdoors,0.002362804438070763,0.009635702333962128,-0.01652282510224354,0.021248433978385068,0.8062911123961995,odds_ratio,1.0023655980603048,0.9836129280687953,1.021475789411869,0.009443656099707848,0.03851197232191985,-0.06603842262485843,0.08492573482427412,1.0094883881203618,0.936094896377597,1.0886362159363598,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,PASS,acceptable,,154,154,,897,8,15.551948051948052,3.996799712894827
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.0017170692045912156,0.011449075039039544,-0.024156843937405227,0.020722705528222793,0.8807847406246649,odds_ratio,0.9982844041153507,0.976132597270855,1.0209389116665413,-0.00547464850979907,0.03650386451137697,-0.07702090824862773,0.06607161122902959,0.9945403100682523,0.9258704950736115,1.0683032169331803,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,PASS,acceptable,,154,154,,897,8,13.935064935064934,3.188368002384869
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,5.982469600446873e-4,0.008945558351786944,-0.016934725231059204,0.018131219151148577,0.9466800813286064,odds_ratio,1.000598425945448,0.9832078612062924,1.018296587637272,0.002488775872554911,0.03721454730132921,-0.07045039653901258,0.0754279482841224,1.0024918754460748,0.9319739675135956,1.0783455282732748,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,PASS,acceptable,,154,154,,897,8,12.629870129870131,4.160114532582007
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,0.01862452088286882,0.010253394103931333,-0.001471762280131926,0.03872080404586956,0.06930521063957128,odds_ratio,1.0187990390272397,0.9985293202308413,1.0394802244593797,0.06891982962824938,0.03794256932559512,-0.005446239730831234,0.14328589898733,1.0713503151522745,0.9945685641454256,1.1540596990043694,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,PASS,acceptable,,154,154,,897,8,12.11038961038961,3.7004887299754983
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,-0.02038475553790097,0.008280940571201226,-0.03661510081557191,-0.004154410260230033,0.013830056942992811,difference,-0.02038475553790097,-0.03661510081557191,-0.004154410260230033,-0.08147378508131384,0.03309726089747618,-0.14634322442729297,-0.01660434573533472,-0.08147378508131384,-0.14634322442729297,-0.01660434573533472,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,PASS,acceptable,,154,154,,897,8,15.551948051948052,3.996799712894827
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.012543642821947578,0.009987370054420118,-0.032118528428884845,0.007031242784989686,0.20913390264272166,difference,-0.012543642821947578,-0.032118528428884845,0.007031242784989686,-0.0399937494068423,0.03184341110948993,-0.1024056883263452,0.02241818951266059,-0.0399937494068423,-0.1024056883263452,0.02241818951266059,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,PASS,acceptable,,154,154,,897,8,13.935064935064934,3.188368002384869
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,0.0010313665894647415,0.007844853713640626,-0.014344264153256176,0.01640699733218566,0.8954031468608461,difference,0.0010313665894647415,-0.014344264153256176,0.01640699733218566,0.004290603137251812,0.032635489940096296,-0.05967378176315615,0.06825498803765978,0.004290603137251812,-0.05967378176315615,0.06825498803765978,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,PASS,acceptable,,154,154,,897,8,12.629870129870131,4.160114532582007
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,0.010419129321848965,0.00905263749926245,-0.007323714141802171,0.028161972785500103,0.24975297914285405,difference,0.010419129321848965,-0.007323714141802171,0.028161972785500103,0.03855587063165935,0.03349918304257427,-0.02710132164330111,0.10421306290661982,0.03855587063165935,-0.02710132164330111,0.10421306290661982,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,PASS,acceptable,,154,154,,897,8,12.11038961038961,3.7004887299754983
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,0.005481512271490679,0.006588764915308313,-0.007432229665114709,0.018395254208096068,0.40543808427315026,ratio,1.0127016376256288,0.9830322602305117,1.0432664810096317,0.021908506672923416,0.026333973721835775,-0.029705133391698887,0.07352214673754572,1.051740279126007,0.9338881540517155,1.1844647669391,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,897,154,897,897,8,15.551948051948052,3.996799712894827
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.013759298667775439,0.007847326468906797,-0.029139775921760633,0.0016211785862097552,0.0795378206768,ratio,0.9688146587725683,0.935104666057877,1.0037398776005195,-0.043869707607591964,0.02502016461773027,-0.09290832914560665,0.005168913930422723,0.9039206176576936,0.8074054393571795,1.0119729731783618,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,897,154,897,897,8,13.935064935064934,3.188368002384869
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,-4.7600687639824413e-4,0.006125026670279712,-0.012480838554493766,0.011528824801697276,0.9380547062406244,ratio,0.9989045541016401,0.971670821582471,1.0269015864652131,-0.0019802431241133026,0.02548081246348301,-0.051921717849359325,0.04796123160113271,0.9954507012532063,0.8873159374870196,1.1167635525987565,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,897,154,897,897,8,12.629870129870131,4.160114532582007
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,-0.002274966333804758,0.007085165774729233,-0.016161636076769882,0.011611703409160365,0.7481432091253151,ratio,0.9947753924198343,0.9634703716926142,1.0270975739768264,-0.008418487279318184,0.026218576099393646,-0.05980595216005238,0.042968977601416,0.9808023838228518,0.8713528335994604,1.1039997564921953,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,897,154,897,897,8,12.11038961038961,3.7004887299754983
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,0.012811051208026761,0.00931747208153449,-0.005450858498738281,0.0310729609147918,0.16914718040664373,ratio,1.029937927164992,0.9875273706044093,1.074169856338951,0.05120320579012228,0.03724006974038261,-0.02178598968278749,0.12419240126303205,1.1251312982094201,0.9510733452387491,1.3310439668484555,wald_normal,PASS,,,,,,,NOT_INFERENTIAL,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,897,154,897,897,8,15.551948051948052,3.996799712894827
