run_id,placement,metric_id,metric_order,manuscript_name,display_unit,response_family,response_transform,method_id,photoperiod_hours,derivative_estimate,derivative_se,critical_value,derivative_lower,derivative_upper,pointwise_detected_increase,pointwise_detected_decrease,pointwise_compatible_with_zero,zero_compatible_to_recorded_end,previous_point_detected_increase,qualifying_transition,derivative_state
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,lx,gaussian,log10_offset_0.1,REVISED_CENTRAL_UNCONDITIONAL_POINTWISE,10.329644992086624,0.11281521593353692,0.04381884677987118,1.9599639845400536,0.02693185440091051,0.19869857746616332,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,POINTWISE_DETECTED_INCREASE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,lx,gaussian,log10_offset_0.1,REVISED_CENTRAL_UNCONDITIONAL_POINTWISE,10.432626833893634,0.1128136110113863,0.04380532019501116,1.9599639845400536,0.02695676109791936,0.19867046092485324,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POINTWISE_DETECTED_INCREASE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,lx,gaussian,log10_offset_0.1,REVISED_CENTRAL_UNCONDITIONAL_POINTWISE,10.535608675700647,0.11280515834865563,0.04373572371344922,1.9599639845400536,0.0270847150325008,0.19852560166481048,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POINTWISE_DETECTED_INCREASE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,lx,gaussian,log10_offset_0.1,REVISED_CENTRAL_UNCONDITIONAL_POINTWISE,10.63859051750766,0.11278245527431818,0.04355666686710163,1.9599639845400536,0.02741295692818994,0.1981519536204464,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POINTWISE_DETECTED_INCREASE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,lx,gaussian,log10_offset_0.1,REVISED_CENTRAL_UNCONDITIONAL_POINTWISE,10.741572359314672,0.11273939215973108,0.04323084815327067,1.9599639845400536,0.02800848675820068,0.1974702975612615,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POINTWISE_DETECTED_INCREASE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,lx,gaussian,log10_offset_0.1,REVISED_CENTRAL_UNCONDITIONAL_POINTWISE,10.844554201121683,0.1126707594481457,0.04273525551032558,1.9599639845400536,0.0289111977777907,0.19643032111850067,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POINTWISE_DETECTED_INCREASE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,lx,gaussian,log10_offset_0.1,REVISED_CENTRAL_UNCONDITIONAL_POINTWISE,10.947536042928697,0.11257288966718168,0.0420636533519037,1.9599639845400536,0.03012964403927293,0.19501613529509043,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POINTWISE_DETECTED_INCREASE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,lx,gaussian,log10_offset_0.1,REVISED_CENTRAL_UNCONDITIONAL_POINTWISE,11.050517884735708,0.1124416615984148,0.04121823420885074,1.9599639845400536,0.03165540704273056,0.19322791615409904,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POINTWISE_DETECTED_INCREASE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,lx,gaussian,log10_offset_0.1,REVISED_CENTRAL_UNCONDITIONAL_POINTWISE,11.15349972654272,0.11227299396831386,0.04021108770741204,1.9599639845400536,0.033460710282605,0.19108527765402272,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POINTWISE_DETECTED_INCREASE
primary__near_eye,near_eye,daily_geometric_mean_medi,1,Mean melEDI,lx,gaussian,log10_offset_0.1,REVISED_CENTRAL_UNCONDITIONAL_POINTWISE,11.256481568349733,0.11206419433480444,0.03906369295457367,1.9599639845400536,0.03550076304070901,0.18862762562889987,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POINTWISE_DETECTED_INCREASE
