"parameter","estimate","standard_error","model_id","sample_id"
"beta_mu",0.511648932227609,0.0461667710838451,"BA-LB-SENS-COMPLETE-TRIADS","SENS-COMPLETE-TRIADS"
"beta_mu",-1.70660597605054,0.0447376103150733,"BA-LB-SENS-COMPLETE-TRIADS","SENS-COMPLETE-TRIADS"
"beta_mu",0.0604898980434127,0.0509897491285207,"BA-LB-SENS-COMPLETE-TRIADS","SENS-COMPLETE-TRIADS"
"beta_mu",0.332122271834529,0.129631778853732,"BA-LB-SENS-COMPLETE-TRIADS","SENS-COMPLETE-TRIADS"
"beta_mu",0.0409701569133071,0.121407859355186,"BA-LB-SENS-COMPLETE-TRIADS","SENS-COMPLETE-TRIADS"
"beta_mu",0.0646215204059985,0.105142169409853,"BA-LB-SENS-COMPLETE-TRIADS","SENS-COMPLETE-TRIADS"
"beta_mu",-0.212208889071446,0.0860779115793371,"BA-LB-SENS-COMPLETE-TRIADS","SENS-COMPLETE-TRIADS"
"beta_mu",-0.56001483591288,0.12334016278757,"BA-LB-SENS-COMPLETE-TRIADS","SENS-COMPLETE-TRIADS"
"beta_mu",0.393582567314521,0.107706254714535,"BA-LB-SENS-COMPLETE-TRIADS","SENS-COMPLETE-TRIADS"
"beta_mu",-0.547386709671461,0.10355945874509,"BA-LB-SENS-COMPLETE-TRIADS","SENS-COMPLETE-TRIADS"
"beta_mu",-0.251627466370657,0.177744871183156,"BA-LB-SENS-COMPLETE-TRIADS","SENS-COMPLETE-TRIADS"
"beta_mu",0.163866607527978,0.0358367912888081,"BA-LB-SENS-COMPLETE-TRIADS","SENS-COMPLETE-TRIADS"
"beta_mu",0.153948851876413,0.115930394140594,"BA-LB-SENS-COMPLETE-TRIADS","SENS-COMPLETE-TRIADS"
"beta_mu",-0.160921237102363,0.130995220525095,"BA-LB-SENS-COMPLETE-TRIADS","SENS-COMPLETE-TRIADS"
"beta_mu",0.324099050238353,0.110780066308342,"BA-LB-SENS-COMPLETE-TRIADS","SENS-COMPLETE-TRIADS"
"beta_mu",0.137308363783584,0.137753216321426,"BA-LB-SENS-COMPLETE-TRIADS","SENS-COMPLETE-TRIADS"
"beta_mu",0.436378611871451,0.0974751303604202,"BA-LB-SENS-COMPLETE-TRIADS","SENS-COMPLETE-TRIADS"
"beta_mu",-0.225495912439574,0.112408956909473,"BA-LB-SENS-COMPLETE-TRIADS","SENS-COMPLETE-TRIADS"
"beta_mu",0.0128010443848384,0.0787631248509117,"BA-LB-SENS-COMPLETE-TRIADS","SENS-COMPLETE-TRIADS"
"beta_mu",0.0532496338335685,0.0894505616306131,"BA-LB-SENS-COMPLETE-TRIADS","SENS-COMPLETE-TRIADS"
"beta_mu",0.667691663159743,0.108765992690196,"BA-LB-SENS-COMPLETE-TRIADS","SENS-COMPLETE-TRIADS"
