"parameter","estimate","standard_error","model_id","sample_id"
"beta_mu",0.491433554826054,0.0495423304156307,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",-1.6824507985067,0.0499742738400051,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",0.0403379705316516,0.0569751226759124,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",0.358553503137268,0.134808424149573,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",0.0639578586423308,0.134762464732702,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",0.0405346222296822,0.111538347465787,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",-0.148612114226077,0.091622238453318,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",-0.677513468596097,0.132663527016954,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",0.370248668798825,0.114003027710533,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",-0.493696681638737,0.110710980842502,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",-0.249539716698354,0.183711695519563,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",0.169705847018988,0.0391307143947726,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",0.172745712696843,0.125200366891091,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",-0.18711020645184,0.139359082763831,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",0.238550404930449,0.131527981173457,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",0.172973334131929,0.159968165230447,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",0.443935565763354,0.108422557155931,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",-0.167352778218282,0.121425517177645,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",0.0783260542202993,0.0875116321508912,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",0.074993730857993,0.0970990134235856,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",0.656259019020827,0.123104412203006,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",0.163638284054307,0.141598825449775,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",-0.413151165046435,0.109888502351802,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",-0.452556152487805,0.123611640698588,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",0.205520391074411,0.110978800034786,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",0.21753948164898,0.124460347449657,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",-0.0995657240235493,0.184851144679608,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",0.318034691375219,0.194386042679551,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
"beta_mu",0.00739480299541623,0.0472976860789314,"BA-LB-SENS-SUPPORT90","SENS-SUPPORT90"
