"parameter","estimate","standard_error","model_id","sample_id"
"beta_mu",0.497243116240058,0.0506056147762388,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",-1.78295232484503,0.0472824035353706,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",0.0958523537643395,0.0548084471891268,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",0.34965463251525,0.131475437397836,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",0.0487800738007935,0.12382006027458,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",-0.192512292170455,0.0887592433625564,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",-0.541904130495052,0.126258823393779,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",0.394780587710021,0.107982228135677,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",-0.543302220847919,0.104830394648526,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",-0.246140199942928,0.178456891627846,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",0.174310269827715,0.0380340630116471,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",0.215532325611623,0.113811606227701,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",-0.201286090354217,0.13014946637332,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",0.366517352590578,0.10779030078476,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",0.107299945984884,0.135543214604389,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",0.0907509100911112,0.0775307779399506,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",0.0136256470173959,0.0895413871506209,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",0.703338372600864,0.105793236072053,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",0.223166853384319,0.125757408938963,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",-0.362230944300816,0.0998804480552073,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",-0.461315909456425,0.115670743753037,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",0.288173434290241,0.0952530476064906,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",0.116016690948055,0.107778225305582,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",-0.0230164884306398,0.164488158899812,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",0.239185665407994,0.184977930151972,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",0.0439292524903041,0.0449145472433862,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",-0.282852991278333,0.0535522298044452,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",0.160498684835308,0.0994836827896437,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",-0.0660439937856565,0.0875409842964007,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",0.0415645833248417,0.0629962211093268,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",0.0533781681901465,0.0848754849812927,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",0.107566592868456,0.0829026157890601,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",-0.0308735796892606,0.0751936396392187,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",-0.14827296179333,0.130865794159204,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",-0.259335025232926,0.114123068123716,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",0.00254159417750462,0.13159033219022,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",-0.105101404523515,0.107315528777641,"BA-LB-LOSO-BAUA","LOSO-BAUA"
"beta_mu",-0.00639275670380165,0.134817825609697,"BA-LB-LOSO-BAUA","LOSO-BAUA"
