"parameter","estimate","standard_error","model_id","sample_id"
"beta_mu",0.471080895138363,0.0501291674429013,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",-1.72179992783312,0.0467239200772025,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.0767147206566215,0.0538324152168457,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.070961090071147,0.125571380529867,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.118349650646142,0.109251645868932,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",-0.159946419058987,0.0897495802677382,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",-0.510799501259697,0.128486640968726,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.427870341992401,0.108467110508098,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",-0.503429348342069,0.106285974809796,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",-0.210298918405056,0.181508247847071,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.119085884275985,0.0369677998556211,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.322368400920635,0.108929505102056,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.113581259633831,0.134861848179898,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.467684693230986,0.0967447924442962,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",-0.21263544908074,0.112254031687847,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.0474893546874678,0.0779772271668963,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.023477165892825,0.0891038830450123,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.658683876066688,0.107144862294804,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.230915988809856,0.125188496502947,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",-0.398670363622702,0.0996748672409501,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",-0.466842755530611,0.113681727230541,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.25285287785201,0.0957320490320825,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.119573422229525,0.107472085859684,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",-0.0602349636592244,0.166580910909784,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.246458821046536,0.185156857146733,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.046753684246866,0.0441503961458332,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",-0.25805155032668,0.0523173543944426,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",-0.0138072703345086,0.087535185992284,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",-0.169171427970627,0.0798933017190949,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.0900021863477221,0.062745848948578,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.105528657262791,0.0851310665104917,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.145710823713818,0.0824779103217387,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.0217112729495906,0.0746147109555617,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",-0.0956136792520696,0.132019124607233,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",-0.106423175183714,0.108455866596868,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",-0.0308716995556883,0.134220794812558,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",-0.229157470869995,0.0952773859557461,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.154447272252544,0.112246469006439,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",-0.044213985166857,0.0773763163555054,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.0743953336888841,0.0881711523180006,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.0524099527595186,0.107481570039988,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.0552312871078391,0.126479824290949,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.0979154440986108,0.0974178156259472,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",-0.147101208120439,0.110845102457561,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",-0.125672502647107,0.0944655575662832,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",0.123686855506073,0.107560930054433,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",-0.0127259869318406,0.164528093305916,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_mu",-0.101937507332699,0.183468843964055,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_zero",-4.19948612063873,0.238581715974925,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_zero",0.614506049329098,0.293087488510339,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_zero",-0.309296844823697,0.382851263452062,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_zero",-0.222387520119711,0.212094205649194,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_one",-2.44993803439759,0.272494520530643,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_one",-0.586599995880112,0.276074191394276,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_one",0.550856409375545,0.309187991874127,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_one",0.237177450491976,0.312864928340928,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_disp",1.10776490829037,0.0422963557759519,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_disp",0.409629365521061,0.059896555944782,"BA-LB-LOSO-RISE","LOSO-RISE"
"beta_disp",-0.50274765988187,0.0626597497221155,"BA-LB-LOSO-RISE","LOSO-RISE"
"log_sd_mu_part",-1.10726318217027,0.121951683331872,"BA-LB-LOSO-RISE","LOSO-RISE"
