"parameter","estimate","standard_error","model_id","sample_id"
"beta_mu",-0.265919002868609,0.0493728227751734,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",-1.01444882688575,0.0353169932494011,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",0.160101404426417,0.121130365688549,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",0.218891822963166,0.135048944904295,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",0.237133340548497,0.118714555840142,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",0.0815977953320412,0.160168434774482,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",-0.234143373093536,0.111296844062614,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",-0.458168015635175,0.120920449553078,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",-0.093747978999457,0.0868670959376919,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",0.02836513412796,0.0342331763335939,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",0.121639223360929,0.0751024633096803,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",0.182072010219785,0.0892751318628461,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",0.117599388411929,0.0790627031442133,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",-0.0129410123064973,0.108809955385725,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",0.0304427302051343,0.0821097240645193,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",-0.0517481258587638,0.0772878501051653,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",0.122382586323511,0.055976417958875,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",0.142328898059503,0.0345247536761146,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",0.00280028463254665,0.0755826061393829,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",-0.0688727796644295,0.0887021142197582,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",-0.166860690973663,0.0801388380616865,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",0.0517603267650749,0.109957959138831,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",0.185851468043905,0.077518239468087,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",0.0708406467636398,0.0788389880662908,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",-0.0472467251122017,0.0561669708030043,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",-0.141860041858318,0.0741784467525609,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",0.0062045583737476,0.088838582987219,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",-0.0904132249955314,0.0791461409208875,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",0.117832034707218,0.10858110019733,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",0.104152237166856,0.079304154352641,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",-0.0880872739338446,0.0772760205896193,"BA-LB-CHEST-ANY","B_chest"
"beta_mu",-0.026511597356875,0.0552450695762051,"BA-LB-CHEST-ANY","B_chest"
"beta_zero",-4.39015630709186,0.272336103131836,"BA-LB-CHEST-ANY","B_chest"
"beta_zero",0.474019117384145,0.270816734842189,"BA-LB-CHEST-ANY","B_chest"
"beta_zero",-0.32388213031543,0.240748706179497,"BA-LB-CHEST-ANY","B_chest"
"beta_one",-2.77671203767529,0.247889475999344,"BA-LB-CHEST-ANY","B_chest"
"beta_one",-0.268029133941129,0.229349880698361,"BA-LB-CHEST-ANY","B_chest"
"beta_disp",1.31384651195309,0.0406492999253585,"BA-LB-CHEST-ANY","B_chest"
"beta_disp",0.5592838735783,0.0421237833150004,"BA-LB-CHEST-ANY","B_chest"
"log_sd_mu_part",-0.904021952565065,0.0910021126021361,"BA-LB-CHEST-ANY","B_chest"
