"parameter","estimate","standard_error","model_id","sample_id"
"beta_mu",0.505465430401512,0.0467372074443547,"BA-LB-PRIMARY-80","B_80"
"beta_mu",-1.69590483101674,0.0457988724095271,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.0780117861329484,0.052854138323245,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.336677638603267,0.130918858800636,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.0238189761062497,0.128557956798729,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.0395440414897654,0.107479362279213,"BA-LB-PRIMARY-80","B_80"
"beta_mu",-0.18577012455628,0.0875371340401101,"BA-LB-PRIMARY-80","B_80"
"beta_mu",-0.589695944337733,0.125521543411793,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.400259838006284,0.107326620497094,"BA-LB-PRIMARY-80","B_80"
"beta_mu",-0.525280611794861,0.106412949990149,"BA-LB-PRIMARY-80","B_80"
"beta_mu",-0.267989135915652,0.177981444605275,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.160257828589853,0.0365059848011511,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.186209177461446,0.118149263100278,"BA-LB-PRIMARY-80","B_80"
"beta_mu",-0.195972456141658,0.135526415595796,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.265229872384005,0.120394544794321,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.14098479279783,0.158101719431398,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.512518062831027,0.0999134308635652,"BA-LB-PRIMARY-80","B_80"
"beta_mu",-0.244759632859283,0.118785339093068,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.0126210175065331,0.0807761776670546,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.0721319588600282,0.0934483895079445,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.646133061285551,0.112378036472865,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.237766481938611,0.132039928858162,"BA-LB-PRIMARY-80","B_80"
"beta_mu",-0.421288026730142,0.103168193737834,"BA-LB-PRIMARY-80","B_80"
"beta_mu",-0.489013570740049,0.118790475066167,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.194793543301981,0.103227447500515,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.205470743638269,0.120923703682357,"BA-LB-PRIMARY-80","B_80"
"beta_mu",-0.0513647945334393,0.169778191404743,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.229681775950857,0.190191899517638,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.0195019403440331,0.0433595963761884,"BA-LB-PRIMARY-80","B_80"
"beta_mu",-0.232338938184811,0.0522112901975031,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.212989671128401,0.102315007622684,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.0343086225351619,0.0972421191517053,"BA-LB-PRIMARY-80","B_80"
"beta_mu",-0.205470646045615,0.0824293072051177,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.0252467139435353,0.0651397373910474,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.0656123942789583,0.0882281621650889,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.119305161374731,0.0857560248652622,"BA-LB-PRIMARY-80","B_80"
"beta_mu",-0.0423868474181804,0.081555225074295,"BA-LB-PRIMARY-80","B_80"
"beta_mu",-0.115000489942486,0.134635180512179,"BA-LB-PRIMARY-80","B_80"
"beta_mu",-0.265538712632682,0.117783015890304,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.0113701809134835,0.137938427069972,"BA-LB-PRIMARY-80","B_80"
"beta_mu",-0.15082459657047,0.119897882581862,"BA-LB-PRIMARY-80","B_80"
"beta_mu",0.0850248990122283,0.156882645598824,"BA-LB-PRIMARY-80","B_80"
