"parameter","estimate","standard_error","model_id","sample_id"
"beta_mu",0.505501357505443,0.0509552727116795,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",-1.7482919716703,0.0474180121462068,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.0713919184557292,0.0535077117239215,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.333026786692726,0.131955767730732,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.0751826915870809,0.109317975238598,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",-0.200812871561264,0.0902859505952561,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",-0.544614547594862,0.129240269917799,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.393533824984116,0.113102643435903,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",-0.543664441058823,0.106684751141899,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",-0.252405259277654,0.182283270269465,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.156553174187072,0.0377248240418112,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.197369365436343,0.112583030230139,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",-0.158414565009531,0.127866303039597,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.498912697228955,0.0959814067238487,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",-0.179225808603691,0.111525366447323,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.0721595672173407,0.077771450763865,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.0489300126826458,0.0884021944729364,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.677522673639697,0.106878908622636,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.247980319725836,0.125298592920327,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",-0.382811089302841,0.101822716836512,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",-0.402625907889085,0.119305165605028,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.269904840750683,0.0953955078083884,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.14526569207374,0.107157310658397,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",-0.0374487419961757,0.165752949119543,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.268376221925738,0.184742393825196,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.0217173687301599,0.0448165832756067,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",-0.250712747984575,0.0521571922375711,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.179377678279421,0.0976341068471189,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",-0.201152565660746,0.0796243440789519,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.0558808249035108,0.0628602384174089,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.0693560923407659,0.0852459050636471,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.132319236568636,0.0837681253374846,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",-0.0171435851056924,0.0750519456491079,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",-0.131357825896437,0.131447988762729,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",-0.240514546321706,0.113122268267696,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",-0.0272126306597864,0.1291748104922,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",-0.210409859396255,0.0946267873871468,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.145123279135361,0.111434490279914,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",-0.020411686608123,0.0772842224552297,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.0701753553490742,0.0877215151232424,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.0775838413198155,0.107273143967053,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.0485525111716366,0.126708241132922,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.106299615889919,0.100043426939119,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",-0.150059292469302,0.114416521987441,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",-0.0944630706564259,0.0945607536718208,"BA-LB-LOSO-THUAS","LOSO-THUAS"
"beta_mu",0.119735241151349,0.107748222653652,"BA-LB-LOSO-THUAS","LOSO-THUAS"
