"parameter","estimate","standard_error","model_id","sample_id"
"beta_mu",0.534443702377041,0.0458502105472122,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
"beta_mu",-1.69986388394386,0.0439064283497078,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
"beta_mu",0.0858767274628018,0.0499967548271173,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
"beta_mu",0.313019398923692,0.129223777446903,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
"beta_mu",0.0206275838024795,0.121133060446126,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
"beta_mu",0.0502635293764938,0.10467706065708,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
"beta_mu",-0.201767272129803,0.085207134456472,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
"beta_mu",-0.576378926970283,0.123173020916948,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
"beta_mu",0.385989936453072,0.104992294410998,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
"beta_mu",-0.514622929643724,0.100806409340641,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
"beta_mu",-0.252523284685147,0.175235437855635,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
"beta_mu",0.141578443877561,0.0351384805287404,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
"beta_mu",0.138260289030613,0.114452336109721,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
"beta_mu",-0.183226987748557,0.129966757601688,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
"beta_mu",0.285802998740358,0.10827426001189,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
"beta_mu",0.135543247190933,0.136608837978266,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
"beta_mu",0.460685848174064,0.09389771263171,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
"beta_mu",-0.202234735068196,0.111156879598949,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
"beta_mu",0.011289839055522,0.0759255409513613,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
"beta_mu",0.0645068802198534,0.0868401717871932,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
"beta_mu",0.629960967932058,0.106347921593503,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
"beta_mu",0.229193148394813,0.125059459345123,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
"beta_mu",-0.404148240978575,0.0982989592213515,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
"beta_mu",-0.464344680829832,0.114412523698128,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
"beta_mu",0.234218622651667,0.0917744874547243,"BA-LB-SENS-EXCLUDE-ZERO","SENS-EXCLUDE-ZERO"
