"parameter","estimate","standard_error","model_id","sample_id"
"beta_mu",0.511197856416882,0.0463977625995798,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",-1.7040647105515,0.0442379133254687,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",0.0657958326699247,0.0501229527805989,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",0.332125279282324,0.131169265407518,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",0.0340676383167421,0.123436901643982,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",0.0606738038736634,0.106487935832147,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",-0.184354452951022,0.0869606740811433,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",-0.549580886313965,0.12534876195532,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",0.383798673986341,0.10738434690855,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",-0.547851512215523,0.103779097753557,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",-0.276420475821246,0.178951970431867,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",0.150470057746361,0.0354063902432567,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",0.15286817571977,0.115640969310152,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",-0.179411332356327,0.130636313298172,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",0.299466189469506,0.110189172393128,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",0.134646608333464,0.137375466088464,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",0.466349754440906,0.0966726523736506,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",-0.205497871813401,0.112407470619086,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",0.0117938398174027,0.0775372565720258,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",0.0815067456103069,0.0881334148803417,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",0.639358619358169,0.107501035768567,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",0.246577707232253,0.12596635430104,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",-0.414056921446743,0.100562187266764,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",-0.453308928295052,0.115374989003801,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",0.236786164794823,0.0964236067394998,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",0.135734455927037,0.108459926378142,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",-0.0538234512515888,0.168341531259521,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",0.214842113574017,0.187053787070651,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",0.010312160384627,0.0420981477086677,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",-0.253311837005999,0.0492604985113937,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",0.183007456321267,0.10067441317883,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
"beta_mu",-0.0189635486762295,0.088653733796065,"BA-LB-SENS-TINYGT30","SENS-TINYGT30"
