"parameter","estimate","standard_error","model_id","sample_id"
"beta_mu",0.516065137131703,0.0507048435631521,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",-1.69931651644187,0.0490009739229681,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",0.0681149644776476,0.0573207015273824,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",0.300919352751676,0.126929511384639,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",0.0147096252951893,0.119732360254948,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",0.0485525686050558,0.104648880492975,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",-0.563563281245448,0.12236705975429,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",0.359488174091196,0.105836236897795,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",-0.562557072221504,0.101879064234104,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",-0.282469688236302,0.173509462963819,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",0.140836481095545,0.0394822070258659,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",0.163809558339006,0.113153949686553,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",-0.1691581200719,0.130704578245187,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",0.302428180709978,0.108395386474423,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",0.134822457091213,0.136484859412274,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",0.467216733595179,0.0956489528393567,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",-0.181819991334681,0.114199294635111,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",0.627848899398686,0.107198685626152,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",0.255472916819711,0.128302904701147,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",-0.403547609562401,0.100278744822855,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",-0.413927609864616,0.116389788922454,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",0.225433986258993,0.0957169874030026,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",0.133519982038541,0.109422379683716,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",-0.0821196405849284,0.165566941235897,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",0.259192824354676,0.187496068271644,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",0.0113655295768087,0.0465345708720943,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",-0.272233653738518,0.0559967628694863,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",0.193671507343906,0.0988322662639114,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",-0.0305286029263687,0.0881813503953158,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",-0.178887819270411,0.0800749756554657,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",0.0831482352045391,0.0866029586210898,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",0.140570466826163,0.0838130846175656,"BA-LB-LOSO-MPI","LOSO-MPI"
"beta_mu",0.00136310557160088,0.0762326360018508,"BA-LB-LOSO-MPI","LOSO-MPI"
