"parameter","estimate","standard_error","model_id","sample_id"
"beta_mu",0.513712497814986,0.0472578823385985,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",-1.70772203905449,0.0446183604550638,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.0706559426154839,0.0513908587885486,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.335327357923568,0.132233912160404,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.0368732503402404,0.124690844143926,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.0696927033118583,0.107826525189195,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",-0.206244706268578,0.0881174260580648,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",-0.550512763641167,0.127388317421671,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.390197779427959,0.109009047974797,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",-0.54864554538858,0.104917325883344,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",-0.256479354553427,0.180985039846513,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.147825972193967,0.0357217076665772,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.150498830294695,0.115427242934065,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",-0.18134733675322,0.130995796584551,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.298046184667813,0.10996540336981,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.141422255338879,0.137008149565044,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.458784307606065,0.0967925290673698,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",-0.191081991420688,0.113074201341267,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.034120333074222,0.07765059409853,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.0342411301000686,0.0888815601872284,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.64014226034943,0.107924422675331,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.24627004139335,0.127284589842215,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",-0.421187514816951,0.101006209005788,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",-0.425867875204815,0.11657425119154,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.233908391027295,0.0961548206506716,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.132609419051967,0.108143964694182,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",-0.0722663358082101,0.168498513205583,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.25228908150768,0.187933877618019,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.0139600114368984,0.0423528282296424,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",-0.258487016364232,0.0501571301802149,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.178215765644016,0.100542405097754,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",-0.0356238560786419,0.0885770553781739,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",-0.191349423030965,0.0801172155516917,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.0648141706499215,0.062637549224467,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.0756829177271519,0.0860194691795981,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.130516825121435,0.0835067318631038,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",-0.00646800175939923,0.0754543561843136,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",-0.12361812724855,0.133428505998107,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",-0.224925524613698,0.115868085465765,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",-0.0170387074541442,0.132501748163236,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",-0.0795356977774462,0.109414988163322,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",-0.0200242283467988,0.136281769423997,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",-0.204295651929341,0.0954650340104392,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.148333799894819,0.113034846203454,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",-0.0134128676505372,0.0771553854406827,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.0721983889964455,0.0880644073381682,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.0870183795485864,0.108399541298244,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.0500923698958775,0.128831421250631,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.120747445910846,0.0988957699043389,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",-0.148458702883431,0.113014234916235,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",-0.0896828090532186,0.0952906684953185,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.12273536507671,0.108715690172237,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",0.0175319513926073,0.166466186009836,"BA-LB-PRIMARY-ANY","B_any"
"beta_mu",-0.101532912399461,0.186243121511345,"BA-LB-PRIMARY-ANY","B_any"
"beta_zero",-4.26996531417954,0.226830983002008,"BA-LB-PRIMARY-ANY","B_any"
"beta_zero",0.548429080672214,0.285355217247061,"BA-LB-PRIMARY-ANY","B_any"
"beta_zero",-0.222835196565471,0.352067150192675,"BA-LB-PRIMARY-ANY","B_any"
"beta_zero",-0.177950961054082,0.210292095762868,"BA-LB-PRIMARY-ANY","B_any"
"beta_one",-2.57732327746961,0.324739644811965,"BA-LB-PRIMARY-ANY","B_any"
"beta_one",-0.734736541727524,0.327000164389197,"BA-LB-PRIMARY-ANY","B_any"
"beta_one",0.709776305407482,0.344893362227675,"BA-LB-PRIMARY-ANY","B_any"
"beta_one",0.254072740049743,0.348381505110339,"BA-LB-PRIMARY-ANY","B_any"
"beta_disp",1.10416616921086,0.041102261267893,"BA-LB-PRIMARY-ANY","B_any"
"beta_disp",0.423780326627526,0.0582010202190322,"BA-LB-PRIMARY-ANY","B_any"
"beta_disp",-0.528570520937133,0.0610536773231268,"BA-LB-PRIMARY-ANY","B_any"
