"parameter","estimate","standard_error","model_id","sample_id"
"beta_mu",0.512980189738708,0.0475923608715796,"BA-LB-INFLUENCE-5","INFLUENCE-5"
"beta_mu",-1.70259662375823,0.0447702270335711,"BA-LB-INFLUENCE-5","INFLUENCE-5"
"beta_mu",0.07207882343766,0.0522025032118273,"BA-LB-INFLUENCE-5","INFLUENCE-5"
"beta_mu",0.336453389382636,0.132393096717296,"BA-LB-INFLUENCE-5","INFLUENCE-5"
"beta_mu",0.0440840819015913,0.125031898215055,"BA-LB-INFLUENCE-5","INFLUENCE-5"
"beta_mu",0.043996936244367,0.110285557780718,"BA-LB-INFLUENCE-5","INFLUENCE-5"
"beta_mu",-0.205091251860997,0.0884057405500452,"BA-LB-INFLUENCE-5","INFLUENCE-5"
"beta_mu",-0.549153136813763,0.127687445435162,"BA-LB-INFLUENCE-5","INFLUENCE-5"
"beta_mu",0.400454156289353,0.10984954549557,"BA-LB-INFLUENCE-5","INFLUENCE-5"
"beta_mu",-0.547865001103643,0.105196413874091,"BA-LB-INFLUENCE-5","INFLUENCE-5"
"beta_mu",-0.258958087425255,0.181384000041822,"BA-LB-INFLUENCE-5","INFLUENCE-5"
"beta_mu",0.153476342581097,0.0357806346269234,"BA-LB-INFLUENCE-5","INFLUENCE-5"
"beta_mu",0.143022804414707,0.11523697630778,"BA-LB-INFLUENCE-5","INFLUENCE-5"
"beta_mu",-0.183717946466231,0.131259584057149,"BA-LB-INFLUENCE-5","INFLUENCE-5"
"beta_mu",0.283949499297801,0.109985843429594,"BA-LB-INFLUENCE-5","INFLUENCE-5"
"beta_mu",0.150355522225738,0.137991881577025,"BA-LB-INFLUENCE-5","INFLUENCE-5"
"beta_mu",0.556095424996768,0.0978649938918161,"BA-LB-INFLUENCE-5","INFLUENCE-5"
"beta_mu",-0.210945044468001,0.116385667548464,"BA-LB-INFLUENCE-5","INFLUENCE-5"
"beta_mu",0.0234523954903338,0.0776298011359021,"BA-LB-INFLUENCE-5","INFLUENCE-5"
"beta_mu",0.0315741731847775,0.0893093937755044,"BA-LB-INFLUENCE-5","INFLUENCE-5"
"beta_mu",0.631006600169509,0.107780150529193,"BA-LB-INFLUENCE-5","INFLUENCE-5"
"beta_mu",0.248552973528151,0.127667226628867,"BA-LB-INFLUENCE-5","INFLUENCE-5"
