data_scenario,placement,site,Id,local_date,abs_latitude_deg,photoperiod_hours,metric_order,metric_id,source_column,original_value,site_participant,response_value,row_key,run_id
gap_timing_unaware,chest,RISE,RISE_S001,2025-03-04,57.715675,12.179657288326158,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,5817.327750000001,RISE.RISE_S001,3.764730998237897,RISE__RISE_S001__2025-03-04,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S001,2025-03-05,57.715675,12.261009983155462,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,985.422416666668,RISE.RISE_S001,2.9936665071785415,RISE__RISE_S001__2025-03-05,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S001,2025-03-06,57.715675,12.34262978831927,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,5621.215805555549,RISE.RISE_S001,3.749837984644911,RISE__RISE_S001__2025-03-06,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S001,2025-03-07,57.715675,12.424510966539383,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,24304.90647222221,RISE.RISE_S001,4.385695741059605,RISE__RISE_S001__2025-03-07,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S001,2025-03-08,57.715675,12.506648212075234,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,3721.5698888888933,RISE.RISE_S001,3.5707378487001704,RISE__RISE_S001__2025-03-08,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S001,2025-03-09,57.715675,12.58903662721316,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,37136.26436111114,RISE.RISE_S001,4.569799384185833,RISE__RISE_S001__2025-03-09,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S002,2025-03-18,57.715675,13.341199753284455,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,5553.070000000003,RISE.RISE_S002,3.7445409687961444,RISE__RISE_S002__2025-03-18,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S002,2025-03-19,57.715675,13.42590415040652,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,7440.455583333336,RISE.RISE_S002,3.87160536535331,RISE__RISE_S002__2025-03-19,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S002,2025-03-20,57.715675,13.510826363431082,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,6813.782749999995,RISE.RISE_S002,3.8333946561666816,RISE__RISE_S002__2025-03-20,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S002,2025-03-21,57.715675,13.595964657399389,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,9090.312000000007,RISE.RISE_S002,3.958583566970232,RISE__RISE_S002__2025-03-21,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S002,2025-03-22,57.715675,13.68131742046939,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,1952.5003055555542,RISE.RISE_S002,3.290613352936208,RISE__RISE_S002__2025-03-22,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S002,2025-03-23,57.715675,13.766883142524295,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,1921.3091666666671,RISE.RISE_S002,3.283619858304467,RISE__RISE_S002__2025-03-23,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S003,2025-03-18,57.715675,13.341199753284455,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,4040.9801944444453,RISE.RISE_S003,3.606497469017041,RISE__RISE_S003__2025-03-18,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S003,2025-03-19,57.715675,13.42590415040652,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,14674.057750000004,RISE.RISE_S003,4.166553183512523,RISE__RISE_S003__2025-03-19,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S003,2025-03-20,57.715675,13.510826363431082,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,13733.908777777775,RISE.RISE_S003,4.137797320627667,RISE__RISE_S003__2025-03-20,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S003,2025-03-21,57.715675,13.595964657399389,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,22065.396972222246,RISE.RISE_S003,4.3437137133315105,RISE__RISE_S003__2025-03-21,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S003,2025-03-22,57.715675,13.68131742046939,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,24929.632694444426,RISE.RISE_S003,4.396717621867185,RISE__RISE_S003__2025-03-22,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S003,2025-03-23,57.715675,13.766883142524295,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,629.5620555555553,RISE.RISE_S003,2.7991075228091953,RISE__RISE_S003__2025-03-23,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S004,2025-03-25,57.715675,13.938647803200615,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,2371.703722222227,RISE.RISE_S004,3.375078746293064,RISE__RISE_S004__2025-03-25,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S004,2025-03-26,57.715675,14.024844036764568,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,25961.1191388889,RISE.RISE_S004,4.414325083076717,RISE__RISE_S004__2025-03-26,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S004,2025-03-27,57.715675,14.111247775289748,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,1700.7356111111108,RISE.RISE_S004,3.2306623402807872,RISE__RISE_S004__2025-03-27,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S004,2025-03-28,57.715675,14.19785769297017,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,3102.2349722222184,RISE.RISE_S004,3.4916886886205765,RISE__RISE_S004__2025-03-28,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S004,2025-03-29,57.715675,14.284672434462442,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,30790.00408333332,RISE.RISE_S004,4.488411157001312,RISE__RISE_S004__2025-03-29,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S004,2025-03-30,57.715675,14.371690592434671,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,2699.113805555555,RISE.RISE_S004,3.431237286518488,RISE__RISE_S004__2025-03-30,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S005,2025-04-01,57.715675,14.54633112874296,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,17793.993055555522,RISE.RISE_S005,4.250275857414026,RISE__RISE_S005__2025-04-01,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S005,2025-04-02,57.715675,14.633950222267044,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,30493.06597222222,RISE.RISE_S005,4.484202517605303,RISE__RISE_S005__2025-04-02,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S005,2025-04-03,57.715675,14.721766114168696,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,34397.13816666667,RISE.RISE_S005,4.536523573468956,RISE__RISE_S005__2025-04-03,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S005,2025-04-04,57.715675,14.809776781466272,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,31432.119000000028,RISE.RISE_S005,4.497375041706022,RISE__RISE_S005__2025-04-04,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S005,2025-04-05,57.715675,14.897980003555615,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,23248.874750000014,RISE.RISE_S005,4.366403805818011,RISE__RISE_S005__2025-04-05,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S005,2025-04-06,57.715675,14.986373335785336,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,3549.6221666666675,RISE.RISE_S005,3.5501943625746826,RISE__RISE_S005__2025-04-06,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S006,2025-04-15,57.715675,15.78991743306319,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,11845.096499999998,RISE.RISE_S006,4.0735422696309955,RISE__RISE_S006__2025-04-15,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S006,2025-04-16,57.715675,15.880007472435633,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,5772.478277777777,RISE.RISE_S006,3.7613698307839214,RISE__RISE_S006__2025-04-16,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S006,2025-04-17,57.715675,15.970237473911709,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,25164.894666666663,RISE.RISE_S006,4.400796842691136,RISE__RISE_S006__2025-04-17,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S006,2025-04-18,57.715675,16.060599889622793,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,28684.650999999983,RISE.RISE_S006,4.457651084311005,RISE__RISE_S006__2025-04-18,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S006,2025-04-19,57.715675,16.15108650598261,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,678.0884999999995,RISE.RISE_S006,2.8313504212001233,RISE__RISE_S006__2025-04-19,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S006,2025-04-20,57.715675,16.241688398917518,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,1747.9800833333336,RISE.RISE_S006,3.242561324724631,RISE__RISE_S006__2025-04-20,gap_timing_unaware__chest
gap_timing_unaware,chest,RISE,RISE_S007,2025-04-15,57.715675,15.78991743306319,9,dose_time_sensitive_corrected_medi,dose_corrected_medi_lx_h,68889.63883333333,RISE.RISE_S007,4.838154538309164,RISE__RISE_S007__2025-04-15,gap_timing_unaware__chest
