path,sha256,bytes,producer,r_version,inference_status,production_contract_sha256
audit/decisions/h01_metric011_l10_production_authorization.md,ab0764bb55144d9c69caafc8373010f497561757ad2c576d88e32b450817ed4f,3076,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
audit/decisions/h01_metric011_l10_production_gate.md,30b43ef447a2310edd05b245c0c36d0c6a6966f2394f1a149db13d4afe384445,3469,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
audit/decisions/l10_numerical_zero_normalization.md,23b9f70d1d16f7fd3ebbdbc57aaf78c0a701fe1f9d22bd667d926cd320d40797,5435,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_author_gate_manifest.csv,4ea6b40205796078821bbd35911fb26e3a793ead4f5104c42e785b5b35c08c29,8586,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_protected_artifact_baseline.csv,aa687df992dfb58cc3f74452b100f3b8c7c1823deedbb3e6263a735d6a3824fc,253595,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
audit/hypotheses/H01/l10_METRIC-011/bootstrap_pilot/diagnostics/H01_METRIC-011_bootstrap_pilot_provenance.csv,1ecc39a68ec1760373483952af6bd97905a0e6f76b25a7c4711393377b80a308,1173,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
audit/hypotheses/H01/l10_METRIC-011/bootstrap_pilot/H01_METRIC-011_bootstrap_pilot_manifest.csv,7d7970368b94a0dfa5dcbce7b3b42fe712f11bdd2475c8d5addb7426a53d4f0e,7834,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
audit/hypotheses/H01/l10_METRIC-011/bootstrap_production/checkpoints/chest/all_available/l10_mean_medi_checkpoint.rds,8ad52102433c6b0e07f159629f2875d3919e75ea18c3e33c6ff49402634c9b45,57944,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
audit/hypotheses/H01/l10_METRIC-011/bootstrap_production/checkpoints/chest/paired_common_sample/l10_mean_medi_checkpoint.rds,d1c55d594a2fab30cdaed033e7a5ed21ab15ea12c427ff3ef9ffa93878393c71,57636,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
audit/hypotheses/H01/l10_METRIC-011/bootstrap_production/checkpoints/glasses/all_available/l10_mean_medi_checkpoint.rds,a7e030650f05c985ed88499d63a1015c8a1a229241bb6afc700f84f1b332700b,57940,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a
