run_id,data_scenario,placement,sample_scenario,analytical_role,metric_order,metric_id,manuscript_name,abbreviation,manuscript_category,analysis_unit,response_family,response_transform,effect_scale,display_unit,predictor,estimand,term,estimate_model,standard_error,conf_low_model,conf_high_model,interval_distribution,estimate_status,estimate_practical,conf_low_practical,conf_high_practical,practical_effect_type,practical_unit,estimate_model_per_year,conf_low_model_per_year,conf_high_model_per_year,estimate_minutes,conf_low_minutes,conf_high_minutes,estimate_practical_per_year,conf_low_practical_per_year,conf_high_practical_per_year,response_model_scale_sd,standardized_estimate,standardized_conf_low,standardized_conf_high,observations,participants,participant_days,contributing_participant_days,metric_support_valid_hours,metric_support_expected_hours,sites,female_participants,male_participants,age_min,age_max,comparison_id,family_id,p_raw,p_adjusted,p_raw_display,p_adjusted_display,raw_significant,adjusted_significant,comparison_method,final_assessment,interpreted_assessment,placement_label,predictor_label,effect_95_ci_display,significance_rule,metric_label
primary__chest__all_available,primary,chest,all_available,complementary_chest,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,biological_sex,Female minus Male,biological_sexFemale,0.04306933901171365,0.06978804050196886,-0.09487196173764262,0.1810106397610699,t(144),ESTIMABLE,1.0440102829821638,0.9094893764529512,1.1984279302122032,odds ratio,odds ratio,,,,,,,,,,0.41698878782657295,0.10328656373759942,-0.22751681701595344,0.43408994449115224,153,153,,900,20845.366666666665,21600,8,85,68,18,68,SEX-MAIN,primary__H10-C2-sex-main,0.5381137007089877,0.6487060965596603,0.538,0.649,FALSE,FALSE,nested partial F test,acceptable,Numerical/convergence check: passed; residual/distribution checks: no threshold flag; temporal check: NOT_APPLICABLE_PARTICIPANT_LEVEL; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,Chest (complementary),"Measured biological sex, Female minus Male",OR 1.04 (0.91–1.20),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Interdaily stability
primary__chest__all_available,primary,chest,all_available,complementary_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,biological_sex,Female minus Male,biological_sexFemale,0.0558987345619889,0.06454438458393956,-0.07167808664599642,0.18347555576997424,t(144),ESTIMABLE,0.0558987345619889,-0.07167808664599642,0.18347555576997424,difference,dimensionless,,,,,,,,,,0.39933427787330206,0.13997980553956868,-0.1794939493492165,0.45945356042835384,153,153,,900,20845.366666666665,21600,8,85,68,18,68,SEX-MAIN,primary__H10-C2-sex-main,0.3879028059773011,0.5495289751345099,0.388,0.550,FALSE,FALSE,nested partial F test,acceptable,Numerical/convergence check: passed; residual/distribution checks: no threshold flag; temporal check: NOT_APPLICABLE_PARTICIPANT_LEVEL; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,Chest (complementary),"Measured biological sex, Female minus Male",0.056 (-0.072–0.183),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Intradaily variability
primary__chest__all_available,primary,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,biological_sex,Female minus Male,biological_sexFemale,-0.12969709805777094,0.04770947072064448,-0.22320594239170233,-0.03618825372383956,normal,ESTIMABLE,0.7418274540321611,0.5981278956234996,0.9200506707385496,ratio,ratio,,,,,,,,,,0.44277498066411886,-0.292918759463866,-0.5041069440213524,-0.08173057490637964,902,154,902,902,20891.75,21648,8,86,68,18,68,SEX-MAIN,primary__H10-C2-sex-main,0.0056704247194507,0.04819861011533095,0.006,0.048,TRUE,TRUE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence check: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Chest (complementary),"Measured biological sex, Female minus Male",0.74× (0.60–0.92),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Mean melEDI
primary__chest__all_available,primary,chest,all_available,complementary_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,biological_sex,Female minus Male,biological_sexFemale,-0.1532939897187218,0.06959378429969498,-0.28969530049397296,-0.0168926789434706,normal,ESTIMABLE,0.7025965457307448,0.5132213320184688,0.9618499373970106,ratio,ratio,,,,,,,,,,0.6917138140216488,-0.22161475831668748,-0.4188080310405746,-0.02442148559280024,902,154,902,902,,,8,86,68,18,68,SEX-MAIN,primary__H10-C2-sex-main,0.02445919901094683,0.13860212772869873,0.024,0.139,TRUE,FALSE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence check: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Chest (complementary),"Measured biological sex, Female minus Male",0.70× (0.51–0.96),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Brightest 10 h mean
primary__chest__all_available,primary,chest,all_available,complementary_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,biological_sex,Female minus Male,biological_sexFemale,-0.11773840516937652,0.03610761686416969,-0.18850803379072015,-0.04696877654803287,normal,ESTIMABLE,0.7625381822930214,0.6478761104302834,0.8974933171537514,ratio,ratio,,,,,,,,,,0.3222744824866958,-0.3653357977985025,-0.5849300643854177,-0.14574153121158714,902,154,902,902,,,8,86,68,18,68,SEX-MAIN,primary__H10-C2-sex-main,9.63933577376472e-4,0.01638687081540002,<0.001,0.016,TRUE,TRUE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence check: passed; residual/distribution checks: RESIDUAL_SPREAD_REVIEW; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Chest (complementary),"Measured biological sex, Female minus Male",0.76× (0.65–0.90),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Darkest 10 h mean
primary__chest__all_available,primary,chest,all_available,complementary_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,biological_sex,Female minus Male,biological_sexFemale,-0.1738489356632364,0.1174822316960665,-0.40410987861091663,0.05641200728444387,normal,ESTIMABLE,0.8404238461404134,0.6675707654904866,1.0580335114622554,ratio,ratio,,,,,,,,,,1.4576680752150202,-0.119265104737642,-0.2772303828848735,0.03870017340958952,902,154,902,902,20891.75,21648,8,86,68,18,68,SEX-MAIN,primary__H10-C2-sex-main,0.140157547812842,0.3030469480341897,0.140,0.303,FALSE,FALSE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence check: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Chest (complementary),"Measured biological sex, Female minus Male",0.84× (0.67–1.06),BH-adjusted p ≤ 0.05 within the labelled 17-member family,"Time above 1,000 lx melEDI"
primary__chest__all_available,primary,chest,all_available,complementary_chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,biological_sex,Female minus Male,biological_sexFemale,-0.11542424914359092,0.09185973057047932,-0.2954660126912833,0.06461751440410146,normal,ESTIMABLE,0.8909880627896188,0.7441847071286863,1.0667509294790192,ratio,ratio,,,,,,,,,,2.2682127014888267,-0.05088775363431652,-0.13026380308043556,0.02848829581180254,818,154,818,818,10297.716666666667,10727.6,8,86,68,18,68,SEX-MAIN,primary__H10-C2-sex-main,0.21033163292605972,0.39729308441589056,0.210,0.397,FALSE,FALSE,maximum-likelihood likelihood-ratio test,acceptable,Numerical/convergence check: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,Chest (complementary),"Measured biological sex, Female minus Male",0.89× (0.74–1.07),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Time above 250 lx melEDI during wake
primary__chest__all_available,primary,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant_day,gaussian,identity,difference,h,biological_sex,Female minus Male,biological_sexFemale,0.01233909145651152,0.110139603714685,-0.203530565095785,0.22820874800880803,normal,ESTIMABLE,0.01233909145651152,-0.203530565095785,0.22820874800880803,difference,h,,,,0.7403454873906912,-12.2118339057471,13.69252488052848,,,,0.9918147880691024,0.01244092304827766,-0.20521025451941988,0.2300921006159752,743,153,743,743,2180.1,2205.5,8,85,68,18,68,SEX-MAIN,primary__H10-C2-sex-main,0.9042231230278678,0.9042231230278678,0.904,0.904,FALSE,FALSE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence check: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Chest (complementary),"Measured biological sex, Female minus Male",0.7 min (-12.2–13.7),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Time below 10 lx melEDI before sleep
primary__chest__all_available,primary,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant_day,tweedie_log,identity,ratio,h,biological_sex,Female minus Male,biological_sexFemale,0.05517005820604431,0.028077420588672,0.00013932507346380021,0.11020079133862484,normal,ESTIMABLE,1.0567203033553731,1.0001393347796526,1.116502231931004,ratio,ratio,,,,,,,,,,1.8977373553206576,0.02907149298155767,7.341641511833898e-5,0.05806956954799699,861,154,861,861,6871.416666666667,6873.866666666667,8,86,68,18,68,SEX-MAIN,primary__H10-C2-sex-main,0.05100808832244181,0.2167843753703777,0.051,0.217,FALSE,FALSE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence check: passed; residual/distribution checks: ZERO_MASS_REVIEW; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable with specified limitations.,Chest (complementary),"Measured biological sex, Female minus Male",1.06× (1.00–1.12),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Time below 1 lx melEDI during sleep
primary__chest__all_available,primary,chest,all_available,complementary_chest,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,duration-based,participant_day,gaussian,log10_offset_0.1,ratio,h,biological_sex,Female minus Male,biological_sexFemale,-0.06234956393332804,0.03655194001499764,-0.13399004992779184,0.00929092206113575,normal,ESTIMABLE,0.8662643382977278,0.7345306967148171,1.021623612413505,ratio,ratio,,,,,,,,,,0.3722700578937453,-0.16748476706962043,-0.35992701289459006,0.02495747875534917,902,154,902,902,20891.75,21648,8,86,68,18,68,SEX-MAIN,primary__H10-C2-sex-main,0.08057550130941905,0.2739567044520248,0.081,0.274,FALSE,FALSE,maximum-likelihood likelihood-ratio test,acceptable,Numerical/convergence check: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,Chest (complementary),"Measured biological sex, Female minus Male",0.87× (0.73–1.02),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Longest continuous period above 250 lx melEDI
