run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit.x,response_family.x,response_transform.x,comparison_id,statistic,df,p_raw,log_lik_reduced,log_lik_full,n_obs_reduced,n_obs_full,comparison_status,scope_change,family_id,family_n,family_instance_id,p_adjusted,family_status,analysis_unit.y,response_family.y,response_transform.y,effect_scale,preregistered_photoperiod,lower_bound,upper_bound,audit_upper_threshold,diagnostic_note,manuscript_name,abbreviation,manuscript_category,display_unit,variant_label,family_label,analysis_unit_label,question_order,question_id,question_label,run_order,run_label,data_label,placement_label,sample_label
main__glasses__all_available,main,glasses,all_available,primary,1,interdaily_stability,participant,gaussian,logit,site_full_vs_no_site,22.798061816804193,8,0.00363342046276409,-84.77114914819934,-73.37211823979725,141,141,PASS,photoperiod_omitted_for_non_duration_metric,H01-S1-registered-site,17,main__glasses__all_available::H01-S1-registered-site,0.00617681478669896,COMPLETE,participant,gaussian,logit,odds_ratio,FALSE,0,1,,Transformed residual and influence checks,Interdaily stability,IS,dynamics-based,dimensionless,Repeated-day regularity,Gaussian after logit transformation,Participant,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,1,interdaily_stability,participant,gaussian,logit,latitude_full_vs_no_latitude,0.7830625540593417,1,0.3762061354042984,-84.77114914819934,-84.37961787116967,141,141,PASS,photoperiod_omitted_for_non_duration_metric,H01-S2-registered-latitude,17,main__glasses__all_available::H01-S2-registered-latitude,0.5329586918227561,COMPLETE,participant,gaussian,logit,odds_ratio,FALSE,0,1,,Transformed residual and influence checks,Interdaily stability,IS,dynamics-based,dimensionless,Repeated-day regularity,Gaussian after logit transformation,Participant,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,1,interdaily_stability,participant,gaussian,logit,site_full_vs_latitude_full,22.01499926274485,7,0.00252533234152385,-84.37961787116967,-73.37211823979725,141,141,PASS,photoperiod_omitted_for_non_duration_metric,H01-S3-registered-adequacy,17,main__glasses__all_available::H01-S3-registered-adequacy,0.00715510830098426,COMPLETE,participant,gaussian,logit,odds_ratio,FALSE,0,1,,Transformed residual and influence checks,Interdaily stability,IS,dynamics-based,dimensionless,Repeated-day regularity,Gaussian after logit transformation,Participant,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,2,intradaily_variability,participant,gaussian,identity,site_full_vs_no_site,7.544130076745944,8,0.47921668868937456,-66.40302938823496,-62.63096434986198,141,141,PASS,photoperiod_omitted_for_non_duration_metric,H01-S1-registered-site,17,main__glasses__all_available::H01-S1-registered-site,0.47921668868937456,COMPLETE,participant,gaussian,identity,difference,FALSE,0,,,Residual spread and influence checks,Intradaily variability,IV,dynamics-based,dimensionless,Within-day fragmentation,Gaussian on the identity scale,Participant,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,2,intradaily_variability,participant,gaussian,identity,latitude_full_vs_no_latitude,3.9652211256749017,1,0.04644942083257794,-66.40302938823496,-64.4204188253975,141,141,PASS,photoperiod_omitted_for_non_duration_metric,H01-S2-registered-latitude,17,main__glasses__all_available::H01-S2-registered-latitude,0.08773779490598056,COMPLETE,participant,gaussian,identity,difference,FALSE,0,,,Residual spread and influence checks,Intradaily variability,IV,dynamics-based,dimensionless,Within-day fragmentation,Gaussian on the identity scale,Participant,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,2,intradaily_variability,participant,gaussian,identity,site_full_vs_latitude_full,3.5789089510710426,7,0.8267982410649322,-64.4204188253975,-62.63096434986198,141,141,PASS,photoperiod_omitted_for_non_duration_metric,H01-S3-registered-adequacy,17,main__glasses__all_available::H01-S3-registered-adequacy,0.8267982410649322,COMPLETE,participant,gaussian,identity,difference,FALSE,0,,,Residual spread and influence checks,Intradaily variability,IV,dynamics-based,dimensionless,Within-day fragmentation,Gaussian on the identity scale,Participant,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,site_full_vs_no_site,48.146163248472135,8,9.263770147589269e-8,-305.92372259477906,-281.850640970543,816,816,PASS,photoperiod_omitted_for_non_duration_metric,H01-S1-registered-site,17,main__glasses__all_available::H01-S1-registered-site,3.93710231272544e-7,COMPLETE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,latitude_full_vs_no_latitude,26.698563902061775,1,2.3779818943986e-7,-305.92372259477906,-292.5744406437482,816,816,PASS,photoperiod_omitted_for_non_duration_metric,H01-S2-registered-latitude,17,main__glasses__all_available::H01-S2-registered-latitude,1.0967533821170025e-6,COMPLETE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,site_full_vs_latitude_full,21.447599346410357,7,0.00316119409900918,-292.5744406437482,-281.850640970543,816,816,PASS,photoperiod_omitted_for_non_duration_metric,H01-S3-registered-adequacy,17,main__glasses__all_available::H01-S3-registered-adequacy,0.00765653737758583,COMPLETE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,site_full_vs_no_site,36.18927962065936,8,1.6213002594530085e-5,-714.4039773569878,-696.3093375466581,816,816,PASS,photoperiod_omitted_for_non_duration_metric,H01-S1-registered-site,17,main__glasses__all_available::H01-S1-registered-site,5.512420882140229e-5,COMPLETE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,latitude_full_vs_no_latitude,26.540582633135273,1,2.580596193216476e-7,-714.4039773569878,-701.1336860404201,816,816,PASS,photoperiod_omitted_for_non_duration_metric,H01-S2-registered-latitude,17,main__glasses__all_available::H01-S2-registered-latitude,1.0967533821170025e-6,COMPLETE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,site_full_vs_latitude_full,9.64869698752409,7,0.20937075298159671,-701.1336860404201,-696.3093375466581,816,816,PASS,photoperiod_omitted_for_non_duration_metric,H01-S3-registered-adequacy,17,main__glasses__all_available::H01-S3-registered-adequacy,0.23728685337914293,COMPLETE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,site_full_vs_no_site,48.98054298968562,8,6.412614636458454e-8,-54.01475796906633,-29.52448647422352,816,816,PASS,photoperiod_omitted_for_non_duration_metric,H01-S1-registered-site,17,main__glasses__all_available::H01-S1-registered-site,3.633814960659791e-7,COMPLETE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,latitude_full_vs_no_latitude,6.284105872926247,1,0.01218255249046501,-54.01475796906633,-50.87270503260321,816,816,PASS,photoperiod_omitted_for_non_duration_metric,H01-S2-registered-latitude,17,main__glasses__all_available::H01-S2-registered-latitude,0.02958619890541504,COMPLETE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,site_full_vs_latitude_full,42.69643711675937,7,3.8174079137527714e-7,-50.87270503260321,-29.52448647422352,816,816,PASS,photoperiod_omitted_for_non_duration_metric,H01-S3-registered-adequacy,17,main__glasses__all_available::H01-S3-registered-adequacy,6.489593453379712e-6,COMPLETE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,6,duration_above_1000,participant_day,tweedie_log,identity,site_full_vs_no_site,15.506089028828685,8,0.05002040989049564,-1109.4341221964844,-1101.68107768207,816,816,PASS,none_duration_metric,H01-S1-registered-site,17,main__glasses__all_available::H01-S1-registered-site,0.0607390691527447,COMPLETE,participant_day,tweedie_log,identity,ratio,TRUE,0,24,,"Zero mass, dispersion, tail, and 24-hour prediction checks","Time above 1,000 lx melEDI",TAT1000,duration-based,h,Full 24-hour cycle,Tweedie with log link,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,6,duration_above_1000,participant_day,tweedie_log,identity,site_full_vs_no_photoperiod,27.405566422468382,1,1.6495573790350586e-7,-1115.3838608933042,-1101.68107768207,816,816,PASS,none_duration_metric,H01-S4-registered-photoperiod,5,main__glasses__all_available::H01-S4-registered-photoperiod,8.247786895175292e-7,COMPLETE,participant_day,tweedie_log,identity,ratio,TRUE,0,24,,"Zero mass, dispersion, tail, and 24-hour prediction checks","Time above 1,000 lx melEDI",TAT1000,duration-based,h,Full 24-hour cycle,Tweedie with log link,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,6,duration_above_1000,participant_day,tweedie_log,identity,latitude_full_vs_no_latitude,0.3708515063372033,1,0.5425404897294439,-1109.4341221964844,-1109.2486964433158,816,816,PASS,none_duration_metric,H01-S2-registered-latitude,17,main__glasses__all_available::H01-S2-registered-latitude,0.7094760250308113,COMPLETE,participant_day,tweedie_log,identity,ratio,TRUE,0,24,,"Zero mass, dispersion, tail, and 24-hour prediction checks","Time above 1,000 lx melEDI",TAT1000,duration-based,h,Full 24-hour cycle,Tweedie with log link,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
