run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit.x,response_family.x,response_transform.x,approximation,measure,estimate,conf_low,conf_high,bootstrap_successful_used,interval_method,status,analysis_unit.y,response_family.y,response_transform.y,effect_scale,preregistered_photoperiod,lower_bound,upper_bound,audit_upper_threshold,diagnostic_note,manuscript_name,abbreviation,manuscript_category,display_unit,variant_label,family_label,analysis_unit_label,run_order,run_label,data_label,placement_label,sample_label,site_supported,photoperiod_supported,latitude_supported,adequacy_supported,term_supported
main__glasses__all_available,main,glasses,all_available,primary,1,interdaily_stability,participant,gaussian,logit,lognormal,conditional_r2,0.15353533006706746,0.10443840153769676,0.30774258623235623,1000,joint_parametric_percentile,PASS,participant,gaussian,logit,odds_ratio,FALSE,0,1,,Transformed residual and influence checks,Interdaily stability,IS,dynamics-based,dimensionless,Repeated-day regularity,Gaussian after logit transformation,Participant,1,Main near-eye,Main,Near eye,All available,FALSE,FALSE,FALSE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,1,interdaily_stability,participant,gaussian,logit,lognormal,latitude_model_marginal_r2,0.0857022791285342,0.02454133456235148,0.19830356324582743,1000,joint_parametric_percentile,PASS,participant,gaussian,logit,odds_ratio,FALSE,0,1,,Transformed residual and influence checks,Interdaily stability,IS,dynamics-based,dimensionless,Repeated-day regularity,Gaussian after logit transformation,Participant,1,Main near-eye,Main,Near eye,All available,FALSE,FALSE,FALSE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,1,interdaily_stability,participant,gaussian,logit,lognormal,latitude_part_r2,8.831351001120451e-4,4.171797943737032e-6,0.03452650556821912,1000,joint_parametric_percentile,PASS,participant,gaussian,logit,odds_ratio,FALSE,0,1,,Transformed residual and influence checks,Interdaily stability,IS,dynamics-based,dimensionless,Repeated-day regularity,Gaussian after logit transformation,Participant,1,Main near-eye,Main,Near eye,All available,FALSE,FALSE,FALSE,FALSE,FALSE
main__glasses__all_available,main,glasses,all_available,primary,1,interdaily_stability,participant,gaussian,logit,lognormal,marginal_r2,0.15353533006706746,0.10443840153769676,0.30774258623235623,1000,joint_parametric_percentile,PASS,participant,gaussian,logit,odds_ratio,FALSE,0,1,,Transformed residual and influence checks,Interdaily stability,IS,dynamics-based,dimensionless,Repeated-day regularity,Gaussian after logit transformation,Participant,1,Main near-eye,Main,Near eye,All available,FALSE,FALSE,FALSE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,1,interdaily_stability,participant,gaussian,logit,lognormal,participant_associated_share,,,,1000,joint_parametric_percentile,NON_ESTIMABLE,participant,gaussian,logit,odds_ratio,FALSE,0,1,,Transformed residual and influence checks,Interdaily stability,IS,dynamics-based,dimensionless,Repeated-day regularity,Gaussian after logit transformation,Participant,1,Main near-eye,Main,Near eye,All available,FALSE,FALSE,FALSE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,1,interdaily_stability,participant,gaussian,logit,lognormal,photoperiod_part_r2,0.00424158896292723,8.22244091911574e-6,0.04566912146402031,1000,joint_parametric_percentile,PASS,participant,gaussian,logit,odds_ratio,FALSE,0,1,,Transformed residual and influence checks,Interdaily stability,IS,dynamics-based,dimensionless,Repeated-day regularity,Gaussian after logit transformation,Participant,1,Main near-eye,Main,Near eye,All available,FALSE,FALSE,FALSE,FALSE,FALSE
main__glasses__all_available,main,glasses,all_available,primary,1,interdaily_stability,participant,gaussian,logit,lognormal,site_part_r2,0.06871618603864532,0.04129385429386418,0.2036760832788877,1000,joint_parametric_percentile,PASS,participant,gaussian,logit,odds_ratio,FALSE,0,1,,Transformed residual and influence checks,Interdaily stability,IS,dynamics-based,dimensionless,Repeated-day regularity,Gaussian after logit transformation,Participant,1,Main near-eye,Main,Near eye,All available,FALSE,FALSE,FALSE,FALSE,FALSE
main__glasses__all_available,main,glasses,all_available,primary,1,interdaily_stability,participant,gaussian,logit,lognormal,unrepresented_share,0.8464646699329326,0.6922574137676437,0.8955615984623032,1000,joint_parametric_percentile,PASS,participant,gaussian,logit,odds_ratio,FALSE,0,1,,Transformed residual and influence checks,Interdaily stability,IS,dynamics-based,dimensionless,Repeated-day regularity,Gaussian after logit transformation,Participant,1,Main near-eye,Main,Near eye,All available,FALSE,FALSE,FALSE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,2,intradaily_variability,participant,gaussian,identity,lognormal,conditional_r2,0.05906081252863027,0.04637068834761287,0.21218238502904369,1000,joint_parametric_percentile,PASS,participant,gaussian,identity,difference,FALSE,0,,,Residual spread and influence checks,Intradaily variability,IV,dynamics-based,dimensionless,Within-day fragmentation,Gaussian on the identity scale,Participant,1,Main near-eye,Main,Near eye,All available,FALSE,FALSE,FALSE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,2,intradaily_variability,participant,gaussian,identity,lognormal,latitude_model_marginal_r2,0.02867820857178187,0.00277586824983157,0.11868133377529372,1000,joint_parametric_percentile,PASS,participant,gaussian,identity,difference,FALSE,0,,,Residual spread and influence checks,Intradaily variability,IV,dynamics-based,dimensionless,Within-day fragmentation,Gaussian on the identity scale,Participant,1,Main near-eye,Main,Near eye,All available,FALSE,FALSE,FALSE,FALSE,
