placement,display_order,site,site_display_name,site_color_hex,category_order,category_code,light_source,short_label,architecture,hours,participants,participant_days,shared_participants,site_present,support_rule_pass,reporting_status,model_cell_mean_lx,model_cell_conf_low_lx,model_cell_conf_high_lx,cell_mean_lx,cell_conf_low_lx,cell_conf_high_lx,site_standardized_category_mean_lx,category_mean_conf_low_lx,category_mean_conf_high_lx,category_ratio_to_indoor,category_ratio_conf_low,category_ratio_conf_high,site_deviation_ratio,site_deviation_conf_low,site_deviation_conf_high,site_deviation_statistic,site_deviation_df,site_deviation_p_raw,within_site_ratio_to_indoor,within_site_ratio_conf_low,within_site_ratio_conf_high,family_id,family_n,site_deviation_p_adjusted,fdr_label
Near-eye,1,RISE,Borås (SE),#88CCEE,1,electric_indoor,Electric light source indoors,Indoor electric,full_literal,377,13,58,13,TRUE,TRUE,ESTIMABLE,121.6044011628255,88.04860593443202,167.9484896465191,121.6044011628255,88.04860593443202,167.9484896465191,85.11399611853855,71.62570823455935,101.1423483805942,1,1,1,1.4287239080334877,1.0241178467237304,1.993180776916132,2.1186983976697973,139,0.03589463638347531,1,1,1,H03-F4-site-context-contrasts,53,0.08271372731844312,FALSE
Near-eye,1,RISE,Borås (SE),#88CCEE,2,electric_outdoor,Electric light source outdoors,Outdoor electric,full_literal,8,2,4,2,TRUE,FALSE,SUPPORT_NON_ESTIMABLE,4.480265750035223,3.184190263809544,6.303888752842219,NA,NA,NA,9.391203902628924,6.873217614431379,12.831648245150037,0.11033677574660884,0.07799626687160155,0.1560870099359855,NA,NA,NA,NA,139,NA,NA,NA,NA,H03-F4-site-context-contrasts,NA,NA,FALSE
Near-eye,1,RISE,Borås (SE),#88CCEE,3,daylight_indoor,Daylight indoors,Indoor daylight,full_literal,541,13,76,13,TRUE,TRUE,ESTIMABLE,320.5423979777011,221.3812751399932,464.1197808456081,320.5423979777011,221.3812751399932,464.1197808456081,198.75883826752832,169.24600661606874,233.4180674588912,2.3352074550784363,1.8771962689302344,2.9049673433250223,1.612720223018474,1.120830577209268,2.320481409606614,2.597035385423396,139,0.01041490966706006,2.6359440522921713,1.6565205594278556,4.194455062612871,H03-F4-site-context-contrasts,53,0.02878607158961301,TRUE
Near-eye,1,RISE,Borås (SE),#88CCEE,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,full_literal,161,13,51,13,TRUE,TRUE,ESTIMABLE,2946.2179760910567,1824.5780192611064,4757.374182419054,2946.2179760910567,1824.5780192611064,4757.374182419054,959.5694240963508,786.8213327247419,1170.244681180653,11.273932230369669,8.708508168089546,14.595100042588728,3.070354163134762,1.9249703132831133,4.897257179515001,4.7506269309850095,139,4.995280207702295e-6,24.227889352015627,15.53533274471338,37.784232375277774,H03-F4-site-context-contrasts,53,5.294997020164432e-5,TRUE
Near-eye,1,RISE,Borås (SE),#88CCEE,5,display,Emissive display light,Emissive display,full_literal,106,11,42,11,TRUE,TRUE,ESTIMABLE,7.286160177023641,3.9698510096628183,13.372826838091902,7.286160177023641,3.9698510096628183,13.372826838091902,23.822733808357768,17.439469870587963,32.5424253326078,0.27989208467171206,0.1970392853073867,0.3975835526385763,0.3058490362876584,0.16457092485065922,0.5684092319647354,-3.7794119494746377,139,2.3250129987049923e-4,0.05991691178403683,0.02822725963319329,0.12718331018978613,H03-F4-site-context-contrasts,53,0.00154032111164205,TRUE
Near-eye,1,RISE,Borås (SE),#88CCEE,6,sleep_darkness,Darkness during sleep,Sleep darkness,full_literal,512,13,76,13,TRUE,TRUE,ESTIMABLE,3.3963994384617378,0.7731810452722433,14.919570540585942,3.3963994384617378,0.7731810452722433,14.919570540585942,2.2376740337273704,1.53735156995348,3.2570201761782025,0.02629031811185264,0.01750323672757628,0.03948874354955471,1.5178258259556416,0.39030451269647215,5.902558548508295,0.6074886781973428,139,0.5445178143179958,0.0279299055460504,0.00592610698488778,0.13163441459976777,H03-F4-site-context-contrasts,53,0.7038888819232629,FALSE
Near-eye,1,RISE,Borås (SE),#88CCEE,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,full_literal,111,8,33,8,TRUE,TRUE,ESTIMABLE,7.8027439267554275,2.0670546776521928,29.45389565392183,7.8027439267554275,2.0670546776521928,29.45389565392183,11.17814765475344,8.056146150949541,15.510019635969789,0.13133148676494516,0.0913725773165346,0.18876516261700987,0.6980355035333031,0.20682053882887977,2.3559244500186627,-0.5843107009498469,139,0.5599584205409528,0.06416497965651534,0.014803575698277791,0.27811825320013767,H03-F4-site-context-contrasts,53,0.7066141973492975,FALSE
Near-eye,2,THUAS,Delft (NL),#117733,1,electric_indoor,Electric light source indoors,Indoor electric,full_literal,374,13,59,13,TRUE,TRUE,ESTIMABLE,155.81565812482702,113.4588028830023,213.9853294760105,155.81565812482702,113.4588028830023,213.9853294760105,85.11399611853855,71.62570823455935,101.1423483805942,1,1,1,1.8306702214735873,1.3178264726191735,2.543091620499439,3.637267954309986,139,3.8731922260320264e-4,1,1,1,H03-F4-site-context-contrasts,53,0.0019885691129382,TRUE
Near-eye,2,THUAS,Delft (NL),#117733,2,electric_outdoor,Electric light source outdoors,Outdoor electric,full_literal,13,4,5,4,TRUE,FALSE,SUPPORT_NON_ESTIMABLE,3.977990882411179,0.924236771158395,17.121599090580325,NA,NA,NA,9.391203902628924,6.873217614431379,12.831648245150037,0.11033677574660884,0.07799626687160155,0.1560870099359855,NA,NA,NA,NA,139,NA,NA,NA,NA,H03-F4-site-context-contrasts,NA,NA,FALSE
Near-eye,2,THUAS,Delft (NL),#117733,3,daylight_indoor,Daylight indoors,Indoor daylight,full_literal,448,12,65,12,TRUE,TRUE,ESTIMABLE,290.66362681103294,180.53932775850885,467.9608869705765,290.66362681103294,180.53932775850885,467.9608869705765,198.75883826752832,169.24600661606874,233.4180674588912,2.3352074550784363,1.8771962689302344,2.9049673433250223,1.4623934681073214,0.9327490739918588,2.2927866831434933,1.6710820183812631,139,0.09695546248262604,1.8654327190799815,1.000918472998794,3.4766460239148036,H03-F4-site-context-contrasts,53,0.19031998191034,FALSE
Near-eye,2,THUAS,Delft (NL),#117733,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,full_literal,167,13,57,13,TRUE,TRUE,ESTIMABLE,1516.392079263116,823.8590006260872,2791.066112410577,1516.392079263116,823.8590006260872,2791.066112410577,959.5694240963508,786.8213327247419,1170.244681180653,11.273932230369669,8.708508168089546,14.595100042588728,1.580283866059132,0.8905762526780464,2.8041361868983037,1.5776452306649575,139,0.11692026581803631,9.731962098753286,4.667085768156885,20.293410277088935,H03-F4-site-context-contrasts,53,0.21368186511572151,FALSE
Near-eye,2,THUAS,Delft (NL),#117733,5,display,Emissive display light,Emissive display,full_literal,121,11,29,11,TRUE,TRUE,ESTIMABLE,170.87449851248235,97.6736724909704,298.93515312011635,170.87449851248235,97.6736724909704,298.93515312011635,23.822733808357768,17.439469870587963,32.5424253326078,0.27989208467171206,0.1970392853073867,0.3975835526385763,7.1727493530794595,4.0015971346856025,12.85694975042609,6.675191633802668,139,5.434924146389632e-10,1.0966452317365394,0.6098233092136494,1.9720970748744389,H03-F4-site-context-contrasts,53,1.4402548987932529e-8,TRUE
Near-eye,2,THUAS,Delft (NL),#117733,6,sleep_darkness,Darkness during sleep,Sleep darkness,full_literal,511,13,67,13,TRUE,TRUE,ESTIMABLE,2.112037806955856,1.1637988339219598,3.832882082359966,2.112037806955856,1.1637988339219598,3.832882082359966,2.2376740337273704,1.53735156995348,3.2570201761782025,0.02629031811185264,0.01750323672757628,0.03948874354955471,0.9438540981046118,0.4947725554620336,1.8005456217694973,-0.17689009082430582,139,0.8598522073901302,0.01355472121591181,0.0074613389473539,0.02462432929765886,H03-F4-site-context-contrasts,53,0.8935719017975864,FALSE
