frame_id,run_order,run_id,data_scenario_id,reader_scenario,placement,placement_label,sample_scenario,analytical_role,metric_id,instrument_id,availability,row_key_hash,model_frame_hash,participants,participant_days,observations,sites,derivation_hours,min_days_per_participant,median_days_per_participant,max_days_per_participant,site,estimate,std_error,conf_low,conf_high,slope_status
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,f9f41f679b11797848de50b187e7af7f6d7b7ecbf867ad50e3fd7cf3b72cabe7,139,722,722,9,16716.266666666666,1,6,7,RISE,0.23323514692386682,0.3256751667536632,-0.4050764505723893,0.8715467444201229,DESCRIPTIVE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,f9f41f679b11797848de50b187e7af7f6d7b7ecbf867ad50e3fd7cf3b72cabe7,139,722,722,9,16716.266666666666,1,6,7,THUAS,0.4197161211304119,0.4500484643598941,-0.46236266031253836,1.3017949025733622,DESCRIPTIVE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,f9f41f679b11797848de50b187e7af7f6d7b7ecbf867ad50e3fd7cf3b72cabe7,139,722,722,9,16716.266666666666,1,6,7,BAUA,0.289678711217464,0.35541362131622767,-0.40691918617729916,0.9862766086122272,DESCRIPTIVE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,f9f41f679b11797848de50b187e7af7f6d7b7ecbf867ad50e3fd7cf3b72cabe7,139,722,722,9,16716.266666666666,1,6,7,MPI,0.5868348198685049,0.28129519071392733,0.03550637704488169,1.138163262692128,DESCRIPTIVE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,f9f41f679b11797848de50b187e7af7f6d7b7ecbf867ad50e3fd7cf3b72cabe7,139,722,722,9,16716.266666666666,1,6,7,TUM,1.2418650133392948,0.6704891038314705,-0.07226948219692386,2.555999508875513,DESCRIPTIVE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,f9f41f679b11797848de50b187e7af7f6d7b7ecbf867ad50e3fd7cf3b72cabe7,139,722,722,9,16716.266666666666,1,6,7,FUSPCEU,0.04955432760159528,0.23474804013587994,-0.41054337650609235,0.509652031709283,DESCRIPTIVE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,f9f41f679b11797848de50b187e7af7f6d7b7ecbf867ad50e3fd7cf3b72cabe7,139,722,722,9,16716.266666666666,1,6,7,IZTECH,0.7187011499173707,0.3549311287123236,0.023048920649066384,1.414353379185675,DESCRIPTIVE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,f9f41f679b11797848de50b187e7af7f6d7b7ecbf867ad50e3fd7cf3b72cabe7,139,722,722,9,16716.266666666666,1,6,7,UCR,1.0082684262505721,0.6965377605039577,-0.3569204982093701,2.373457350710514,DESCRIPTIVE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,f9f41f679b11797848de50b187e7af7f6d7b7ecbf867ad50e3fd7cf3b72cabe7,139,722,722,9,16716.266666666666,1,6,7,KNUST,0.21738114847076728,0.5481715919594372,-0.8570154291177157,1.2917777260592502,DESCRIPTIVE
primary__glasses__all_available__first_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MEQ,ESTIMABLE,a653d075b20ac61bca35541b2f59a8912d278179633922b46087063aa2aeaf5a,3a94099ccc2aa3c3f565239084f063f474240bf4015703c2b3dcc3f0e3b2aa10,140,727,727,9,16832.5,1,6,7,RISE,-0.22931510614091188,0.3121856750385263,-0.8411877857057481,0.3825575734239244,DESCRIPTIVE
primary__glasses__all_available__first_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MEQ,ESTIMABLE,a653d075b20ac61bca35541b2f59a8912d278179633922b46087063aa2aeaf5a,3a94099ccc2aa3c3f565239084f063f474240bf4015703c2b3dcc3f0e3b2aa10,140,727,727,9,16832.5,1,6,7,THUAS,-0.7049818127229149,0.47582353836403773,-1.6375788109128413,0.22761518546701143,DESCRIPTIVE
primary__glasses__all_available__first_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MEQ,ESTIMABLE,a653d075b20ac61bca35541b2f59a8912d278179633922b46087063aa2aeaf5a,3a94099ccc2aa3c3f565239084f063f474240bf4015703c2b3dcc3f0e3b2aa10,140,727,727,9,16832.5,1,6,7,BAUA,-0.40445344407366335,0.3749805429124152,-1.1394018030852733,0.33049491493794647,DESCRIPTIVE
primary__glasses__all_available__first_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MEQ,ESTIMABLE,a653d075b20ac61bca35541b2f59a8912d278179633922b46087063aa2aeaf5a,3a94099ccc2aa3c3f565239084f063f474240bf4015703c2b3dcc3f0e3b2aa10,140,727,727,9,16832.5,1,6,7,MPI,-0.3746479420031291,0.2463539722011697,-0.8574928549658032,0.108196970959545,DESCRIPTIVE
primary__glasses__all_available__first_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MEQ,ESTIMABLE,a653d075b20ac61bca35541b2f59a8912d278179633922b46087063aa2aeaf5a,3a94099ccc2aa3c3f565239084f063f474240bf4015703c2b3dcc3f0e3b2aa10,140,727,727,9,16832.5,1,6,7,TUM,-1.7910142233532786,0.666559286931549,-3.097446419299814,-0.48458202740674317,DESCRIPTIVE
primary__glasses__all_available__first_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MEQ,ESTIMABLE,a653d075b20ac61bca35541b2f59a8912d278179633922b46087063aa2aeaf5a,3a94099ccc2aa3c3f565239084f063f474240bf4015703c2b3dcc3f0e3b2aa10,140,727,727,9,16832.5,1,6,7,FUSPCEU,0.05988063788248954,0.3841983219307915,-0.6931342360225867,0.8128955117875658,DESCRIPTIVE
primary__glasses__all_available__first_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MEQ,ESTIMABLE,a653d075b20ac61bca35541b2f59a8912d278179633922b46087063aa2aeaf5a,3a94099ccc2aa3c3f565239084f063f474240bf4015703c2b3dcc3f0e3b2aa10,140,727,727,9,16832.5,1,6,7,IZTECH,-0.8198609605981682,0.3562932597096102,-1.5181829175633799,-0.12153900363295655,DESCRIPTIVE
primary__glasses__all_available__first_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MEQ,ESTIMABLE,a653d075b20ac61bca35541b2f59a8912d278179633922b46087063aa2aeaf5a,3a94099ccc2aa3c3f565239084f063f474240bf4015703c2b3dcc3f0e3b2aa10,140,727,727,9,16832.5,1,6,7,UCR,-1.2990725810856796,1.017333867973867,-3.2930103225672847,0.6948651603959255,DESCRIPTIVE
primary__glasses__all_available__first_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MEQ,ESTIMABLE,a653d075b20ac61bca35541b2f59a8912d278179633922b46087063aa2aeaf5a,3a94099ccc2aa3c3f565239084f063f474240bf4015703c2b3dcc3f0e3b2aa10,140,727,727,9,16832.5,1,6,7,KNUST,-0.1678424720589402,0.5434917161578473,-1.2330666616241863,0.8973817175063059,DESCRIPTIVE
primary__glasses__all_available__l10_midpoint__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MCTQ,ESTIMABLE,ab4c2d2a634dc21d4481bba842ae47f0c092b1b795fca3f506979d601cab8592,3f0218c47fb2a0d55b48450f54de99ce0796d2c2fa597d053e0ffb1bf9ab6758,140,810,810,9,18711.683333333334,3,6,8,RISE,0.1596173187777607,0.21950371767894467,-0.2706020623456186,0.58983669990114,DESCRIPTIVE
primary__glasses__all_available__l10_midpoint__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MCTQ,ESTIMABLE,ab4c2d2a634dc21d4481bba842ae47f0c092b1b795fca3f506979d601cab8592,3f0218c47fb2a0d55b48450f54de99ce0796d2c2fa597d053e0ffb1bf9ab6758,140,810,810,9,18711.683333333334,3,6,8,THUAS,0.28088689296816693,0.3004098734767192,-0.3079056396464369,0.8696794255827708,DESCRIPTIVE
primary__glasses__all_available__l10_midpoint__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MCTQ,ESTIMABLE,ab4c2d2a634dc21d4481bba842ae47f0c092b1b795fca3f506979d601cab8592,3f0218c47fb2a0d55b48450f54de99ce0796d2c2fa597d053e0ffb1bf9ab6758,140,810,810,9,18711.683333333334,3,6,8,BAUA,0.5788280216011261,0.2344580339969843,0.11929871908096945,1.0383573241212827,DESCRIPTIVE
primary__glasses__all_available__l10_midpoint__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MCTQ,ESTIMABLE,ab4c2d2a634dc21d4481bba842ae47f0c092b1b795fca3f506979d601cab8592,3f0218c47fb2a0d55b48450f54de99ce0796d2c2fa597d053e0ffb1bf9ab6758,140,810,810,9,18711.683333333334,3,6,8,MPI,0.6489652297880975,0.18630726755761082,0.28380969531711275,1.0141207642590822,DESCRIPTIVE
primary__glasses__all_available__l10_midpoint__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MCTQ,ESTIMABLE,ab4c2d2a634dc21d4481bba842ae47f0c092b1b795fca3f506979d601cab8592,3f0218c47fb2a0d55b48450f54de99ce0796d2c2fa597d053e0ffb1bf9ab6758,140,810,810,9,18711.683333333334,3,6,8,TUM,-0.031610361546007326,0.44805850641177747,-0.9097888970798997,0.8465681739878852,DESCRIPTIVE
primary__glasses__all_available__l10_midpoint__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MCTQ,ESTIMABLE,ab4c2d2a634dc21d4481bba842ae47f0c092b1b795fca3f506979d601cab8592,3f0218c47fb2a0d55b48450f54de99ce0796d2c2fa597d053e0ffb1bf9ab6758,140,810,810,9,18711.683333333334,3,6,8,FUSPCEU,0.028181748284500874,0.15404457039125422,-0.2737400616963025,0.33010355826530424,DESCRIPTIVE
primary__glasses__all_available__l10_midpoint__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MCTQ,ESTIMABLE,ab4c2d2a634dc21d4481bba842ae47f0c092b1b795fca3f506979d601cab8592,3f0218c47fb2a0d55b48450f54de99ce0796d2c2fa597d053e0ffb1bf9ab6758,140,810,810,9,18711.683333333334,3,6,8,IZTECH,0.13291792351908083,0.235281083827553,-0.32822452702647226,0.594060374064634,DESCRIPTIVE
primary__glasses__all_available__l10_midpoint__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MCTQ,ESTIMABLE,ab4c2d2a634dc21d4481bba842ae47f0c092b1b795fca3f506979d601cab8592,3f0218c47fb2a0d55b48450f54de99ce0796d2c2fa597d053e0ffb1bf9ab6758,140,810,810,9,18711.683333333334,3,6,8,UCR,0.8147533816840598,0.47198724425726396,-0.11032461822248674,1.7398313815906064,DESCRIPTIVE
primary__glasses__all_available__l10_midpoint__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MCTQ,ESTIMABLE,ab4c2d2a634dc21d4481bba842ae47f0c092b1b795fca3f506979d601cab8592,3f0218c47fb2a0d55b48450f54de99ce0796d2c2fa597d053e0ffb1bf9ab6758,140,810,810,9,18711.683333333334,3,6,8,KNUST,0.06368061500250644,0.3527558372349348,-0.6277081213142389,0.7550693513192518,DESCRIPTIVE
