run_id,placement,percent_of_original_frame,activity_join_status,observations_30_minute
activity_context__glasses,glasses,9.519016845004767,all_flags_missing,3594
activity_context__glasses,glasses,2.060599639792351,exactly_one_other_excluded,778
activity_context__glasses,glasses,4.306600275452908,multiple_selected,1626
activity_context__glasses,glasses,2.5638309142917683,no_matching_diary_hour,968
activity_context__glasses,glasses,0.7707384256806865,observed_zero_selected,291
activity_context__glasses,glasses,80.77921389977752,retained_five_level_activity,30499
activity_context__chest,chest,0.6930835046125903,all_flags_missing,290
activity_context__chest,chest,3.001768557908322,exactly_one_other_excluded,1256
activity_context__chest,chest,5.076239185507385,multiple_selected,2124
activity_context__chest,chest,2.7962334496438985,no_matching_diary_hour,1170
activity_context__chest,chest,0.695473447731944,observed_zero_selected,291
activity_context__chest,chest,87.73720185459587,retained_five_level_activity,36711
