"check","pass"
"package_pin",TRUE
"owner_manifest",TRUE
"calendar_manifest",TRUE
"fixtures_manifest",TRUE
"source_manifest",TRUE
"exact_input_pins",TRUE
"sole_failure",TRUE
"parent_object_digest",TRUE
"exact_dimensions",TRUE
"parent_membership",TRUE
"strict_guard_failure_reproduced",TRUE
"corrected_date_guard",TRUE
"subset_label_only",TRUE
"shifted_date_rejected",TRUE
"missing_date_rejected",TRUE
"changed_label_rejected",TRUE
"dropped_saved_label_rejected",TRUE
"untyped_date_rejected",TRUE
"printed_date_rejected",TRUE
"metadata_linkage_variant",TRUE
"metadata_site",TRUE
"metadata_Id",TRUE
"metadata_behavior_source_row",TRUE
"metadata_behavior_date",TRUE
"metadata_daytype_source_value",TRUE
"metadata_day_type",TRUE
"metadata_site_timezone",TRUE
"metadata_raw_state",TRUE
"metadata_period_source_start",TRUE
"metadata_period_source_end",TRUE
"metadata_period_start_utc",TRUE
"metadata_period_end_utc",TRUE
"metadata_period_tick_start_utc",TRUE
"metadata_period_tick_end_exclusive_utc",TRUE
"metadata_participant_id",TRUE
"metadata_behavioral_day_id",TRUE
"metadata_participant_state_id",TRUE
"metadata_placement",TRUE
"all_candidate_date_members_unique",TRUE
"exact_eligible_membership",TRUE
"eligible_field_expected_minutes",TRUE
"eligible_field_projected_minutes",TRUE
"eligible_field_valid_minutes",TRUE
"eligible_field_brown_yes",TRUE
"eligible_field_brown_no",TRUE
"eligible_field_support_fraction",TRUE
"eligible_field_brown_fraction",TRUE
"eligible_field_exact_zero",TRUE
"eligible_field_exact_one",TRUE
"eligible_field_exclusion_reason",TRUE
"eligible_field_support_band",TRUE
"parent_sum_expected_minutes",TRUE
"parent_sum_projected_minutes",TRUE
"parent_sum_valid_minutes",TRUE
"parent_sum_brown_yes",TRUE
"count_order_and_boundaries",TRUE
"minute_time_and_parent_assignment",TRUE
"raw_UTC_recount_projected_minutes",TRUE
"raw_UTC_recount_valid_minutes",TRUE
"raw_UTC_recount_brown_yes",TRUE
"all_expected_calendar_intersections",TRUE
"complete_rank_and_factor_support",TRUE
"calendar_nested_group_definition",TRUE
"no_model_or_temporal_work_yet",TRUE
