"path","manifest_sha256","observed_sha256","exact","classification"
"audit/hypotheses/H09/01_audit_and_plan.html","aa833ff2c8aabaf9cecf9cb71872c2e06d9f9e29e62283f74fa62e8f679c79c3","aa833ff2c8aabaf9cecf9cb71872c2e06d9f9e29e62283f74fa62e8f679c79c3",TRUE,"live-exact"
"audit/hypotheses/H09/01_audit_and_plan.qmd","e6ff16937c01e37b5e7b0b43269c7860344bbd4abd11b2c060f53c52fbe7a892","e6ff16937c01e37b5e7b0b43269c7860344bbd4abd11b2c060f53c52fbe7a892",TRUE,"live-exact"
"audit/hypotheses/H09/02_implementation_and_v0_comparison.html","955387638b350596e0296cc7ede954d3c8920b430af161b8f919fe1c637af3ef","955387638b350596e0296cc7ede954d3c8920b430af161b8f919fe1c637af3ef",TRUE,"live-exact"
"audit/hypotheses/H09/02_implementation_and_v0_comparison.qmd","d05c1f69bf3a55f78bb56f7b970a711f45675b988e6351fec205adf919fcc412","d05c1f69bf3a55f78bb56f7b970a711f45675b988e6351fec205adf919fcc412",TRUE,"live-exact"
"audit/hypotheses/H09/H09_stage1_gate_and_stage2_transition.md","616ea14964da0b2e80210bd124750c75664e81568b7d6db1ddd83d3639a8270d","f13862886a47dbb7bbbfe62b4292bc567b14bc4b5e9427e7c285315e7d9acaff",FALSE,"accepted historical-to-current transition"
"audit/hypotheses/H09/H09_stage2_gate_and_stage3_transition.md","49ae7fa6d0a06948a26cd5e46a37e99a86e8d4b2ab0a1a4e280dbf564112bf57","49ae7fa6d0a06948a26cd5e46a37e99a86e8d4b2ab0a1a4e280dbf564112bf57",TRUE,"live-exact"
"audit/hypotheses/H09/H09_stage3_gate_and_stage4_transition.md","ad6c4d045e63aad5a6d57691ee297e740a0f91f26bc3b7cc4caef306cd9d0ba3","ad6c4d045e63aad5a6d57691ee297e740a0f91f26bc3b7cc4caef306cd9d0ba3",TRUE,"live-exact"
"scripts/hypotheses/H09/build_h09_stage3_manifest.R","81a2c488ef399350489c27897729a9e0ea5879ebb5fc09f7c7afd6d8189c79c5","81a2c488ef399350489c27897729a9e0ea5879ebb5fc09f7c7afd6d8189c79c5",TRUE,"live-exact"
"scripts/hypotheses/H09/finalize_h09_figure_qa.R","8898f49aa1d39bbc52db292309144fb9267adee3cfed65a4144099ef17720f4c","8898f49aa1d39bbc52db292309144fb9267adee3cfed65a4144099ef17720f4c",TRUE,"live-exact"
"scripts/hypotheses/H09/h09_contract.R","13cd364b9136488d117f48a9cf3c65ab79e2408568cf0f8e600c1ef9214708ae","458dc3c08f0cd74acecc790d30226d930839b3f8f252a3018085e35611de3cd1",FALSE,"accepted historical-to-current transition"
"scripts/hypotheses/H09/h09_modeling.R","503e13bd955d4b0dc3fc1ee449eca31e681ad88cf029f70f6ab603dd523f8dc8","503e13bd955d4b0dc3fc1ee449eca31e681ad88cf029f70f6ab603dd523f8dc8",TRUE,"live-exact"
"scripts/hypotheses/H09/run_h09_stage2.R","49a7b9e76775b5bf91f9468481755732a79c205c37411ccf6997676e6a4f2cfb","a234fcaabf254ee924fe3ceb2de1e6c9fbf3ef3f7be1e5a3c5ff3b2cf39bd9c6",FALSE,"accepted historical-to-current transition"
"audit/handoffs/H09_worker_handoff.md","cad8224b55e22b1812180635ac6016d4927fcec1f8b0a9d143b060c39f1923be","f6a596f9c2ac8ad295e13d2283026c5068da57af36914cccb662620da861fcf4",FALSE,"accepted historical-to-current transition"
"artifacts/10_figures/H09/H09_diagnostics_chest.pdf","614b46f3cb2026ea1f6c7350959482ce4473c114b0c90ec066a176f73c635596","614b46f3cb2026ea1f6c7350959482ce4473c114b0c90ec066a176f73c635596",TRUE,"live-exact"
"artifacts/10_figures/H09/H09_diagnostics_chest.png","e82b32d5d69a73e45a7d93e8b1bb8357dc3104e67c5f128eba4f3f5538961a75","e82b32d5d69a73e45a7d93e8b1bb8357dc3104e67c5f128eba4f3f5538961a75",TRUE,"live-exact"
