"relative_path","role","sha256","bytes","modified_utc","is_symlink","symlink_target"
"audit/hypotheses/H09/report018_order56_result_render/visual_1440x1000_clip_diagnostics_chest.png","visual_qa_screenshot","4297f7117d96191f7068205376ac91e7568fb273aaab71f089eab28c5f767166",110052,"2026-08-21T22:36:54.811539Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_1440x1000_clip_diagnostics_near.png","visual_qa_screenshot","71c412d17528332141ac6d8c9c42f9270ecb21c974c507b9fdd1ffc9cc644407",109684,"2026-08-21T22:36:54.635008Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_1440x1000_clip_interactions_checks.png","visual_qa_screenshot","2dc0dfc36c672767371c98dca48007ec452b88cb580a84c2b92e54443d604c9f",129277,"2026-08-21T22:36:54.460946Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_1440x1000_clip_paired.png","visual_qa_screenshot","d7d4e71e77f49ff3b0cadcb238a56dfdaecdcf78238b72bd48ccf839a239605c",89190,"2026-08-21T22:36:54.237048Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_1440x1000_clip_provenance.png","visual_qa_screenshot","76313b4b32bd8053e0af5f0f00ade66378be427931c3480addb1cf3817c6b3fa",56054,"2026-08-21T22:36:55.475394Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_1440x1000_clip_samples_primary.png","visual_qa_screenshot","1ceb4dadfdbcf8dc672ae38a5587bb7cf19850b3ee020643535de210c91fcd77",97630,"2026-08-21T22:36:54.047831Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_1440x1000_clip_sensitivities.png","visual_qa_screenshot","1be710aa486cf5ef87ee1baafaf9e425ee912ee93f6becc27e5e82e5cdc6db00",134282,"2026-08-21T22:36:55.075441Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_1440x1000_clip_top.png","visual_qa_screenshot","e5b43c675378832ff3de3c08308260cd586f63243579291dfb8872b2d97e6b40",151832,"2026-08-21T22:36:53.742164Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_1440x1000_full.png","visual_qa_screenshot","13f5fb794c55f2dd45f4e645ff813879d25da1a1742e9d2185660c50494e02e4",1515907,"2026-08-21T22:31:56.103118Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_170mm_diagnostics_chest.png","visual_qa_screenshot","257f4123026d8de97f21ddde48b6f7a53f40a7b07528800c73894faef0cc061d",77194,"2026-08-21T22:37:32.848776Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_170mm_diagnostics_near_eye.png","visual_qa_screenshot","5c855eeb46c533c93cc90fe6df712063d188f1ebd74b7f72d205a0dd31c2db1a",72443,"2026-08-21T22:37:32.659062Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_170mm_paired_placement.png","visual_qa_screenshot","ab7e69012b2d950a919cb468b048ed637308f10ca13071c43e7080296049f929",43661,"2026-08-21T22:37:32.363193Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_170mm_primary_effects.png","visual_qa_screenshot","216a7e0a1f5faf65ea121315f7734285510357ef9ecc539e35f1ecca764359b1",46519,"2026-08-21T22:37:32.091648Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_708x1000_clip_diagnostics_chest.png","visual_qa_screenshot","ae019a6424849e34c4de2676cb5374513f830687199bccb3ce4b7525d9a54594",78913,"2026-08-21T22:36:29.592934Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_708x1000_clip_diagnostics_near.png","visual_qa_screenshot","1830c8f0c200cc2d808718c34548aa637aeada4b3b91cbfe271da2b778a1c143",73400,"2026-08-21T22:36:29.356825Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_708x1000_clip_interactions.png","visual_qa_screenshot","d48382ada1893523b611a1b5c64617c71d753fe6f6be0618c7fc03afac265329",87610,"2026-08-21T22:36:28.946595Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_708x1000_clip_interpretation.png","visual_qa_screenshot","bd75dab4f1de84db95b1fd944878771a3c3fd9115d851c2b451b7a988c83933b",92544,"2026-08-21T22:36:30.126807Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_708x1000_clip_metrics_formulas.png","visual_qa_screenshot","9333b931b69a9abee791b88e986da39bb06f200cb52a2086d53772d6ae4660f3",95485,"2026-08-21T22:36:28.131103Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_708x1000_clip_model_checks.png","visual_qa_screenshot","c8f818ef02697bcb6481618af31c2a4e7d0d7cd1b795f528984f0be52b80f828",84221,"2026-08-21T22:36:29.051635Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_708x1000_clip_paired.png","visual_qa_screenshot","c38e7ba454742eeec858b636788c5c679222bfc157cb8027f41681a1adeb7f8a",68686,"2026-08-21T22:36:28.704890Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_708x1000_clip_primary_chest.png","visual_qa_screenshot","e3c86cd95a5e3ac2596518b3d852842e3bbaa081f4644e048befc8329f9dd954",76397,"2026-08-21T22:36:28.544963Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_708x1000_clip_primary.png","visual_qa_screenshot","e3c86cd95a5e3ac2596518b3d852842e3bbaa081f4644e048befc8329f9dd954",76397,"2026-08-21T22:35:50.513916Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_708x1000_clip_provenance.png","visual_qa_screenshot","b02fcc24fadd5eeba1fc77f0518d7e6146a74d3dc7a14941cb8d4b65fea33850",61051,"2026-08-21T22:36:30.301408Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_708x1000_clip_samples.png","visual_qa_screenshot","05bec0e00578766ee68db67d7c0d3c8ab84868379ae805b786f887f0767e4a7d",73155,"2026-08-21T22:36:28.326037Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_708x1000_clip_sensitivities.png","visual_qa_screenshot","4078300fcaf223cea343d8d568621c4a68855a3ff3cdd8076a40a41ea64487f0",86726,"2026-08-21T22:36:29.921891Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_708x1000_clip_top.png","visual_qa_screenshot","ba5420aec380f03cb533bc20f6e8da912b7230b797144bf58741e2148f88b1cd",95186,"2026-08-21T22:36:27.917431Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_708x1000_full.png","visual_qa_screenshot","e3a7da0d87ef9b9e9c6be347184a506d0327d7585acbf497bd4f9645da469ffa",1147987,"2026-08-21T22:32:33.911080Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_720x500_clip_diagnostics.png","visual_qa_screenshot","b6444c2e06013c7c981ce64b86d03e6a27a6d618d03203f0eb6f306ef6927644",36924,"2026-08-21T22:36:42.460621Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_720x500_clip_formulas.png","visual_qa_screenshot","37497467ccbf1a3a415554021540c4fcd39922278f1e462c412cf7b7c536e8ce",50716,"2026-08-21T22:36:42.039321Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_720x500_clip_primary.png","visual_qa_screenshot","66cb19f373fd44d11fee5c8d93bf0478719643b1482b4d77e694eecaa757a984",35907,"2026-08-21T22:36:42.185659Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56_result_render/visual_720x500_clip_provenance.png","visual_qa_screenshot","d9f54a6f3ec999c14226ee753b0f3c97f1d2e27f2b062a28ea2f130e1880169e",41401,"2026-08-21T22:36:42.762019Z UTC",FALSE,""
