"path","bytes","sha256","actual_sha256","actual_bytes","passed"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage1/01_transfer_evidence.R",7517,"284a5d583393988615d72650c14f6996421c3f3e426b489eb0a360c2c1fb27b6","284a5d583393988615d72650c14f6996421c3f3e426b489eb0a360c2c1fb27b6",7517,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage1/02_check_unresolved_support.R",19554,"79d80daf18a892ee331835371ab307024e81e35bce83cb5e13808690347e6c58","79d80daf18a892ee331835371ab307024e81e35bce83cb5e13808690347e6c58",19554,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage1/03_build_planning_registries.R",13689,"e06a3b3538c2ba24a8cb61566205a4db36dba3890cb512829089b75a3d13ede6","e06a3b3538c2ba24a8cb61566205a4db36dba3890cb512829089b75a3d13ede6",13689,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage1/04_verify_library_and_benchmarks.R",4721,"cf62edf863f5abf0ea20570eaf8b443b3583bfcc781368cbe1984b64d1955425","cf62edf863f5abf0ea20570eaf8b443b3583bfcc781368cbe1984b64d1955425",4721,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage1/05_verify_and_seal.R",15282,"be646f1a86f1587b18e495a61e15646c9b2c5bb7f443938b025ce4e566b995ee","be646f1a86f1587b18e495a61e15646c9b2c5bb7f443938b025ce4e566b995ee",15282,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage1/06_record_sensor_context.R",2533,"29ff06b0de9fdc22e61e924082a4a5de034852776a1348b112bc5302f46d0344","29ff06b0de9fdc22e61e924082a4a5de034852776a1348b112bc5302f46d0344",2533,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage1/accepted_model_library_pins.csv",2508,"6c3277964a7e1cc65d773b76d0532e5c830aaf8aa4e4c59fa6e9deae3b12bbf7","6c3277964a7e1cc65d773b76d0532e5c830aaf8aa4e4c59fa6e9deae3b12bbf7",2508,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage1/additional_dependency_pins.csv",6607,"ae1f1f1fcba600fcbac58e79860f8394cc55d628fb87822d995dea42ffc7fb01","ae1f1f1fcba600fcbac58e79860f8394cc55d628fb87822d995dea42ffc7fb01",6607,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage1/additional_dependency_postcheck.csv",8700,"7faa2fdeb9517ec849d78a1aec1f770a9d2a2edd9d52016aa4dd94dbf4b6661d","7faa2fdeb9517ec849d78a1aec1f770a9d2a2edd9d52016aa4dd94dbf4b6661d",8700,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage1/authority_identity_verification.csv",1747,"db1ee3d95336fd5281271f3bbe354b57d3d6b26bd5b1c9858bac6130de5194e7","db1ee3d95336fd5281271f3bbe354b57d3d6b26bd5b1c9858bac6130de5194e7",1747,TRUE
