"file","observed_sha256","owner_sha256","exact"
"candidate_design_rank.csv","a5feae4c698485c1992893ed2f4c3f436d8e75cfdc5648da8cd4f30b26fc4b47","a5feae4c698485c1992893ed2f4c3f436d8e75cfdc5648da8cd4f30b26fc4b47",TRUE
"exact_candidate_membership.csv","f74dbbc11b030ff8ab1ba31cf065c86d7996986a5a88c8ccd2c43d7fd853c6c2","f74dbbc11b030ff8ab1ba31cf065c86d7996986a5a88c8ccd2c43d7fd853c6c2",TRUE
"existing_B_stored_fit_gate.csv","e9048f7108aa4080562c9d5466efbba99a79bc956598759fe159942a7071bcb5","e9048f7108aa4080562c9d5466efbba99a79bc956598759fe159942a7071bcb5",TRUE
"existing_B_stored_optimizer_log.csv","b7cfe850895e9b47c99c0aef1ef226b712a4557b55a9d659eda130958254761d","b7cfe850895e9b47c99c0aef1ef226b712a4557b55a9d659eda130958254761d",TRUE
"exploratory_reuse_eligibility.csv","d9d8be2723538a11848f8b06920a783e3283fed8d4a668c35238414be9dbd74a","d9d8be2723538a11848f8b06920a783e3283fed8d4a668c35238414be9dbd74a",TRUE
"participant_nesting_and_cluster_sizes.csv","74bb29abbfd8353fa93aec82cfb5735a873ea20696dcad38fd9e74938af9f200","74bb29abbfd8353fa93aec82cfb5735a873ea20696dcad38fd9e74938af9f200",TRUE
"planned_sensitivity_support.csv","931109fdfa6dd898a939ff2cd3b17f0d1c6528adaa5601ea5aca306d66803eb0","931109fdfa6dd898a939ff2cd3b17f0d1c6528adaa5601ea5aca306d66803eb0",TRUE
"planning_dependency_checks.csv","312599fb33814a3faf49569a8ba49847537c39534396b176d487a48fe1d84117","312599fb33814a3faf49569a8ba49847537c39534396b176d487a48fe1d84117",TRUE
"raincloud_reuse_verification.csv","fb933268c1933917aef65fc0a5f526af5cff137f1d60cad28f2a1b83a48ab89f","fb933268c1933917aef65fc0a5f526af5cff137f1d60cad28f2a1b83a48ab89f",TRUE
"state_missingness_and_sparse_history.csv","95ca0b9753ccb02e12851ba180034870694c01084c2cbf7eb12539ed86652530","95ca0b9753ccb02e12851ba180034870694c01084c2cbf7eb12539ed86652530",TRUE
"state_site_daytype_support.csv","4586123b1eb3cf4dbdd81f767b592caf1dc0c76a92f5e5ba804e6a90695dba09","4586123b1eb3cf4dbdd81f767b592caf1dc0c76a92f5e5ba804e6a90695dba09",TRUE
