"path","bytes","sha256","authority_set","resolved_path","observed_sha256","passed","independent_sha256","independent_bytes","independent_pass"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd",35551,"ee890d1a0d63dceab217ac2e8b9e32d7f4553ce821d4253154485cb353ea1086","finishing003_dispatch","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage3/reporting/finishing_005/history/13_cross_state_association_results_amendment.qmd","ee890d1a0d63dceab217ac2e8b9e32d7f4553ce821d4253154485cb353ea1086",TRUE,"ee890d1a0d63dceab217ac2e8b9e32d7f4553ce821d4253154485cb353ea1086",35551,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.qmd",17182,"4009da02e9239835a0b3a74381472034bc5d478f5b7491e73e80ce88548c4272","finishing003_dispatch","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.qmd","4009da02e9239835a0b3a74381472034bc5d478f5b7491e73e80ce88548c4272",TRUE,"4009da02e9239835a0b3a74381472034bc5d478f5b7491e73e80ce88548c4272",17182,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/implementation_and_reconciliation.html",2707662,"702d07f2db41338920e8d58d9807d66fabe05e0aa7d632e18ed1a67f34d21f15","finishing003_dispatch","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage3/evidence/report_finishing_003/history/implementation_and_reconciliation.html","702d07f2db41338920e8d58d9807d66fabe05e0aa7d632e18ed1a67f34d21f15",TRUE,"702d07f2db41338920e8d58d9807d66fabe05e0aa7d632e18ed1a67f34d21f15",2707662,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/implementation_and_reconciliation.qmd",15689,"d8477c9c0080a4bc97ec1a88834514ace40fa40f657d68a3be3a4e2f3c9c4041","finishing003_dispatch","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage3/evidence/report_finishing_003/history/implementation_and_reconciliation.qmd","d8477c9c0080a4bc97ec1a88834514ace40fa40f657d68a3be3a4e2f3c9c4041",TRUE,"d8477c9c0080a4bc97ec1a88834514ace40fa40f657d68a3be3a4e2f3c9c4041",15689,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/cache_preflight.json",259,"a7667cdf6d4a45333742702bf7c0c350ea82584ea6b88c79c86ca198db271216","finishing003_dispatch","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/cache_preflight.json","a7667cdf6d4a45333742702bf7c0c350ea82584ea6b88c79c86ca198db271216",TRUE,"a7667cdf6d4a45333742702bf7c0c350ea82584ea6b88c79c86ca198db271216",259,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/execution.log",3714,"fecec4ede3aa61d0864565722b3d3287991dac11eadec3844b8bdaf2a42c7cac","finishing003_dispatch","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/execution.log","fecec4ede3aa61d0864565722b3d3287991dac11eadec3844b8bdaf2a42c7cac",TRUE,"fecec4ede3aa61d0864565722b3d3287991dac11eadec3844b8bdaf2a42c7cac",3714,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/finish.json",1672,"4b0bc442fda98ae15ce35319330772db797a2a832260ce583e109ce94875ab55","finishing003_dispatch","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/finish.json","4b0bc442fda98ae15ce35319330772db797a2a832260ce583e109ce94875ab55",TRUE,"4b0bc442fda98ae15ce35319330772db797a2a832260ce583e109ce94875ab55",1672,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/process_preflight.json",30,"70a6a3f7461d7356aa911407fc95b4550116791a7c3ce3f71c61281db8ccac1f","finishing003_dispatch","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/process_preflight.json","70a6a3f7461d7356aa911407fc95b4550116791a7c3ce3f71c61281db8ccac1f",TRUE,"70a6a3f7461d7356aa911407fc95b4550116791a7c3ce3f71c61281db8ccac1f",30,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/process_samples.json",3767,"f228c1b2ae4b8f7900620a5930dfad7aebdb531b9ec1f05b2465d548311d45c5","finishing003_dispatch","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/process_samples.json","f228c1b2ae4b8f7900620a5930dfad7aebdb531b9ec1f05b2465d548311d45c5",TRUE,"f228c1b2ae4b8f7900620a5930dfad7aebdb531b9ec1f05b2465d548311d45c5",3767,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/raw_internal_render.html",2628079,"e9e2b1a1ac049c6da9a34bb4d7c3598e0d125687653d007975e674e169ad230a","finishing003_dispatch","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/raw_internal_render.html","e9e2b1a1ac049c6da9a34bb4d7c3598e0d125687653d007975e674e169ad230a",TRUE,"e9e2b1a1ac049c6da9a34bb4d7c3598e0d125687653d007975e674e169ad230a",2628079,TRUE
