path,type,sha256,bytes,link_target
_quarto-nathealth.yml,file,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480,
_quarto.yml,file,44e4a7435494d570baca6e7b0de75b15be015a52c811c076dd2b8b959d70f59c,2517,
artifacts/.DS_Store,file,6b7ffe13fe6d5fc05b480b00ec0326ee8b4025f712548d5581050ad8f1a2b66e,6148,
artifacts/01_imported/cache/BAUA_light_chest_a69ff3835c2d.RData,file,0dee22b55db716133d23d1ada89bebd600e70733dc85b930fb31f1582447ced6,29831102,
artifacts/01_imported/cache/BAUA_light_glasses_a69ff3835c2d.RData,file,ec45469dcd361e4d388126562adb427b79bd4dc210c486e7509a17fb10c0f0e8,27327915,
artifacts/01_imported/cache/BAUA_sleepdiaries_a69ff3835c2d.RData,file,6ccb699677a438059de4ec4baac6f83ece121cd7f124d0de61554b4be6852f1a,6635,
artifacts/01_imported/cache/BAUA_wearlog_a69ff3835c2d.RData,file,1d737d2349443c11bd661399e4c0ec678dedc17ff826afd9ece03a316497e086,5277,
artifacts/01_imported/cache/FUSPCEU_light_chest_2badb6e3302e.RData,file,ea799a48593827bad7fdc5f43ba698f2e352bb5a990a3d10e521c65df7f66066,29210982,
artifacts/01_imported/cache/FUSPCEU_light_glasses_2badb6e3302e.RData,file,5bf6fb7f4e6be1c2312099f52d110c685209d5471d75430be428b1be08738d3b,29731666,
artifacts/01_imported/cache/FUSPCEU_sleepdiaries_2badb6e3302e.RData,file,0d4ab12a552fd2e74b5a63dc204c404e9a0f25dbdf8185cd2c2c83ef51ba38cd,7323,
artifacts/01_imported/cache/FUSPCEU_wearlog_2badb6e3302e.RData,file,9d2757d092febb667c045f90d631ffa438f95931ad47525fc49c0391df10c4a0,3634,
artifacts/01_imported/cache/IZTECH_light_chest_15b1150ce0c6.RData,file,9edfa5993674db94ad15f562521c6ff44f558d117aa4662cd2141e6e1ff31800,25485763,
artifacts/01_imported/cache/IZTECH_light_glasses_15b1150ce0c6.RData,file,e78582d1c1de6be748dbca679a5aae333131c0e08373569300a84058e7537ab5,25227820,
artifacts/01_imported/cache/IZTECH_sleepdiaries_15b1150ce0c6.RData,file,63d207d3440472c98ca121c3913e86e092d5f38386e6bd50b5452a9b05d9a06e,6205,
artifacts/01_imported/cache/IZTECH_wearlog_15b1150ce0c6.RData,file,d0e025af8e912d6157349849d64e3072bb781b08ffec7fb97c7d67ee6052c0d8,4554,
artifacts/01_imported/cache/KNUST_light_chest_ea49a38edfb1.RData,file,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,18214427,
artifacts/01_imported/cache/KNUST_light_glasses_ea49a38edfb1.RData,file,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9,17344087,
artifacts/01_imported/cache/KNUST_sleepdiaries_ea49a38edfb1.RData,file,e60e14a538f8765aa60eeaadfdfdcc1f0edd6dca487d03c534f066bb1d04b197,4025,
artifacts/01_imported/cache/KNUST_wearlog_ea49a38edfb1.RData,file,75ad3dbb6e519fa8d526b833483b7cb480fc2d94b8ebc99f8f4b33ffd5f27f82,3495,
artifacts/01_imported/cache/MPI_light_glasses_cd0099b0eed7.RData,file,17de149ce4be62ab0074f7942279030ebc889b4af947d54c892f1a869232d787,37617638,
artifacts/01_imported/cache/MPI_sleepdiaries_cd0099b0eed7.RData,file,868b51fdfd4c8632ee3e12478dc1410a1d7901b9781a00dda71c1a6103abdb91,7757,
artifacts/01_imported/cache/MPI_wearlog_cd0099b0eed7.RData,file,21bb71c2cef2e70f32f72927c597eb808acb417bce4c91cba80ee30a50abdc5b,6142,
artifacts/01_imported/cache/RISE_light_chest_12ca7139b789.RData,file,070555298f7a20c421ba25dd8372f1c18d18eab0f1a7bf2c987fb5eaf96ecd72,26619740,
artifacts/01_imported/cache/RISE_light_glasses_12ca7139b789.RData,file,ad5ff229ea7d0431196771d8cb85c799f625d878c88c4035873622ee473f958b,23275541,
artifacts/01_imported/cache/RISE_sleepdiaries_12ca7139b789.RData,file,a958d83f02bce5b44f4d30ecd058b046cae762f6b298921c3e9862992d94bf4b,5145,
artifacts/01_imported/cache/RISE_wearlog_12ca7139b789.RData,file,f17e772770b942d62f6922ef3b786f84131c237e37df1482fb53ab78c55d3586,3859,
artifacts/01_imported/cache/THUAS_light_chest_19bf83f353e1.RData,file,a13b91ac2843ee841d79ac6ba4b1b8652a5be55ebb59db1c467bf04561ded32d,23817165,
artifacts/01_imported/cache/THUAS_light_glasses_19bf83f353e1.RData,file,51025e37bad8516558845d177ac0d00a1c3bf8357b518448aa24d4ff8d6f56e7,19532673,
artifacts/01_imported/cache/THUAS_sleepdiaries_19bf83f353e1.RData,file,b143d5948aa5b43d99aa00eb8d7f17d37705413c07ba3cd4b90372d12d94c305,6382,
artifacts/01_imported/cache/THUAS_wearlog_19bf83f353e1.RData,file,7ed4931e81afc0cf24d1cb5d307f80aa48d96d665574879917e1aca557574d68,3434,
artifacts/01_imported/cache/TUM_light_chest_eeafeea65ee0.RData,file,6894aa8edc3d22560605cac4314b0b5da6d81826cc33ff6b1231dada52268091,14119078,
artifacts/01_imported/cache/TUM_light_glasses_eeafeea65ee0.RData,file,7c5b6c7b386c953d30b44451159c990c9fb16e05fa4384d4656bd8d6884e86b0,14685903,
artifacts/01_imported/cache/TUM_sleepdiaries_eeafeea65ee0.RData,file,2806ea1d87d407ef67732c01d0430b562c1bc8c5b7a5e5af4aeab5ca6ad65004,3117,
artifacts/01_imported/cache/TUM_wearlog_eeafeea65ee0.RData,file,43c2b326af597b1efc2a6232dd477e2e3797cd6c84b9171587ff391747166158,3521,
artifacts/01_imported/cache/UCR_light_chest_ed90d9ac91b9.RData,file,52e56ae7b3e8a2971cac855ed660b0a6febf08e408df6b1530a47a7fe854aa05,59543045,
artifacts/01_imported/cache/UCR_light_glasses_ed90d9ac91b9.RData,file,2c0bd29db10c7995b24aa6f2b5764e40ac3697b143684fbda4a0f17033c7c95a,8551810,
artifacts/01_imported/cache/UCR_sleepdiaries_ed90d9ac91b9.RData,file,7be2c52ae5dda7c7bd46dee30a13aef7fddc5c35fdd711b074dd9b1e59465ed9,13513,
