path_class,path,bytes,sha256,role
central,audit/decisions/brown_adherence_cross_state_stage4_acceptance_and_language_harmonization_transition.md,7972,3bf604c4ad60a8ef3efb452626598306f5e473b341781e89a84218b6eb9a7583,gate_closure_and_transition
central,audit/decisions/brown_adherence_cross_state_stage4_acceptance_and_language_harmonization_transition_verification.md,1877,dd5b852d3f5e08ce41b5df41072bcf64a2de8d896501206bc79c9d32d8e47e01,independent_verification
central,scripts/report_harmonization/check_brown_stage4_author_acceptance_and_harmonization_transition.R,6943,e5de07bff0a74ad5fbfd80607a6a3349dc83a5478bc34e3b9e624c3fa97d2d23,independent_checker
central,audit/report_harmonization/owner_orders/brown_stage3_stage4_language_harmonization_source_only.md,7229,4b1f1857e66cb486fcc94fe1e65bbc47cda39e7cd33f34efbf79081b9e24a89a,sealed_held_language_order
central,audit/decisions/brown_adherence_cross_state_stage3_acceptance_stage4_transition.md,14113,985c865228d392b8721810d33c5fe89cfc73163393b52ce3074752fda2192ebe,BA_016_CHG_155_authority
central,audit/decisions/brown_adherence_cross_state_stage3_acceptance_stage4_transition_verification.md,5951,8e631ed89af58d3eb138bdb20efe0b6a1ef91c28a2b26aa60ba53ae04ac40294,BA_016_CHG_155_verification
central,audit/decisions/brown_adherence_cross_state_stage3_acceptance_stage4_transition_manifest.csv,5169,39ec3d05e009c40984117236c7941ce324675d07f7abb1b828990c8b34890adf,BA_016_CHG_155_manifest
central,audit/decisions/brown_adherence_cross_state_stage4_semantic_repair_independent_acceptance.md,6479,35cfb2b616f88a8036a2c277262046cd5b0aeaae8e22007c9a3ab0a439a0a62e,semantic_repair_acceptance
central,audit/decisions/brown_adherence_cross_state_stage4_semantic_repair_independent_acceptance_verification.md,2122,dd2edcf1bcaf4a112e538cde9bc726d0bffeb812438db98c33e40f38417d107d,semantic_repair_verification
central,audit/decisions/brown_adherence_cross_state_stage4_semantic_repair_independent_acceptance_manifest.csv,7573,fae90c39845ebcf0eb02cb3032e01d4ed0c35557295e748d2ba6e4d82b356068,semantic_repair_manifest
brown_worktree,audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd,52506,80bd2167095dfcf025de7f79baa495c111641cbd02622345e9c5641225aa0997,accepted_stage3_source
brown_worktree,audit/analyses/brown_adherence/13_cross_state_association_results_amendment.html,4808772,9a4f89f2291eaa8926a429a1e12acdc4d7de8d9ca47d37db5801fbd4d5b35fe0,accepted_stage3_html
brown_worktree,audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.qmd,24147,642a004048182d18225c34f6f06819838f801f5c23c03fd03bf52119f5430d29,accepted_stage4_source
brown_worktree,audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.html,4340432,c32f4a20da7533e1ae722b0bbad6b4e822889ac14bbbddf0ef0303a8ea1e9f3f,accepted_stage4_semantic_html
brown_worktree,audit/analyses/brown_adherence/stage4_cross_state_association/stage4_final_manifest.csv,54203,80490b61df19ba5f20fdcb013fea6e6de3d28a337fae1db30aa0f7b7fcf040c2,accepted_113_member_stage4_manifest
brown_worktree,audit/analyses/brown_adherence/stage4_cross_state_association/stage4_final_manifest_verification.csv,29804,60c582410460ac4f48a5ff8ff6498a96c5876ab286724395037073453690de38,accepted_stage4_manifest_verification
brown_worktree,audit/analyses/brown_adherence/stage4_cross_state_association/stage4_handoff.md,7248,2a7e132879c499d9d312b63c9a11a9a32fdc977d08eb43f1fda2ae7cdd11bebe,accepted_stage4_handoff
brown_worktree,audit/analyses/brown_adherence/stage4_cross_state_association/author_gate.md,1437,7c6e1b3bcc267ec527fbb8a52b753c41b3258edf7bc80ff4f7f63bb50c167453,historical_open_author_gate
brown_worktree,audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/site_free_work_vs_equal_site_inference_amendment/plot_note_clipping_recovery/fallback_candidate_recovery/final_manifest.csv,44950,69033a670469ba3c511afdd0dce0caa9cf55bc946af548d795584043442e3a21,accepted_76_member_stage3_manifest
brown_worktree,renv.lock,603493,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,environment_lock
