"path_class","path","bytes","sha256","role"
"central","audit/decisions/brown_adherence_stage4_order51_sass_cache_environment_retry.md",5743,"4a660ed28a2a94cc87941417d8af2725a822359fc57c878e5ea95bea375f2dd9","retry_authority"
"central","audit/decisions/brown_adherence_stage4_order51_sass_cache_environment_retry_verification.md",840,"c76827b859e89b59febfd4cf95a6b9d7c252fb778a78a4fd7034b94ea1057d98","retry_verification"
"central","scripts/report_harmonization/check_brown_stage4_order51_sass_cache_retry_release.R",7809,"b2bf9697213f3d8769c12d8d70257c1da9da81740850863cbb91c51508367e5c","retry_checker"
"central","audit/decisions/brown_adherence_stage4_order51_stopped_independent_acceptance.md",3883,"6d263488af7b82c2af3f0b9280f1de8f13644cb2785b2eb2851b0536547eddb4","stopped_acceptance"
"central","audit/decisions/brown_adherence_stage4_order51_stopped_independent_acceptance_verification.md",745,"478610f5a0f36bc578ef1a35b6bc3f608acd6c32cbd0eb293271403071f4a9b0","stopped_verification"
"central","audit/decisions/brown_adherence_stage4_order51_stopped_independent_acceptance_manifest.csv",4736,"f2a93f2897e9dd6d0871f26522b3e0ebb346ddcc15b1fba8369dc6ab82aeb95f","stopped_manifest"
"central","scripts/report_harmonization/check_brown_stage4_order51_stopped_acceptance.R",10244,"cd96c376c537e8917425b5e242eb32916cabba868a6ac0a6ffacaa7a1eee0191","stopped_checker"
"central","audit/decisions/brown_adherence_stage4_language_harmonization_render_release.md",7973,"49c7a516100bc52b5b091de02e4245c8fe35fb2c74b31cf17ba5e9253d7387d2","original_render_release"
"central","audit/report_harmonization/owner_orders/51_brown_stage4_language_harmonization_provenance_render.md",10667,"d7d78aab8b9707f00b74c86508a054d81be6e0980f793e107638d60955f5275b","owner_order51"
"central","audit/report_harmonization/report018_brown_stage4_order51_dispatch_manifest.csv",5143,"00d630678101d890cc967beb0229a9bbcbe39dbb34c16f7e5f1cf92e8cbe78f8","order51_dispatch_manifest"
"central","audit/report_harmonization/report018_brown_stage4_order51_dispatch_receipt.md",1147,"ea78c68338192982d99fbbedb2ecfd9a1d346b4ffa34a565ad7a874067a2cd83","order51_dispatch_receipt"
"central","audit/report_harmonization/report018_brown_stage4_order51_dispatch_receipt_manifest.csv",1079,"c875fb8ab5c286c810460b6c71b7150f0328521d04355008097cc23e0b93212c","order51_receipt_manifest"
"brown_worktree","audit/analyses/brown_adherence/language_harmonization/stage4_render/order51_fail_closed_completion_record.md",3178,"ab9d1b3c78739740b6d55b369fba171f2876957a472c653ef09b583860618a68","owner_stop_record"
"brown_worktree","audit/analyses/brown_adherence/language_harmonization/stage4_render/order51_fail_closed_final_manifest.csv",8763,"3339f3d9f3485e1c30c7772cc7762ae70dd23243ae29977f35cbca84bf99d5e5","owner_stop_manifest"
"brown_worktree","audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd",55426,"2b3de9594e748f34753a03e8f0e8925e8aae8918d000cb2680392e98b7b49a43","stage3_qmd"
"brown_worktree","audit/analyses/brown_adherence/13_cross_state_association_results_amendment.html",4825090,"3ab7bdd7b86d513d66528b57cab1410de3c48902ce1386d17bca876d63a0926d","stage3_html"
"brown_worktree","audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.qmd",24416,"628b3f4dc54180180477d248cbb329a5fba6c92dc01190452efda47a80ff3475","stage4_qmd"
"brown_worktree","audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.html",4340432,"c32f4a20da7533e1ae722b0bbad6b4e822889ac14bbbddf0ef0303a8ea1e9f3f","historical_stage4_html"
"brown_worktree","renv.lock",603493,"3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350","environment_lock"
