path_class,path,bytes,sha256,role
central,audit/decisions/brown_adherence_cross_state_stage4_semantic_repair_independent_acceptance.md,6479,35cfb2b616f88a8036a2c277262046cd5b0aeaae8e22007c9a3ab0a439a0a62e,independent_repair_acceptance
central,audit/decisions/brown_adherence_cross_state_stage4_semantic_repair_independent_acceptance_verification.md,2122,dd2edcf1bcaf4a112e538cde9bc726d0bffeb812438db98c33e40f38417d107d,independent_verification
central,scripts/report_harmonization/check_brown_stage4_semantic_repair_independent_acceptance.R,14951,de40feb0ec299a843b847c932d2ef3c93bafdfa443ec90c0a29a9dda68bf9440,independent_checker
central,audit/decisions/brown_adherence_cross_state_stage4_independent_review.md,8353,8240ecb7e8f6f8eac121154a805170bd0baabb30e2d1df0cb4870bc323ddcd47,semantic_stop_authority
central,audit/decisions/brown_adherence_cross_state_stage4_independent_review_verification.md,2405,1f7a22d2db371cfa361fa8082f83c254d474ad050c219cacef697c8110670a48,semantic_stop_verification
central,audit/decisions/brown_adherence_cross_state_stage4_independent_review_manifest.csv,4458,541c6ee3ac6744fd3cf755bfca1f645492f89e0554b03ce48bd5784b06c466a4,semantic_stop_manifest
central,scripts/report_harmonization/repair_gt_html_semantics.R,17747,7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1,accepted_semantic_repair_engine
central,audit/decisions/brown_adherence_cross_state_stage3_acceptance_stage4_transition.md,14113,985c865228d392b8721810d33c5fe89cfc73163393b52ce3074752fda2192ebe,BA_016_CHG_155_authority
central,audit/decisions/brown_adherence_cross_state_stage3_acceptance_stage4_transition_verification.md,5951,8e631ed89af58d3eb138bdb20efe0b6a1ef91c28a2b26aa60ba53ae04ac40294,BA_016_CHG_155_verification
central,audit/decisions/brown_adherence_cross_state_stage3_acceptance_stage4_transition_manifest.csv,5169,39ec3d05e009c40984117236c7941ce324675d07f7abb1b828990c8b34890adf,BA_016_CHG_155_manifest
brown_worktree,audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.qmd,24147,642a004048182d18225c34f6f06819838f801f5c23c03fd03bf52119f5430d29,accepted_stage4_source
brown_worktree,audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.html,4340432,c32f4a20da7533e1ae722b0bbad6b4e822889ac14bbbddf0ef0303a8ea1e9f3f,repaired_stage4_html
brown_worktree,audit/analyses/brown_adherence/stage4_cross_state_association/stage4_final_manifest.csv,54203,80490b61df19ba5f20fdcb013fea6e6de3d28a337fae1db30aa0f7b7fcf040c2,renewed_113_member_manifest
brown_worktree,audit/analyses/brown_adherence/stage4_cross_state_association/stage4_final_manifest_verification.csv,29804,60c582410460ac4f48a5ff8ff6498a96c5876ab286724395037073453690de38,renewed_manifest_verification
brown_worktree,audit/analyses/brown_adherence/stage4_cross_state_association/stage4_handoff.md,7248,2a7e132879c499d9d312b63c9a11a9a32fdc977d08eb43f1fda2ae7cdd11bebe,renewed_stage4_handoff
brown_worktree,audit/analyses/brown_adherence/stage4_cross_state_association/author_gate.md,1437,7c6e1b3bcc267ec527fbb8a52b753c41b3258edf7bc80ff4f7f63bb50c167453,open_author_gate
brown_worktree,audit/analyses/brown_adherence/stage4_cross_state_association/semantic_repair/README.md,1393,2d07b1da558e748f8aa74e4d8c1dfeb14b26dd6f1bfecdeb0d1777c567bf0a6e,repair_scope
brown_worktree,audit/analyses/brown_adherence/stage4_cross_state_association/semantic_repair/preflight_checks.csv,802,c869ee957e5c5c429142f87b7ee01913b838c94e6c0fb0821c22797532a1e909,repair_preflight
