path_class,path,bytes,sha256,role
central,audit/decisions/brown_adherence_stage3_stage4_language_harmonization_source_independent_acceptance.md,4908,eb7da424f42cc7e2e953c45a4e559fcff8c1375ec6e64f000520c4753580d6ca,source_acceptance
central,audit/decisions/brown_adherence_stage3_stage4_language_harmonization_source_independent_acceptance_verification.md,1593,cd4a62c6ec763afa98c93462c1a0cfcc9ce9fe4f2ba2bef2843d5ed33d9c5b86,source_acceptance_verification
central,scripts/report_harmonization/check_brown_stage3_stage4_source_independent_acceptance.R,16706,4cd27c129defc02a9e3ecf42c1819dc054783faea263ff756d6003d0c2fbd007,source_acceptance_checker
central,audit/decisions/brown_adherence_cross_state_stage4_acceptance_and_language_harmonization_transition.md,7972,3bf604c4ad60a8ef3efb452626598306f5e473b341781e89a84218b6eb9a7583,stage4_acceptance_authority
central,audit/decisions/brown_adherence_cross_state_stage4_acceptance_and_language_harmonization_transition_verification.md,1877,dd5b852d3f5e08ce41b5df41072bcf64a2de8d896501206bc79c9d32d8e47e01,stage4_acceptance_verification
central,audit/decisions/brown_adherence_cross_state_stage4_acceptance_and_language_harmonization_transition_manifest.csv,4109,f32f09172406c5d6429ffe1b42bcd403dcf421d1353de749476415ab0289bf75,stage4_acceptance_manifest
central,audit/report_harmonization/brown_stage3_stage4_paired_language_read_only_audit.md,9189,4c28cebece937a0d8f34f5c1a41b3272fdfaf9c916e9cd0885fa91bc17bc44f2,paired_read_only_audit
central,audit/report_harmonization/brown_stage3_stage4_language_change_matrix.csv,29488,4f684d62236658b3bc7ae6fdfc37984fcb2bfc727e151842144e53e83c8aafae,approved_change_matrix
central,audit/report_harmonization/owner_orders/brown_stage3_stage4_language_harmonization_source_only_proposed_dispatch.md,9363,d0c015860627efbdd4802fbd23f2119c74087053684d476c2e535fcc486ad345,approved_source_order
central,scripts/report_harmonization/check_brown_stage3_stage4_paired_language_audit.R,14787,bf335549abbcf6966a09684351dfec973f63732e74bcf65877d87688d7d08d9f,paired_audit_checker
central,audit/report_harmonization/brown_stage3_stage4_paired_language_audit_manifest.csv,5657,392d5d8d65cccb8281353e4c8a7c5f41a71863c9c50baa95b6f84e73315432d3,paired_audit_manifest
central,audit/report_harmonization/brown_stage3_stage4_language_harmonization_dispatch.md,3293,68308548cad52cf79b54bc39b1d458d55c4682bcd08cdbca6a627d137a3c3a97,dispatch_record
central,audit/report_harmonization/brown_stage3_stage4_language_harmonization_dispatch_manifest.csv,3565,f01accf5db22b4e1e8d92e0c40cb605ec51618e750870660b1f7bd41556c7dab,dispatch_manifest
central,audit/report_harmonization/brown_stage3_stage4_language_harmonization_dispatch_receipt.md,1353,a9c572ca4ecc42924cad0ea8cbee975865dddf37d89100d69ff05eba7e90cf35,dispatch_receipt
central,audit/report_harmonization/brown_stage3_stage4_language_harmonization_dispatch_receipt_manifest.csv,992,9fbfa85f4a4a0f9bcd138bda5eaa19b49c69c42c0d768b06a1fdd1ea767ae280,dispatch_receipt_manifest
brown_worktree,audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd,55426,2b3de9594e748f34753a03e8f0e8925e8aae8918d000cb2680392e98b7b49a43,harmonized_stage3_qmd
brown_worktree,audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.qmd,24416,628b3f4dc54180180477d248cbb329a5fba6c92dc01190452efda47a80ff3475,harmonized_stage4_qmd
brown_worktree,audit/analyses/brown_adherence/language_harmonization/01_verify_stage3_stage4_source_harmonization.R,49667,1819c29ee644886b2a0c1f17ee27a2c45e2f006210e7917463dffb6360a33fc0,owner_source_verifier
brown_worktree,audit/analyses/brown_adherence/language_harmonization/brown_stage3_stage4_language_harmonization_handoff.md,2361,9fce5e71a270eda25e62d557bbecb3862fdd3c197c647b5ff0ff11e8f938bb02,owner_handoff
brown_worktree,audit/analyses/brown_adherence/language_harmonization/source_only/source_only_final_manifest.csv,3659,bfa16d787640a698e453e4b2b657bf531735ae6a15f705d92162a5671cf07b46,owner_source_manifest
brown_worktree,audit/analyses/brown_adherence/language_harmonization/source_only/verification_results.csv,1753,adb249ac6922a83280f7261dfd4792f6320a5e8d4174dab0c50a23c19473d012,owner_verification_results
brown_worktree,audit/analyses/brown_adherence/language_harmonization/source_only/language_change_ledger.csv,30020,ac4311fc6c861dd0b6f58dc3aa23d492e3c1fe9e266fe1fc6c9250b41840d0ec,owner_action_ledger
brown_worktree,audit/analyses/brown_adherence/language_harmonization/source_only/historical_manifest_member_preservation.csv,65599,a46a34050a22a07ad4a7b25a0c1b52986772110d2a22ffb1318b80a1e2894c65,historical_member_preservation
brown_worktree,audit/analyses/brown_adherence/language_harmonization/source_only/reverse_reconstruction_proof.csv,885,65da1a91ebbd8c474572394fbfc7e0cd61804b339ebb1f46a08501b35206bfed,reverse_reconstruction
brown_worktree,audit/analyses/brown_adherence/language_harmonization/source_only/stage3_source_forward.patch,35803,d18587a2a766bf992f66da1dd71b838f64a50f7af7d0e78d8659537b8b09c619,stage3_forward_patch
brown_worktree,audit/analyses/brown_adherence/language_harmonization/source_only/stage4_source_forward.patch,18952,2079e2a9b6138b7687bd12e7e9c8b8ae9f1007fd7401056337623aad3a95f52c,stage4_forward_patch
brown_worktree,audit/analyses/brown_adherence/language_harmonization/source_only/execution_record.csv,590,825929d1d39f77c040e870497c988039c55012d3f1911e1a6379c5ff815d38d3,owner_execution_record
