path_class,path,bytes,sha256,role
central,audit/decisions/brown_adherence_stage3_language_harmonization_render_release.md,6946,b607f852251f94dc8d27330849a1f921efe9341b5fef4fea0adc3799907f1eca,render_release
central,audit/decisions/brown_adherence_stage3_language_harmonization_render_release_verification.md,1145,10a5c4f23d6a43771120ecb23e8214720af032f253cd55e38e416d3b6807e53a,render_release_verification
central,scripts/report_harmonization/check_brown_stage3_language_harmonization_render_release.R,6549,14dacfb35fd50dea9096b9d186fba6db130e3960df637f39c2e4e0dddabfa10f,render_release_checker
central,audit/decisions/brown_adherence_stage3_stage4_language_harmonization_source_independent_acceptance.md,4908,eb7da424f42cc7e2e953c45a4e559fcff8c1375ec6e64f000520c4753580d6ca,central_source_acceptance
central,audit/decisions/brown_adherence_stage3_stage4_language_harmonization_source_independent_acceptance_verification.md,1593,cd4a62c6ec763afa98c93462c1a0cfcc9ce9fe4f2ba2bef2843d5ed33d9c5b86,central_source_acceptance_verification
central,audit/decisions/brown_adherence_stage3_stage4_language_harmonization_source_independent_acceptance_manifest.csv,6459,292ebc967d7a9039d78a9242aa4f8934334f26c6af49bd290eb557c00463585e,central_source_acceptance_manifest
central,scripts/report_harmonization/check_brown_stage3_stage4_source_independent_acceptance.R,16706,4cd27c129defc02a9e3ecf42c1819dc054783faea263ff756d6003d0c2fbd007,central_source_acceptance_checker
central,audit/report_harmonization/report018_brown_stage3_stage4_source_independent_acceptance.md,4334,1a41eff44049194072dfcdaa58fc67a9a91802b31adf14bc31a1d9ae2bc4185f,harmonizer_source_acceptance
central,audit/report_harmonization/report018_brown_stage3_stage4_source_independent_acceptance_manifest.csv,5424,5eceb8ec0a2a54979b3ac6755bcb1005afbec8615c48ca6b23c37ba752e5fed2,harmonizer_source_acceptance_manifest
central,scripts/report_harmonization/check_report018_brown_stage3_stage4_source_acceptance.R,11963,a3d43892670ca1aac6d22d42fd0bc81d50cf3e89a7e4eeddd9a14c64b9ab1938,harmonizer_source_acceptance_checker
central,scripts/report_harmonization/repair_gt_html_semantics.R,17747,7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1,semantic_repair_engine
central,audit/decisions/brown_adherence_cross_state_stage4_acceptance_and_language_harmonization_transition.md,7972,3bf604c4ad60a8ef3efb452626598306f5e473b341781e89a84218b6eb9a7583,controlling_transition
brown_worktree,audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd,55426,2b3de9594e748f34753a03e8f0e8925e8aae8918d000cb2680392e98b7b49a43,harmonized_stage3_qmd
brown_worktree,audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.qmd,24416,628b3f4dc54180180477d248cbb329a5fba6c92dc01190452efda47a80ff3475,held_stage4_qmd
brown_worktree,audit/analyses/brown_adherence/language_harmonization/source_only/source_only_final_manifest.csv,3659,bfa16d787640a698e453e4b2b657bf531735ae6a15f705d92162a5671cf07b46,owner_source_manifest
brown_worktree,audit/analyses/brown_adherence/13_cross_state_association_results_amendment.html,4808772,9a4f89f2291eaa8926a429a1e12acdc4d7de8d9ca47d37db5801fbd4d5b35fe0,historical_stage3_html
brown_worktree,audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.html,4340432,c32f4a20da7533e1ae722b0bbad6b4e822889ac14bbbddf0ef0303a8ea1e9f3f,held_stage4_html
brown_worktree,audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/site_free_work_vs_equal_site_inference_amendment/plot_note_clipping_recovery/fallback_candidate_recovery/final_manifest.csv,44950,69033a670469ba3c511afdd0dce0caa9cf55bc946af548d795584043442e3a21,historical_stage3_manifest
brown_worktree,audit/analyses/brown_adherence/stage4_cross_state_association/stage4_final_manifest.csv,54203,80490b61df19ba5f20fdcb013fea6e6de3d28a337fae1db30aa0f7b7fcf040c2,held_stage4_manifest
brown_worktree,renv.lock,603493,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,environment_lock
