path_class,path,bytes,sha256,role
central,audit/decisions/brown_adherence_stage4_language_harmonization_render_release.md,7973,49c7a516100bc52b5b091de02e4245c8fe35fb2c74b31cf17ba5e9253d7387d2,stage4_render_release
central,audit/decisions/brown_adherence_stage4_language_harmonization_render_release_verification.md,690,9bca270750d67b5de6378042f2e91bf557088c50c4c77aa796910f5b016920ad,stage4_release_verification
central,scripts/report_harmonization/check_brown_stage4_language_harmonization_render_release.R,9441,ec457f0f1cc33cfe632123a7b62fa18fcfd0c807bdc87bf06a2554e9f4c78d23,stage4_release_checker
central,audit/decisions/brown_adherence_stage3_order50_independent_acceptance.md,3779,cc5f751f7f86ce2ec1cd930f60bea19cca8e6bdfd2b33113c978694a6357a7be,stage3_acceptance
central,audit/decisions/brown_adherence_stage3_order50_independent_acceptance_verification.md,1083,8df611632001716f0774f35d1e8f11b58c96cb41828c456adf0a83244e9d9962,stage3_acceptance_verification
central,audit/decisions/brown_adherence_stage3_order50_independent_acceptance_manifest.csv,5153,7305e781e788376c326ef7894648bb2d90ba702056d4a5443abb6c9bb07bcc8a,stage3_acceptance_manifest
central,scripts/report_harmonization/check_brown_stage3_order50_independent_acceptance.R,11770,1b8bbf185b243a21dcddfd36ff75db8d63e18967a3f92bbef9f41edc430ea672,stage3_acceptance_checker
central,audit/decisions/brown_adherence_stage3_stage4_language_harmonization_source_independent_acceptance.md,4908,eb7da424f42cc7e2e953c45a4e559fcff8c1375ec6e64f000520c4753580d6ca,central_source_acceptance
central,audit/report_harmonization/report018_brown_stage3_stage4_source_independent_acceptance.md,4334,1a41eff44049194072dfcdaa58fc67a9a91802b31adf14bc31a1d9ae2bc4185f,harmonizer_source_acceptance
central,audit/decisions/brown_adherence_cross_state_stage4_acceptance_and_language_harmonization_transition.md,7972,3bf604c4ad60a8ef3efb452626598306f5e473b341781e89a84218b6eb9a7583,controlling_transition
central,audit/decisions/brown_adherence_cross_state_stage4_semantic_repair_independent_acceptance.md,6479,35cfb2b616f88a8036a2c277262046cd5b0aeaae8e22007c9a3ab0a439a0a62e,historical_stage4_semantic_acceptance
central,scripts/report_harmonization/repair_gt_html_semantics.R,17747,7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1,semantic_repair_engine
brown_worktree,audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd,55426,2b3de9594e748f34753a03e8f0e8925e8aae8918d000cb2680392e98b7b49a43,accepted_stage3_qmd
brown_worktree,audit/analyses/brown_adherence/13_cross_state_association_results_amendment.html,4825090,3ab7bdd7b86d513d66528b57cab1410de3c48902ce1386d17bca876d63a0926d,accepted_stage3_html
brown_worktree,audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.qmd,24416,628b3f4dc54180180477d248cbb329a5fba6c92dc01190452efda47a80ff3475,harmonized_stage4_qmd
brown_worktree,audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.html,4340432,c32f4a20da7533e1ae722b0bbad6b4e822889ac14bbbddf0ef0303a8ea1e9f3f,historical_stage4_html
brown_worktree,audit/analyses/brown_adherence/language_harmonization/source_only/source_only_final_manifest.csv,3659,bfa16d787640a698e453e4b2b657bf531735ae6a15f705d92162a5671cf07b46,owner_source_manifest
brown_worktree,audit/analyses/brown_adherence/language_harmonization/stage3_render/order50_completion_record.md,3651,f536124ca5554b0e6c03f894d8d6549c3287a8343c938ad811515a97dddae931,stage3_owner_completion
brown_worktree,audit/analyses/brown_adherence/language_harmonization/stage3_render/order50_final_manifest.csv,16282,37b728618d875a16939c382c243dea7ff29d8dc72fd945ac16a16082c755e8f4,stage3_owner_manifest
brown_worktree,audit/analyses/brown_adherence/stage4_cross_state_association/stage4_final_manifest.csv,54203,80490b61df19ba5f20fdcb013fea6e6de3d28a337fae1db30aa0f7b7fcf040c2,historical_stage4_manifest
brown_worktree,audit/analyses/brown_adherence/stage4_cross_state_association/stage4_final_manifest_verification.csv,29804,60c582410460ac4f48a5ff8ff6498a96c5876ab286724395037073453690de38,historical_stage4_manifest_verification
brown_worktree,renv.lock,603493,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,environment_lock
