manifest_path,path,sealed_sha256,live_sha256,sealed_bytes,live_bytes,disposition,authorized
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,audit/report_harmonization/owner_orders/62_sensitivity_battery_target_render.md,8882a214a02aedb2ca7a678b1517e765d7000bf547d141e92fd104f12cd4b434,8882a214a02aedb2ca7a678b1517e765d7000bf547d141e92fd104f12cd4b434,6773,6773,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,scripts/report_harmonization/check_report018_sensitivity_battery_preflight.R,27ca85880beda38f82f27720735ca9c567acdac34b5b3d48d1b15d7fad4a515e,27ca85880beda38f82f27720735ca9c567acdac34b5b3d48d1b15d7fad4a515e,15638,15638,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,scripts/report_harmonization/seal_report018_sensitivity_order62_dispatch.R,bc36c613bf37238a3c836c664fe9c50dd3e52c7fd11ed2394270bd6e5d2cbe50,bc36c613bf37238a3c836c664fe9c50dd3e52c7fd11ed2394270bd6e5d2cbe50,8008,8008,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,audit/report_harmonization/report018_sensitivity_battery_preflight/build_symlink_audit.csv,365063ef0c03ad6c7cef7825ad2b38c379419985f89fd7653d06484ae65ae6e4,365063ef0c03ad6c7cef7825ad2b38c379419985f89fd7653d06484ae65ae6e4,12,12,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,audit/report_harmonization/report018_sensitivity_battery_preflight/country_coded_sites_output.txt,0b1c7a580041ff348ff7ae2d4c75a4ccd2f8c92ea1eb7b88c6d1d439e1284fbe,0b1c7a580041ff348ff7ae2d4c75a4ccd2f8c92ea1eb7b88c6d1d439e1284fbe,74,74,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,audit/report_harmonization/report018_sensitivity_battery_preflight/fixed_identity_audit.csv,f68750cc08c96ad1237fef3a0455b70d3b6138ac78e1059b754f0f27d7fd9c7e,f68750cc08c96ad1237fef3a0455b70d3b6138ac78e1059b754f0f27d7fd9c7e,2832,2832,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,audit/report_harmonization/report018_sensitivity_battery_preflight/held_html_dom_audit.csv,afcbf72ba0dce76836464b79e806f954b82efe7a0aece1b0cf642ee1d38c2cc3,afcbf72ba0dce76836464b79e806f954b82efe7a0aece1b0cf642ee1d38c2cc3,105,105,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,audit/report_harmonization/report018_sensitivity_battery_preflight/historical_corpus_live_audit.csv,669d3b937d37202955ae1b868917fdf70992f61459fae0c0311c46b0829868e3,669d3b937d37202955ae1b868917fdf70992f61459fae0c0311c46b0829868e3,16739,16739,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,audit/report_harmonization/report018_sensitivity_battery_preflight/phase4_gt_render_structure_output.txt,aa2963b354ffe303f81a724302421078ccb8cf43930cf42d08a0fd74015abc39,aa2963b354ffe303f81a724302421078ccb8cf43930cf42d08a0fd74015abc39,152,152,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,audit/report_harmonization/report018_sensitivity_battery_preflight/phase4_gt_source_output.txt,79ec7f8ce5bb2bb7d9fcb96589d9bd79bb01bcb7b9b7d75247de0b38e35ab428,79ec7f8ce5bb2bb7d9fcb96589d9bd79bb01bcb7b9b7d75247de0b38e35ab428,81,81,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,audit/report_harmonization/report018_sensitivity_battery_preflight/preflight_checks.csv,630dbc2eb432a94475d0eff6da8f8439531665231d7d301bd3e41efef5199b33,630dbc2eb432a94475d0eff6da8f8439531665231d7d301bd3e41efef5199b33,942,942,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,audit/report_harmonization/report018_sensitivity_battery_preflight/profile_audit.csv,1ca7c552b9b5717c196740bed3302167991f068b9ab665d7fc01500bc1566f34,1ca7c552b9b5717c196740bed3302167991f068b9ab665d7fc01500bc1566f34,241,241,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,audit/report_harmonization/report018_sensitivity_battery_preflight/read_only_test_runs.csv,82af1ffee4336ea81e228e4c9bc2ac71c07c4f7a833a55ec7927274a760b18d5,82af1ffee4336ea81e228e4c9bc2ac71c07c4f7a833a55ec7927274a760b18d5,633,633,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,audit/report_harmonization/report018_sensitivity_battery_preflight/reader_links_output.txt,723c3b68294f99df8c202766f55a05d5069e1d4d81ae233bc140edc9c587874f,723c3b68294f99df8c202766f55a05d5069e1d4d81ae233bc140edc9c587874f,79,79,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,audit/report_harmonization/report018_sensitivity_battery_preflight/render_contract.csv,3ee7a7a24c3f17a71adabba9ba2101a662825a56c3d7817f97bbe979d1e8ca18,3ee7a7a24c3f17a71adabba9ba2101a662825a56c3d7817f97bbe979d1e8ca18,635,635,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,audit/report_harmonization/report018_sensitivity_battery_preflight/runtime_audit.csv,10eafea0ae130f65cede6efb3f6307598d6883ce5629bff4a1e1ea9009ceb136,10eafea0ae130f65cede6efb3f6307598d6883ce5629bff4a1e1ea9009ceb136,230,230,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,audit/report_harmonization/report018_sensitivity_battery_preflight/source_link_audit.csv,69e45b1daf43bc8183577fa2b1038c8ee6b9b9da1e903562656fc7b53e6b1c51,69e45b1daf43bc8183577fa2b1038c8ee6b9b9da1e903562656fc7b53e6b1c51,264,264,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,audit/report_harmonization/report018_sensitivity_battery_preflight/source_structure_audit.csv,8727b07fbec4901e0eacb436a94058c1a1a732c786157ec7f5d64544bed0bccc,8727b07fbec4901e0eacb436a94058c1a1a732c786157ec7f5d64544bed0bccc,166,166,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,audit/report_harmonization/report018_h11_order61a_result_companion_independent_acceptance.md,54e83ea5bdddf2fa6758b9b3d3a502a6d321a5b67f15aefa4bddd0cf95ad9810,54e83ea5bdddf2fa6758b9b3d3a502a6d321a5b67f15aefa4bddd0cf95ad9810,4106,4106,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,audit/report_harmonization/report018_h11_order61a_result_companion_independent_acceptance_manifest.csv,9c2222d88b7fb69ed15245d672bb81df7599f3114d88218106512706c55800cc,9c2222d88b7fb69ed15245d672bb81df7599f3114d88218106512706c55800cc,5650,5650,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,notebooks/sensitivity_battery.qmd,d2d1777062dbf58eca69cc58eadd6ad17a7ce80f4a8f335b6828f54ffcbfeb70,d2d1777062dbf58eca69cc58eadd6ad17a7ce80f4a8f335b6828f54ffcbfeb70,3623,3623,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,_build/nathealth/notebooks/sensitivity_battery.html,b9af89c035391db6e39c55064b1de7309220702d626fa2fa274000b22b879780,875f53995f5f47ec30b630a5cf47edfef1d0fe925034d3fab4944be8c6c6b4be,37775,54637,AUTHORIZED_TARGET_RENDER_TRANSITION,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,_quarto-nathealth.yml,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480,7480,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,renv.lock,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,603493,603493,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,scripts/report_harmonization/post_render_gt_html_semantics.R,28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205,28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205,21453,21453,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,scripts/report_harmonization/repair_gt_html_semantics.R,7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1,7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1,17747,17747,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,audit/decisions/report_harmonization_render_completion_priority.md,0cb7c62806b40c1702c7fdde994d98090f0fc820abfa32205a8e58e392681ecf,0cb7c62806b40c1702c7fdde994d98090f0fc820abfa32205a8e58e392681ecf,4731,4731,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,audit/handoffs/report_harmonization_shared_change_request.md,20394079072eba2474a0a6cc0dc8fb9ae992f789a27a014064994f25e259de09,20394079072eba2474a0a6cc0dc8fb9ae992f789a27a014064994f25e259de09,15251,15251,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,audit/report_harmonization/phase4_corpus_manifest.csv,73f1a371f8352f1baf69d38f1613de1a662112642370b0cc89798b4d6d469334,73f1a371f8352f1baf69d38f1613de1a662112642370b0cc89798b4d6d469334,11937,11937,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_receipt_manifest.csv,audit/report_harmonization/owner_orders/62_sensitivity_battery_target_render.md,8882a214a02aedb2ca7a678b1517e765d7000bf547d141e92fd104f12cd4b434,8882a214a02aedb2ca7a678b1517e765d7000bf547d141e92fd104f12cd4b434,6773,6773,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_receipt_manifest.csv,audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,5a21c81079cdc396481e9515507c604cc4ac0997b011c1121c5c9546e2dd97b0,5a21c81079cdc396481e9515507c604cc4ac0997b011c1121c5c9546e2dd97b0,4267,4267,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_receipt_manifest.csv,audit/report_harmonization/report018_sensitivity_order62_dispatch.md,be322c64782742cc0d2b858625e95997c670a5a158255c39ccbf2d3969c51016,be322c64782742cc0d2b858625e95997c670a5a158255c39ccbf2d3969c51016,465,465,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_receipt_manifest.csv,audit/report_harmonization/coordination_matrix.csv,7a6ce0ee4b2c97dea27d18ad3fed9759f580484ea046a2cf645ab5993f714842,7a6ce0ee4b2c97dea27d18ad3fed9759f580484ea046a2cf645ab5993f714842,43538,43538,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_receipt_manifest.csv,audit/report_harmonization/report018_sensitivity_order62_dispatch_receipt.md,c762205d9e40ab48110ed97b1d0d3e269019d0cc3c3a451bc6f376cd4c91eb91,c762205d9e40ab48110ed97b1d0d3e269019d0cc3c3a451bc6f376cd4c91eb91,639,639,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_dispatch_receipt_manifest.csv,scripts/report_harmonization/seal_report018_sensitivity_order62_dispatch.R,bc36c613bf37238a3c836c664fe9c50dd3e52c7fd11ed2394270bd6e5d2cbe50,bc36c613bf37238a3c836c664fe9c50dd3e52c7fd11ed2394270bd6e5d2cbe50,8008,8008,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_prerender_matrix_addendum_manifest.csv,audit/report_harmonization/report018_sensitivity_order62_prerender_matrix_addendum.md,1d97fc59eeefc14ac10fbb03ab5d71dc423bcc2dab9430b434d7144dcf865949,1d97fc59eeefc14ac10fbb03ab5d71dc423bcc2dab9430b434d7144dcf865949,1466,1466,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_prerender_matrix_addendum_manifest.csv,scripts/report_harmonization/check_report018_sensitivity_order62_prerender.R,a0bd5f05a96f9f0f5197de0a66a3dcd3a63769e5c6e64385566f075de4af8ad0,a0bd5f05a96f9f0f5197de0a66a3dcd3a63769e5c6e64385566f075de4af8ad0,4671,4671,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_prerender_matrix_addendum_manifest.csv,scripts/report_harmonization/capture_report018_sensitivity_order62_inventory.R,58b17c9c7e5c75174bdb0af67c0f37511c1dd5b257c5844c1b7bc4f06c0d64b3,58b17c9c7e5c75174bdb0af67c0f37511c1dd5b257c5844c1b7bc4f06c0d64b3,4973,4973,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_prerender_matrix_addendum_manifest.csv,scripts/report_harmonization/check_report018_sensitivity_order62_postrender.R,efc9f980d7766ee29c46a2cd281ca5cfbedf158bdcca4bc32eb053f9903417d7,efc9f980d7766ee29c46a2cd281ca5cfbedf158bdcca4bc32eb053f9903417d7,8311,8311,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_prerender_matrix_addendum_manifest.csv,scripts/report_harmonization/seal_report018_sensitivity_order62_prerender_addendum.R,d4b90ac300eb5716f84febef595be612f506a4b02a8dea4902181a6f3c600aa8,d4b90ac300eb5716f84febef595be612f506a4b02a8dea4902181a6f3c600aa8,2983,2983,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_prerender_matrix_addendum_manifest.csv,scripts/report_harmonization/check_report018_sensitivity_battery_preflight.R,27ca85880beda38f82f27720735ca9c567acdac34b5b3d48d1b15d7fad4a515e,27ca85880beda38f82f27720735ca9c567acdac34b5b3d48d1b15d7fad4a515e,15638,15638,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_prerender_matrix_addendum_manifest.csv,audit/report_harmonization/owner_orders/62_sensitivity_battery_target_render.md,8882a214a02aedb2ca7a678b1517e765d7000bf547d141e92fd104f12cd4b434,8882a214a02aedb2ca7a678b1517e765d7000bf547d141e92fd104f12cd4b434,6773,6773,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_prerender_matrix_addendum_manifest.csv,audit/report_harmonization/report018_sensitivity_order62_dispatch_manifest.csv,5a21c81079cdc396481e9515507c604cc4ac0997b011c1121c5c9546e2dd97b0,5a21c81079cdc396481e9515507c604cc4ac0997b011c1121c5c9546e2dd97b0,4267,4267,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_prerender_matrix_addendum_manifest.csv,audit/report_harmonization/report018_sensitivity_order62_dispatch_receipt_manifest.csv,99d10855dd981d413f579641ff781cca5f1d543ddb2c842df00224ece722e6a9,99d10855dd981d413f579641ff781cca5f1d543ddb2c842df00224ece722e6a9,868,868,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_prerender_matrix_addendum_manifest.csv,audit/report_harmonization/report018_sensitivity_order62_dispatch.md,be322c64782742cc0d2b858625e95997c670a5a158255c39ccbf2d3969c51016,be322c64782742cc0d2b858625e95997c670a5a158255c39ccbf2d3969c51016,465,465,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_prerender_matrix_addendum_manifest.csv,audit/report_harmonization/report018_sensitivity_order62_dispatch_receipt.md,c762205d9e40ab48110ed97b1d0d3e269019d0cc3c3a451bc6f376cd4c91eb91,c762205d9e40ab48110ed97b1d0d3e269019d0cc3c3a451bc6f376cd4c91eb91,639,639,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_prerender_matrix_addendum_manifest.csv,audit/report_harmonization/coordination_matrix.csv,7a6ce0ee4b2c97dea27d18ad3fed9759f580484ea046a2cf645ab5993f714842,7a6ce0ee4b2c97dea27d18ad3fed9759f580484ea046a2cf645ab5993f714842,43538,43538,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_prerender_matrix_addendum_manifest.csv,notebooks/sensitivity_battery.qmd,d2d1777062dbf58eca69cc58eadd6ad17a7ce80f4a8f335b6828f54ffcbfeb70,d2d1777062dbf58eca69cc58eadd6ad17a7ce80f4a8f335b6828f54ffcbfeb70,3623,3623,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_prerender_matrix_addendum_manifest.csv,_build/nathealth/notebooks/sensitivity_battery.html,b9af89c035391db6e39c55064b1de7309220702d626fa2fa274000b22b879780,875f53995f5f47ec30b630a5cf47edfef1d0fe925034d3fab4944be8c6c6b4be,37775,54637,AUTHORIZED_TARGET_RENDER_TRANSITION,TRUE
audit/report_harmonization/report018_sensitivity_order62_prerender_matrix_addendum_manifest.csv,_quarto-nathealth.yml,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480,7480,LIVE_EXACT,TRUE
audit/report_harmonization/report018_sensitivity_order62_prerender_matrix_addendum_manifest.csv,renv.lock,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,603493,603493,LIVE_EXACT,TRUE
