path,sha256,bytes,visual_status
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/report_harmonization/nathealth_final_landing_resync_2026_09_03/production_screenshots/landing_1440_s12.png,bbf0f7e8cae0ea69133d77b4895895e4f1f0586dd3f3de756fbb015f15a7a61b,110900,PASS
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/report_harmonization/nathealth_final_landing_resync_2026_09_03/production_screenshots/landing_1440_s5.png,9dddf0169cb32a043e7a37eb8d9210bab24f74b6d222a1397e84455c7e7b23d4,112628,PASS
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/report_harmonization/nathealth_final_landing_resync_2026_09_03/production_screenshots/landing_1440_s6.png,452e10bbb33a760bd43f27950321ddff5b75222c00045ab1fccdef853a5d174b,100321,PASS
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/report_harmonization/nathealth_final_landing_resync_2026_09_03/production_screenshots/landing_1440_table3.png,25f1e80a912e5de20a08777e5c06120ab38a2c9a1aa9fc7423b794cae3f97d45,103899,PASS
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/report_harmonization/nathealth_final_landing_resync_2026_09_03/production_screenshots/landing_1440_top.png,7d33ebc3b67c19869719c757c0504e0ecf1218bd960bcb4060fbe4ac0e276425,132780,PASS
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/report_harmonization/nathealth_final_landing_resync_2026_09_03/production_screenshots/landing_390_mobile_toc_open.png,23b18752b214727d4b9c88d0b3fa951f8014496bf9126ee8bcdc71e630e84b8f,45772,PASS
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/report_harmonization/nathealth_final_landing_resync_2026_09_03/production_screenshots/landing_390_top.png,3ae84bf7236abd7b4256c95ac884729695a6814b33f5619e594a9cb3d141239c,51632,PASS
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/report_harmonization/nathealth_final_landing_resync_2026_09_03/production_screenshots/landing_708_mobile_toc_open.png,17717892da60601f5da62b585ab599434ed53eb1241e701abc89fb26b4a7ca40,65476,PASS
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/report_harmonization/nathealth_final_landing_resync_2026_09_03/production_screenshots/landing_708_top.png,94227ce02e61656e4f41cee5e73977dcd93d06eb552bfad4204d19fa72af5306,87168,PASS
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/report_harmonization/nathealth_final_landing_resync_2026_09_03/production_screenshots/supplementary_708_top.png,2a8be3312996b0e8cbd0c5b018322c84fa774ea040aa32f69e733b533443d5be,49510,PASS
