path,sha256,bytes
audit/report_harmonization/owner_orders/72_manuscript_svg_exports_released.md,d14575d7c262b01fe58ba85d343f966d5953601a0fb41cc0f61c25279eb4071c,6898
audit/report_harmonization/report018_order72_release/release_manifest.csv,8e25aa779f0115a3a5da9ffcdc3913b81cd6fb06df0c17c9f6d5825356263526,9379
audit/hypotheses/H06/report018_order72_svg_export/completion_manifest.csv,16bb136d5e25616debb2adfd447998310f6d43bbeb6c4fb4739b33e774687926,5286
audit/hypotheses/H06/report018_order72_svg_export/completion_record.md,8a1a2a1b81c5e338f331cf4272646a7c6def6497c1e388749ffcc616095943ca,3851
audit/hypotheses/H06/report018_order72_svg_export/export_h06_order72_svg.R,9ae135e43d024ac8a27a323081db5b87d9eebb94b1a209d5f94ca105057ec554,17134
audit/hypotheses/H06/report018_order72_svg_export/candidate/H06_paired_placement_effects.svg,e9d44034ace69fc82f67079fdabb266827cc06e053f948bd47e90d6ce1a47e14,7423
audit/hypotheses/H06/report018_order72_svg_export/candidate/H06_stage3_site_specific_significance_screen.svg,2b955196ce35eae1c973201a00523e538a6535ac59c8abe240160611a74c8b83,29707
audit/hypotheses/H06/report018_order72_svg_export/svg_structure_checks.csv,2f820a4a94140d79f2f83b316f5b0b12bd4d4ce289ebc082d3ae74f9e10557e1,501
audit/hypotheses/H06/report018_order72_svg_export/visual_qa.csv,ebe8cae741a22bcdc84da7275c989d350987015f0fb6f5d20739cc94faceb8f0,1594
audit/hypotheses/H06/report018_order72_svg_export/qa/H06_paired_placement_effects_comparison_accepted_left_candidate_right.png,e18f561151c91559f8c0810d0f620f3aabc48ec17f795c18265d18f14d656d3d,237108
audit/hypotheses/H06/report018_order72_svg_export/qa/H06_paired_placement_effects_comparison_170mm_accepted_left_candidate_right.png,4fc340ba14d51e2becaffb0a52dfb372a4e9bb4e2d619a5a4a0722ec8c186ffa,51276
audit/hypotheses/H06/report018_order72_svg_export/qa/H06_stage3_site_specific_significance_screen_comparison_accepted_left_candidate_right.png,6a09908458593beb04e25f90aafcc71e3f45e3a7d534d19a244b443ece246e43,666026
audit/hypotheses/H06/report018_order72_svg_export/qa/H06_stage3_site_specific_significance_screen_comparison_170mm_accepted_left_candidate_right.png,b5a0d42550825ee4d7bb63d9af0deb8bf2c3dba50333c83f2221fa891ad81454,186286
audit/report_harmonization/report018_order72_svg_acceptance/h06_independent_acceptance.md,3cf3cf8b7179c975b4c7417439db7a273291d93b020bff83a841421f3802d749,3011
