site,city,country,location,timezone,latitude_deg,longitude_deg,coordinate_order,coordinate_source,coordinate_source_version,site_manifest_source,site_release_repository,site_release_commit,site_release_doi,local_date,solar_context_definition,solar_noon_role,solar_depression_deg,solar_altitude_boundary_deg,photoperiod_hours,civil_dawn_utc,civil_dawn_local_label,civil_dawn_wall_minute,civil_dawn_utc_offset_minutes,civil_dawn_is_dst,civil_dusk_utc,civil_dusk_local_label,civil_dusk_wall_minute,civil_dusk_utc_offset_minutes,civil_dusk_is_dst,solar_noon_utc,solar_noon_local_label,solar_noon_wall_minute,solar_noon_utc_offset_minutes,solar_noon_is_dst,local_day_start_utc,next_local_day_start_utc,local_day_real_hours,local_day_start_utc_offset_minutes,local_day_end_utc_offset_minutes,local_day_start_is_dst,local_day_end_is_dst,local_day_crosses_dst,solar_context_algorithm,lightlogr_version,suntools_version,r_version
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-06-11,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,18.13485554655393,2025-06-11T02:26:13.276983Z,2025-06-11T04:26:13.276983+0200,266.22128305435183,120,TRUE,2025-06-11T20:34:18.756950Z,2025-06-11T22:34:18.756950+0200,1354.3126158475875,120,TRUE,2025-06-11T11:30:03.698630Z,2025-06-11T13:30:03.698630+0200,810.0616438349088,120,TRUE,2025-06-10T22:00:00.000000Z,2025-06-11T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-06-12,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,18.15373947189914,2025-06-12T02:25:50.435989Z,2025-06-12T04:25:50.435989+0200,265.8405998269717,120,TRUE,2025-06-12T20:35:03.898088Z,2025-06-12T22:35:03.898088+0200,1355.06496814092,120,TRUE,2025-06-12T11:30:16.065102Z,2025-06-12T13:30:16.065102+0200,810.2677517056466,120,TRUE,2025-06-11T22:00:00.000000Z,2025-06-12T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-06-13,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,18.170627665254806,2025-06-13T02:25:31.335776Z,2025-06-13T04:25:31.335776+0200,265.52226293881733,120,TRUE,2025-06-13T20:35:45.595371Z,2025-06-13T22:35:45.595371+0200,1355.7599228541055,120,TRUE,2025-06-13T11:30:28.599965Z,2025-06-13T13:30:28.599965+0200,810.4766660888989,120,TRUE,2025-06-12T22:00:00.000000Z,2025-06-13T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-06-14,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,18.18549463795291,2025-06-14T02:25:16.001821Z,2025-06-14T04:25:16.001821+0200,265.26669702927273,120,TRUE,2025-06-14T20:36:23.782518Z,2025-06-14T22:36:23.782518+0200,1356.3963753064475,120,TRUE,2025-06-14T11:30:41.280766Z,2025-06-14T13:30:41.280766+0200,810.688012778759,120,TRUE,2025-06-13T22:00:00.000000Z,2025-06-14T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-06-15,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,18.198317792680527,2025-06-15T02:25:04.454223Z,2025-06-15T04:25:04.454223+0200,265.0742370565732,120,TRUE,2025-06-15T20:36:58.398277Z,2025-06-15T22:36:58.398277+0200,1356.973304617405,120,TRUE,2025-06-15T11:30:54.084771Z,2025-06-15T13:30:54.084771+0200,810.9014128605525,120,TRUE,2025-06-14T22:00:00.000000Z,2025-06-15T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-06-16,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,18.20907755719291,2025-06-16T02:24:56.707484Z,2025-06-16T04:24:56.707484+0200,264.9451247493426,120,TRUE,2025-06-16T20:37:29.386690Z,2025-06-16T22:37:29.386690+0200,1357.489778180917,120,TRUE,2025-06-16T11:31:06.989000Z,2025-06-16T13:31:06.989000+0200,811.1164833426476,120,TRUE,2025-06-15T22:00:00.000000Z,2025-06-16T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-06-17,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,18.217757501800854,2025-06-17T02:24:52.770330Z,2025-06-17T04:24:52.770330+0200,264.8795055150986,120,TRUE,2025-06-17T20:37:56.697337Z,2025-06-17T22:37:56.697337+0200,1357.9449556231498,120,TRUE,2025-06-17T11:31:19.970267Z,2025-06-17T13:31:19.970267+0200,811.3328377962113,120,TRUE,2025-06-16T22:00:00.000000Z,2025-06-17T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-06-25,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,18.211450270281897,2025-06-25T02:26:37.467823Z,2025-06-25T04:26:37.467823+0200,266.62446371714276,120,TRUE,2025-06-25T20:39:18.688796Z,2025-06-25T22:39:18.688796+0200,1359.3114799340567,120,TRUE,2025-06-25T11:33:03.775287Z,2025-06-25T13:33:03.775287+0200,813.0629214604695,120,TRUE,2025-06-24T22:00:00.000000Z,2025-06-25T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-06-26,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,18.201224926577673,2025-06-26T02:27:07.207445Z,2025-06-26T04:27:07.207445+0200,267.12012409766515,120,TRUE,2025-06-26T20:39:11.617181Z,2025-06-26T22:39:11.617181+0200,1359.1936196923257,120,TRUE,2025-06-26T11:33:16.392432Z,2025-06-26T13:33:16.392432+0200,813.2732072075208,120,TRUE,2025-06-25T22:00:00.000000Z,2025-06-26T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
BAUA,Dortmund,Germany,"Dortmund, Germany",Europe/Berlin,51.498204,7.416708,latitude_longitude,melidosData::melidos_coordinates,1.0.6,config/site_sources.csv,BroszioEtAl_Dataset_2025,a69ff3835c2ddef1379903ca6089eeb1a57c67c2,10.5281/zenodo.18111232,2025-06-27,civil_dawn_to_civil_dusk,contextual_metadata_only,6,-6,18.188940423462125,2025-06-27T02:27:40.509759Z,2025-06-27T04:27:40.509759+0200,267.6751626531283,120,TRUE,2025-06-27T20:39:00.695283Z,2025-06-27T22:39:00.695283+0200,1359.011588060856,120,TRUE,2025-06-27T11:33:28.852278Z,2025-06-27T13:33:28.852278+0200,813.4808713078498,120,TRUE,2025-06-26T22:00:00.000000Z,2025-06-27T22:00:00.000000Z,24,120,120,TRUE,TRUE,FALSE,LightLogR::photoperiod + suntools::solarnoon(local midnight),0.10.3,1.1.0,4.6.1
