run_id,data_scenario,placement,sample_scenario,analytical_role,metric_order,metric_id,manuscript_name,abbreviation,manuscript_category,analysis_unit,response_family,response_transform,effect_scale,display_unit,predictor,converged,positive_definite_hessian,singular,max_gradient,convergence_message,fixed_columns,fixed_rank,fixed_full_rank,fixed_condition_number,aliased_coefficients,residual_n,residual_mean,residual_sd,residual_skewness,residual_qq_correlation,residual_absolute_fitted_spearman,residual_absolute_above_3_fraction,consecutive_day_pairs,participants_with_consecutive_pairs,pooled_consecutive_day_residual_correlation,serial_status,tweedie_power,dispersion,observed_zero_n,observed_zero_fraction,expected_zero_n,expected_zero_fraction,zero_mass_standardized_difference,zero_mass_method,zero_mass_status,fitted_natural_min,fitted_natural_max,fitted_below_lower_n,fitted_above_upper_n,observed_above_audit_threshold_n,prediction_bound_status,participant_random_intercept_sd,fit_warnings,fit_error,diagnostic_assessment,diagnostic_issues,deleted_participant,change_in_full_standard_errors,sign_reversal,deletion_status,sites_checked,registered_site_rows,failed_or_nonconverged,sign_reversals,adjusted_support_changes,max_change_in_full_standard_errors,influential_omitted_site,site_influence_assessment,final_assessment,interpreted_assessment,metric_label,model_label
primary__chest__all_available,primary,chest,all_available,complementary_chest,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,age,TRUE,TRUE,FALSE,,,9,9,TRUE,23.020139438770418,,153,1.850371707708594e-17,0.40848487985243087,0.27660550511904064,0.9954360566557235,0.03628897487782909,0,0,0,,NOT_APPLICABLE_PARTICIPANT_LEVEL,,,0,0,,,,not applicable,NOT_APPLICABLE,0.25705189941625445,0.3381909467898776,0,0,,PASS,,,,acceptable,,TUM:TUM_S003,0.03920972573525842,FALSE,PASS_DESCRIPTIVE_CHECK,8,9,0,0,0,0.32221929717622866,BAUA,acceptable,acceptable,Numerical/convergence check: passed; residual/distribution checks: no threshold flag; temporal check: NOT_APPLICABLE_PARTICIPANT_LEVEL; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,Interdaily stability,Chest | Age
primary__chest__all_available,primary,chest,all_available,complementary_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,age,TRUE,TRUE,FALSE,,,9,9,TRUE,23.020139438770418,,153,-1.5601173221856775e-17,0.3777765022192985,-0.05483053881827265,0.991134939911154,0.12689123455378176,0,0,0,,NOT_APPLICABLE_PARTICIPANT_LEVEL,,,0,0,,,,not applicable,NOT_APPLICABLE,1.0404891741479882,1.502234341953176,0,,,PASS,,,,acceptable,,FUSPCEU:FUSPCEU_S004,0.29336460378732193,FALSE,PASS_DESCRIPTIVE_CHECK,8,9,0,0,0,0.8809317158902746,RISE,acceptable,acceptable,Numerical/convergence check: passed; residual/distribution checks: no threshold flag; temporal check: NOT_APPLICABLE_PARTICIPANT_LEVEL; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,Intradaily variability,Chest | Age
primary__chest__all_available,primary,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,age,TRUE,TRUE,FALSE,8.080860425252467e-6,,9,9,TRUE,22.832476290488056,,902,7.502621337696942e-16,0.31167124604723,-0.7977687965514496,0.977005206015568,-0.17200312997816014,0,733,154,-0.03823473328330278,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,0.49541776945389093,19.802244177090007,0,,,PASS,0.2527353570118829,,,acceptable,,KNUST:KNUST_S001,0.00126278794474945,FALSE,PASS_DESCRIPTIVE_CHECK,8,9,0,0,2,1.0362182080051767,FUSPCEU,acceptable with specified limitations,acceptable with specified limitations,Numerical/convergence check: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Mean melEDI,Chest | Age
primary__chest__all_available,primary,chest,all_available,complementary_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,age,TRUE,TRUE,FALSE,6.788241080357693e-6,,9,9,TRUE,22.832476290488056,,902,-3.790174628939978e-15,0.5333761069105776,-1.1132739159682308,0.9706465834758056,-0.21340670052407096,0,733,154,-0.03868034126109033,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,4.012216937321192,759.1152453074712,0,,,PASS,0.3325077946227134,,,acceptable,,THUAS:THUAS_S007,0.05499025676126674,FALSE,PASS_DESCRIPTIVE_CHECK,8,9,0,0,0,1.067367614359188,RISE,acceptable with specified limitations,acceptable with specified limitations,Numerical/convergence check: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Brightest 10 h mean,Chest | Age
primary__chest__all_available,primary,chest,all_available,complementary_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,age,TRUE,TRUE,FALSE,9.943335044226842e-6,,9,9,TRUE,22.832476290488056,,902,3.244509859104116e-16,0.21018066319094736,1.4694737956627746,0.9598282112155996,0.3523573528158812,0,733,154,-0.01011619236261962,PASS_DESCRIPTIVE_CHECK,,,125,0.1385809312638581,,,,not applicable,NOT_APPLICABLE,0.00576580024148307,1.1641221629217509,0,,,PASS,0.20382591795192795,,,acceptable with specified limitations,RESIDUAL_SPREAD_REVIEW,KNUST:KNUST_S001,0.02144457533736177,FALSE,PASS_DESCRIPTIVE_CHECK,8,9,0,0,0,0.9741170178717669,FUSPCEU,acceptable,acceptable with specified limitations,Numerical/convergence check: passed; residual/distribution checks: RESIDUAL_SPREAD_REVIEW; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable with specified limitations.,Darkest 10 h mean,Chest | Age
primary__chest__all_available,primary,chest,all_available,complementary_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,age,TRUE,TRUE,FALSE,,,9,9,TRUE,22.832476290488056,,902,-0.02535339034175133,0.9038660931221448,1.2291300063022983,0.9567149882426744,0.08603899836729088,0.00886917960088691,733,154,-0.05447256804057306,PASS_DESCRIPTIVE_CHECK,1.5065492396211808,0.8024557402649678,85,0.0942350332594235,82.7875132157959,0.09178216542771156,0.2620534795254809,Analytical compound-Poisson zero probability; no simulation or resampling,PASS_DESCRIPTIVE_CHECK,0.1897844155234949,5.383409293963545,0,0,,PASS,0.5465724504575254,,,acceptable,,FUSPCEU:FUSPCEU_S004,0.311305150421907,FALSE,PASS_DESCRIPTIVE_CHECK,8,9,0,0,0,0.6603212815081477,RISE,acceptable,acceptable,Numerical/convergence check: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,"Time above 1,000 lx melEDI",Chest | Age
primary__chest__all_available,primary,chest,all_available,complementary_chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,age,TRUE,TRUE,FALSE,,,9,9,TRUE,22.44732937406248,,818,-0.02198701614682578,0.8688742655878386,0.5600462758071552,0.9872168433684492,-0.08415274368462726,0.00244498777506112,621,152,0.04712701099216875,PASS_DESCRIPTIVE_CHECK,1.493739177049985,0.7790167988739526,20,0.02444987775061125,18.763390954987305,0.02293813075181824,0.29166639191149557,Analytical compound-Poisson zero probability; no simulation or resampling,PASS_DESCRIPTIVE_CHECK,0.9094496906747196,7.5371791725771695,0,,,PASS,0.4399475521473145,,,acceptable,,THUAS:THUAS_S001,0.1421259994107009,FALSE,PASS_DESCRIPTIVE_CHECK,8,9,0,0,0,0.5491397942646046,THUAS,acceptable,acceptable,Numerical/convergence check: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,Time above 250 lx melEDI during wake,Chest | Age
primary__chest__all_available,primary,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant_day,gaussian,identity,difference,h,age,TRUE,TRUE,FALSE,1.056378096109256e-5,,9,9,TRUE,22.05354159791424,,743,-9.936720206941172e-16,0.7850839265732228,0.42488649898641223,0.9922299555100662,-0.04154031946894116,0.00403768506056527,538,144,-0.15923957507302236,PASS_DESCRIPTIVE_CHECK,,,5,0.00672947510094212,,,,not applicable,NOT_APPLICABLE,0.8582790644982555,2.770354516624229,0,0,0,PASS,0.5184833508674195,,,acceptable,,BAUA:BAUA_S017,0.13545334677640777,FALSE,PASS_DESCRIPTIVE_CHECK,8,9,0,0,2,1.1120052555128783,FUSPCEU,acceptable with specified limitations,acceptable with specified limitations,Numerical/convergence check: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Time below 10 lx melEDI before sleep,Chest | Age
primary__chest__all_available,primary,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant_day,tweedie_log,identity,ratio,h,age,TRUE,TRUE,FALSE,,,9,9,TRUE,22.22635767987617,,861,-0.00903627040685086,0.865712923102174,-0.973771151057426,0.9642188836465309,-0.06560295481859406,0.01509872241579558,691,152,0.01435470174544335,PASS_DESCRIPTIVE_CHECK,1.0450269240281436,0.3566932094303372,4,0.00464576074332171,5.587291491009751e-5,6.48930486760713e-8,535.1229052121251,Analytical compound-Poisson zero probability; no simulation or resampling,REVIEW_ABSOLUTE_STANDARDIZED_DIFFERENCE_AT_LEAST_3.29,4.6564207768892025,9.363412686276702,0,,,PASS,0.1382455177441914,,,acceptable with specified limitations,ZERO_MASS_REVIEW,BAUA:BAUA_S025,8.164354105410947e-4,FALSE,PASS_DESCRIPTIVE_CHECK,8,9,0,0,0,0.7580215647401037,FUSPCEU,acceptable,acceptable with specified limitations,Numerical/convergence check: passed; residual/distribution checks: ZERO_MASS_REVIEW; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable with specified limitations.,Time below 1 lx melEDI during sleep,Chest | Age
primary__chest__all_available,primary,chest,all_available,complementary_chest,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,duration-based,participant_day,gaussian,log10_offset_0.1,ratio,h,age,TRUE,TRUE,FALSE,1.61662683240138e-5,,9,9,TRUE,22.832476290488056,,902,4.115641062738766e-17,0.3027272292389784,-0.2720177849831085,0.996223305959009,-0.03354240059786263,0,733,154,-0.01977048643059794,PASS_DESCRIPTIVE_CHECK,,,27,0.02993348115299335,,,,not applicable,NOT_APPLICABLE,0.19615737818111553,1.7469595356007928,0,0,,PASS,0.16515811314378967,,,acceptable,,BAUA:BAUA_S012,0.06310882929525784,FALSE,PASS_DESCRIPTIVE_CHECK,8,9,0,0,0,0.5743268728607415,RISE,acceptable,acceptable,Numerical/convergence check: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,Longest continuous period above 250 lx melEDI,Chest | Age
